,Id,OrderId,ProductId,UnitPrice,Quantity,Discount,CustomerId,EmployeeId,OrderDate,RequiredDate,ShippedDate,ShipVia,Freight,ShipName,ShipAddress,ShipCity,ShipRegion,ShipPostalCode,ShipCountry
602,10474/40,10474,40,14.7,21,0.0,PERIC,5,2013-03-13,2013-04-10,2013-03-21,2,83.49,Pericles Comidas clásicas,Calle Dr. Jorge Cash 321,México D.F.,Central America,05033,Mexico
603,10474/75,10474,75,6.2,10,0.0,PERIC,5,2013-03-13,2013-04-10,2013-03-21,2,83.49,Pericles Comidas clásicas,Calle Dr. Jorge Cash 321,México D.F.,Central America,05033,Mexico
604,10475/31,10475,31,10.0,35,0.15,SUPRD,9,2013-03-14,2013-04-11,2013-04-04,1,68.52,Suprêmes délices,"Boulevard Tirou, 255",Charleroi,Western Europe,B-6000,Belgium
605,10475/66,10475,66,13.6,60,0.15,SUPRD,9,2013-03-14,2013-04-11,2013-04-04,1,68.52,Suprêmes délices,"Boulevard Tirou, 255",Charleroi,Western Europe,B-6000,Belgium
606,10475/76,10475,76,14.4,42,0.15,SUPRD,9,2013-03-14,2013-04-11,2013-04-04,1,68.52,Suprêmes délices,"Boulevard Tirou, 255",Charleroi,Western Europe,B-6000,Belgium
607,10476/55,10476,55,19.2,2,0.05,HILAA,8,2013-03-17,2013-04-14,2013-03-24,3,4.41,HILARION-Abastos,Carrera 22 con Ave. Carlos Soublette #8-35,San Cristóbal,South America,5022,Venezuela
608,10476/70,10476,70,12.0,12,0.0,HILAA,8,2013-03-17,2013-04-14,2013-03-24,3,4.41,HILARION-Abastos,Carrera 22 con Ave. Carlos Soublette #8-35,San Cristóbal,South America,5022,Venezuela
609,10477/1,10477,1,14.4,15,0.0,PRINI,5,2013-03-17,2013-04-14,2013-03-25,2,13.02,Princesa Isabel Vinhos,Estrada da saúde n. 58,Lisboa,Southern Europe,1756,Portugal
610,10477/21,10477,21,8.0,21,0.25,PRINI,5,2013-03-17,2013-04-14,2013-03-25,2,13.02,Princesa Isabel Vinhos,Estrada da saúde n. 58,Lisboa,Southern Europe,1756,Portugal
611,10477/39,10477,39,14.4,20,0.25,PRINI,5,2013-03-17,2013-04-14,2013-03-25,2,13.02,Princesa Isabel Vinhos,Estrada da saúde n. 58,Lisboa,Southern Europe,1756,Portugal
612,10478/10,10478,10,24.8,20,0.05,VICTE,2,2013-03-18,2013-04-01,2013-03-26,3,4.81,Victuailles en stock,"2, rue du Commerce",Lyon,Western Europe,69004,France
613,10479/38,10479,38,210.8,30,0.0,RATTC,3,2013-03-19,2013-04-16,2013-03-21,3,708.95,Rattlesnake Canyon Grocery,2817 Milton Dr.,Albuquerque,North America,87110,USA
614,10479/53,10479,53,26.2,28,0.0,RATTC,3,2013-03-19,2013-04-16,2013-03-21,3,708.95,Rattlesnake Canyon Grocery,2817 Milton Dr.,Albuquerque,North America,87110,USA
615,10479/59,10479,59,44.0,60,0.0,RATTC,3,2013-03-19,2013-04-16,2013-03-21,3,708.95,Rattlesnake Canyon Grocery,2817 Milton Dr.,Albuquerque,North America,87110,USA
616,10479/64,10479,64,26.6,30,0.0,RATTC,3,2013-03-19,2013-04-16,2013-03-21,3,708.95,Rattlesnake Canyon Grocery,2817 Milton Dr.,Albuquerque,North America,87110,USA
617,10480/47,10480,47,7.6,30,0.0,FOLIG,6,2013-03-20,2013-04-17,2013-03-24,2,1.35,Folies gourmandes,"184, chaussée de Tournai",Lille,Western Europe,59000,France
618,10480/59,10480,59,44.0,12,0.0,FOLIG,6,2013-03-20,2013-04-17,2013-03-24,2,1.35,Folies gourmandes,"184, chaussée de Tournai",Lille,Western Europe,59000,France
619,10481/49,10481,49,16.0,24,0.0,RICAR,8,2013-03-20,2013-04-17,2013-03-25,2,64.33,Ricardo Adocicados,"Av. Copacabana, 267",Rio de Janeiro,South America,02389-890,Brazil
620,10481/60,10481,60,27.2,40,0.0,RICAR,8,2013-03-20,2013-04-17,2013-03-25,2,64.33,Ricardo Adocicados,"Av. Copacabana, 267",Rio de Janeiro,South America,02389-890,Brazil
621,10482/40,10482,40,14.7,10,0.0,LAZYK,1,2013-03-21,2013-04-18,2013-04-10,3,7.48,Lazy K Kountry Store,12 Orchestra Terrace,Walla Walla,North America,99362,USA
622,10483/34,10483,34,11.2,35,0.05,WHITC,7,2013-03-24,2013-04-21,2013-04-25,2,15.28,White Clover Markets,1029 - 12th Ave. S.,Seattle,North America,98124,USA
623,10483/77,10483,77,10.4,30,0.05,WHITC,7,2013-03-24,2013-04-21,2013-04-25,2,15.28,White Clover Markets,1029 - 12th Ave. S.,Seattle,North America,98124,USA
624,10484/21,10484,21,8.0,14,0.0,BSBEV,3,2013-03-24,2013-04-21,2013-04-01,3,6.88,B's Beverages,Fauntleroy Circus,London,British Isles,EC2 5NT,UK
625,10484/40,10484,40,14.7,10,0.0,BSBEV,3,2013-03-24,2013-04-21,2013-04-01,3,6.88,B's Beverages,Fauntleroy Circus,London,British Isles,EC2 5NT,UK
626,10484/51,10484,51,42.4,3,0.0,BSBEV,3,2013-03-24,2013-04-21,2013-04-01,3,6.88,B's Beverages,Fauntleroy Circus,London,British Isles,EC2 5NT,UK
627,10485/2,10485,2,15.2,20,0.1,LINOD,4,2013-03-25,2013-04-08,2013-03-31,2,64.45,LINO-Delicateses,Ave. 5 de Mayo Porlamar,I. de Margarita,South America,4980,Venezuela
628,10485/3,10485,3,8.0,20,0.1,LINOD,4,2013-03-25,2013-04-08,2013-03-31,2,64.45,LINO-Delicateses,Ave. 5 de Mayo Porlamar,I. de Margarita,South America,4980,Venezuela
629,10485/55,10485,55,19.2,30,0.1,LINOD,4,2013-03-25,2013-04-08,2013-03-31,2,64.45,LINO-Delicateses,Ave. 5 de Mayo Porlamar,I. de Margarita,South America,4980,Venezuela
630,10485/70,10485,70,12.0,60,0.1,LINOD,4,2013-03-25,2013-04-08,2013-03-31,2,64.45,LINO-Delicateses,Ave. 5 de Mayo Porlamar,I. de Margarita,South America,4980,Venezuela
631,10486/11,10486,11,16.8,5,0.0,HILAA,1,2013-03-26,2013-04-23,2013-04-02,2,30.53,HILARION-Abastos,Carrera 22 con Ave. Carlos Soublette #8-35,San Cristóbal,South America,5022,Venezuela
632,10486/51,10486,51,42.4,25,0.0,HILAA,1,2013-03-26,2013-04-23,2013-04-02,2,30.53,HILARION-Abastos,Carrera 22 con Ave. Carlos Soublette #8-35,San Cristóbal,South America,5022,Venezuela
633,10486/74,10486,74,8.0,16,0.0,HILAA,1,2013-03-26,2013-04-23,2013-04-02,2,30.53,HILARION-Abastos,Carrera 22 con Ave. Carlos Soublette #8-35,San Cristóbal,South America,5022,Venezuela
634,10487/19,10487,19,7.3,5,0.0,QUEE,2,2013-03-26,2013-04-23,2013-03-28,2,71.07,Queen Cozinha,"Alameda dos Canàrios, 891",Sao Paulo,South America,05487-020,Brazil
635,10487/26,10487,26,24.9,30,0.0,QUEE,2,2013-03-26,2013-04-23,2013-03-28,2,71.07,Queen Cozinha,"Alameda dos Canàrios, 891",Sao Paulo,South America,05487-020,Brazil
636,10487/54,10487,54,5.9,24,0.25,QUEE,2,2013-03-26,2013-04-23,2013-03-28,2,71.07,Queen Cozinha,"Alameda dos Canàrios, 891",Sao Paulo,South America,05487-020,Brazil
637,10488/59,10488,59,44.0,30,0.0,FRANK,8,2013-03-27,2013-04-24,2013-04-02,2,4.93,Frankenversand,Berliner Platz 43,München,Western Europe,80805,Germany
638,10488/73,10488,73,12.0,20,0.2,FRANK,8,2013-03-27,2013-04-24,2013-04-02,2,4.93,Frankenversand,Berliner Platz 43,München,Western Europe,80805,Germany
639,10489/11,10489,11,16.8,15,0.25,PICCO,6,2013-03-28,2013-04-25,2013-04-09,2,5.29,Piccolo und mehr,Geislweg 14,Salzburg,Western Europe,5020,Austria
640,10489/16,10489,16,13.9,18,0.0,PICCO,6,2013-03-28,2013-04-25,2013-04-09,2,5.29,Piccolo und mehr,Geislweg 14,Salzburg,Western Europe,5020,Austria
641,10490/59,10490,59,44.0,60,0.0,HILAA,7,2013-03-31,2013-04-28,2013-04-03,2,210.19,HILARION-Abastos,Carrera 22 con Ave. Carlos Soublette #8-35,San Cristóbal,South America,5022,Venezuela
642,10490/68,10490,68,10.0,30,0.0,HILAA,7,2013-03-31,2013-04-28,2013-04-03,2,210.19,HILARION-Abastos,Carrera 22 con Ave. Carlos Soublette #8-35,San Cristóbal,South America,5022,Venezuela
643,10490/75,10490,75,6.2,36,0.0,HILAA,7,2013-03-31,2013-04-28,2013-04-03,2,210.19,HILARION-Abastos,Carrera 22 con Ave. Carlos Soublette #8-35,San Cristóbal,South America,5022,Venezuela
644,10491/44,10491,44,15.5,15,0.15,FURIB,8,2013-03-31,2013-04-28,2013-04-08,3,16.96,Furia Bacalhau e Frutos do Mar,Jardim das rosas n. 32,Lisboa,Southern Europe,1675,Portugal
645,10491/77,10491,77,10.4,7,0.15,FURIB,8,2013-03-31,2013-04-28,2013-04-08,3,16.96,Furia Bacalhau e Frutos do Mar,Jardim das rosas n. 32,Lisboa,Southern Europe,1675,Portugal
646,10492/25,10492,25,11.2,60,0.05,BOTTM,3,2013-04-01,2013-04-29,2013-04-11,1,62.89,Bottom-Dollar Markets,23 Tsawassen Blvd.,Tsawassen,North America,T2F 8M4,Canada
647,10492/42,10492,42,11.2,20,0.05,BOTTM,3,2013-04-01,2013-04-29,2013-04-11,1,62.89,Bottom-Dollar Markets,23 Tsawassen Blvd.,Tsawassen,North America,T2F 8M4,Canada
648,10493/65,10493,65,16.8,15,0.1,LAMAI,4,2013-04-02,2013-04-30,2013-04-10,3,10.64,La maison d'Asie,1 rue Alsace-Lorraine,Toulouse,Western Europe,31000,France
649,10493/66,10493,66,13.6,10,0.1,LAMAI,4,2013-04-02,2013-04-30,2013-04-10,3,10.64,La maison d'Asie,1 rue Alsace-Lorraine,Toulouse,Western Europe,31000,France
650,10493/69,10493,69,28.8,10,0.1,LAMAI,4,2013-04-02,2013-04-30,2013-04-10,3,10.64,La maison d'Asie,1 rue Alsace-Lorraine,Toulouse,Western Europe,31000,France
651,10494/56,10494,56,30.4,30,0.0,COMMI,4,2013-04-02,2013-04-30,2013-04-09,2,65.99,Comércio Mineiro,"Av. dos Lusíadas, 23",Sao Paulo,South America,05432-043,Brazil
652,10495/23,10495,23,7.2,10,0.0,LAUGB,3,2013-04-03,2013-05-01,2013-04-11,3,4.65,Laughing Bacchus Wine Cellars,2319 Elm St.,Vancouver,North America,V3F 2K1,Canada
653,10495/41,10495,41,7.7,20,0.0,LAUGB,3,2013-04-03,2013-05-01,2013-04-11,3,4.65,Laughing Bacchus Wine Cellars,2319 Elm St.,Vancouver,North America,V3F 2K1,Canada
654,10495/77,10495,77,10.4,5,0.0,LAUGB,3,2013-04-03,2013-05-01,2013-04-11,3,4.65,Laughing Bacchus Wine Cellars,2319 Elm St.,Vancouver,North America,V3F 2K1,Canada
655,10496/31,10496,31,10.0,20,0.05,TRADH,7,2013-04-04,2013-05-02,2013-04-07,2,46.77,Tradiçao Hipermercados,"Av. Inês de Castro, 414",Sao Paulo,South America,05634-030,Brazil
656,10497/56,10497,56,30.4,14,0.0,LEHMS,7,2013-04-04,2013-05-02,2013-04-07,1,36.21,Lehmanns Marktstand,Magazinweg 7,Frankfurt a.M.,Western Europe,60528,Germany
657,10497/72,10497,72,27.8,25,0.0,LEHMS,7,2013-04-04,2013-05-02,2013-04-07,1,36.21,Lehmanns Marktstand,Magazinweg 7,Frankfurt a.M.,Western Europe,60528,Germany
658,10497/77,10497,77,10.4,25,0.0,LEHMS,7,2013-04-04,2013-05-02,2013-04-07,1,36.21,Lehmanns Marktstand,Magazinweg 7,Frankfurt a.M.,Western Europe,60528,Germany
659,10498/24,10498,24,4.5,14,0.0,HILAA,8,2013-04-07,2013-05-05,2013-04-11,2,29.75,HILARION-Abastos,Carrera 22 con Ave. Carlos Soublette #8-35,San Cristóbal,South America,5022,Venezuela
660,10498/40,10498,40,18.4,5,0.0,HILAA,8,2013-04-07,2013-05-05,2013-04-11,2,29.75,HILARION-Abastos,Carrera 22 con Ave. Carlos Soublette #8-35,San Cristóbal,South America,5022,Venezuela
661,10498/42,10498,42,14.0,30,0.0,HILAA,8,2013-04-07,2013-05-05,2013-04-11,2,29.75,HILARION-Abastos,Carrera 22 con Ave. Carlos Soublette #8-35,San Cristóbal,South America,5022,Venezuela
662,10499/28,10499,28,45.6,20,0.0,LILAS,4,2013-04-08,2013-05-06,2013-04-16,2,102.02,LILA-Supermercado,Carrera 52 con Ave. Bolívar #65-98 Llano Largo,Barquisimeto,South America,3508,Venezuela
663,10499/49,10499,49,20.0,25,0.0,LILAS,4,2013-04-08,2013-05-06,2013-04-16,2,102.02,LILA-Supermercado,Carrera 52 con Ave. Bolívar #65-98 Llano Largo,Barquisimeto,South America,3508,Venezuela
664,10500/15,10500,15,15.5,12,0.05,LAMAI,6,2013-04-09,2013-05-07,2013-04-17,1,42.68,La maison d'Asie,1 rue Alsace-Lorraine,Toulouse,Western Europe,31000,France
665,10500/28,10500,28,45.6,8,0.05,LAMAI,6,2013-04-09,2013-05-07,2013-04-17,1,42.68,La maison d'Asie,1 rue Alsace-Lorraine,Toulouse,Western Europe,31000,France
666,10501/54,10501,54,7.45,20,0.0,BLAUS,9,2013-04-09,2013-05-07,2013-04-16,3,8.85,Blauer See Delikatessen,Forsterstr. 57,Mannheim,Western Europe,68306,Germany
667,10502/45,10502,45,9.5,21,0.0,PERIC,2,2013-04-10,2013-05-08,2013-04-29,1,69.32,Pericles Comidas clásicas,Calle Dr. Jorge Cash 321,México D.F.,Central America,05033,Mexico
668,10502/53,10502,53,32.8,6,0.0,PERIC,2,2013-04-10,2013-05-08,2013-04-29,1,69.32,Pericles Comidas clásicas,Calle Dr. Jorge Cash 321,México D.F.,Central America,05033,Mexico
669,10502/67,10502,67,14.0,30,0.0,PERIC,2,2013-04-10,2013-05-08,2013-04-29,1,69.32,Pericles Comidas clásicas,Calle Dr. Jorge Cash 321,México D.F.,Central America,05033,Mexico
670,10503/14,10503,14,23.25,70,0.0,HUNGO,6,2013-04-11,2013-05-09,2013-04-16,2,16.74,Hungry Owl All-Night Grocers,8 Johnstown Road,Cork,British Isles,,Ireland
671,10503/65,10503,65,21.05,20,0.0,HUNGO,6,2013-04-11,2013-05-09,2013-04-16,2,16.74,Hungry Owl All-Night Grocers,8 Johnstown Road,Cork,British Isles,,Ireland
672,10504/2,10504,2,19.0,12,0.0,WHITC,4,2013-04-11,2013-05-09,2013-04-18,3,59.13,White Clover Markets,1029 - 12th Ave. S.,Seattle,North America,98124,USA
673,10504/21,10504,21,10.0,12,0.0,WHITC,4,2013-04-11,2013-05-09,2013-04-18,3,59.13,White Clover Markets,1029 - 12th Ave. S.,Seattle,North America,98124,USA
674,10504/53,10504,53,32.8,10,0.0,WHITC,4,2013-04-11,2013-05-09,2013-04-18,3,59.13,White Clover Markets,1029 - 12th Ave. S.,Seattle,North America,98124,USA
675,10504/61,10504,61,28.5,25,0.0,WHITC,4,2013-04-11,2013-05-09,2013-04-18,3,59.13,White Clover Markets,1029 - 12th Ave. S.,Seattle,North America,98124,USA
676,10505/62,10505,62,49.3,3,0.0,MEREP,3,2013-04-14,2013-05-12,2013-04-21,3,7.13,Mère Paillarde,43 rue St. Laurent,Montréal,North America,H1J 1C3,Canada
677,10506/25,10506,25,14.0,18,0.1,KOENE,9,2013-04-15,2013-05-13,2013-05-02,2,21.19,Königlich Essen,Maubelstr. 90,Brandenburg,Western Europe,14776,Germany
678,10506/70,10506,70,15.0,14,0.1,KOENE,9,2013-04-15,2013-05-13,2013-05-02,2,21.19,Königlich Essen,Maubelstr. 90,Brandenburg,Western Europe,14776,Germany
679,10507/43,10507,43,46.0,15,0.15,ANTO,7,2013-04-15,2013-05-13,2013-04-22,1,47.45,Antonio Moreno Taquería,Mataderos  2312,México D.F.,Central America,05023,Mexico
680,10507/48,10507,48,12.75,15,0.15,ANTO,7,2013-04-15,2013-05-13,2013-04-22,1,47.45,Antonio Moreno Taquería,Mataderos  2312,México D.F.,Central America,05023,Mexico
681,10508/13,10508,13,6.0,10,0.0,OTTIK,1,2013-04-16,2013-05-14,2013-05-13,2,4.99,Ottilies Käseladen,Mehrheimerstr. 369,Köln,Western Europe,50739,Germany
682,10508/39,10508,39,18.0,10,0.0,OTTIK,1,2013-04-16,2013-05-14,2013-05-13,2,4.99,Ottilies Käseladen,Mehrheimerstr. 369,Köln,Western Europe,50739,Germany
683,10509/28,10509,28,45.6,3,0.0,BLAUS,4,2013-04-17,2013-05-15,2013-04-29,1,0.15,Blauer See Delikatessen,Forsterstr. 57,Mannheim,Western Europe,68306,Germany
684,10510/29,10510,29,123.79,36,0.0,SAVEA,6,2013-04-18,2013-05-16,2013-04-28,3,367.63,Save-a-lot Markets,187 Suffolk Ln.,Boise,North America,83720,USA
685,10510/75,10510,75,7.75,36,0.1,SAVEA,6,2013-04-18,2013-05-16,2013-04-28,3,367.63,Save-a-lot Markets,187 Suffolk Ln.,Boise,North America,83720,USA
686,10511/4,10511,4,22.0,50,0.15,BONAP,4,2013-04-18,2013-05-16,2013-04-21,3,350.64,Bon app',"12, rue des Bouchers",Marseille,Western Europe,13008,France
687,10511/7,10511,7,30.0,50,0.15,BONAP,4,2013-04-18,2013-05-16,2013-04-21,3,350.64,Bon app',"12, rue des Bouchers",Marseille,Western Europe,13008,France
688,10511/8,10511,8,40.0,10,0.15,BONAP,4,2013-04-18,2013-05-16,2013-04-21,3,350.64,Bon app',"12, rue des Bouchers",Marseille,Western Europe,13008,France
689,10512/24,10512,24,4.5,10,0.15,FAMIA,7,2013-04-21,2013-05-19,2013-04-24,2,3.53,Familia Arquibaldo,"Rua Orós, 92",Sao Paulo,South America,05442-030,Brazil
690,10512/46,10512,46,12.0,9,0.15,FAMIA,7,2013-04-21,2013-05-19,2013-04-24,2,3.53,Familia Arquibaldo,"Rua Orós, 92",Sao Paulo,South America,05442-030,Brazil
691,10512/47,10512,47,9.5,6,0.15,FAMIA,7,2013-04-21,2013-05-19,2013-04-24,2,3.53,Familia Arquibaldo,"Rua Orós, 92",Sao Paulo,South America,05442-030,Brazil
692,10512/60,10512,60,34.0,12,0.15,FAMIA,7,2013-04-21,2013-05-19,2013-04-24,2,3.53,Familia Arquibaldo,"Rua Orós, 92",Sao Paulo,South America,05442-030,Brazil
693,10513/21,10513,21,10.0,40,0.2,WANDK,7,2013-04-22,2013-06-03,2013-04-28,1,105.65,Die Wandernde Kuh,Adenauerallee 900,Stuttgart,Western Europe,70563,Germany
694,10513/32,10513,32,32.0,50,0.2,WANDK,7,2013-04-22,2013-06-03,2013-04-28,1,105.65,Die Wandernde Kuh,Adenauerallee 900,Stuttgart,Western Europe,70563,Germany
695,10513/61,10513,61,28.5,15,0.2,WANDK,7,2013-04-22,2013-06-03,2013-04-28,1,105.65,Die Wandernde Kuh,Adenauerallee 900,Stuttgart,Western Europe,70563,Germany
696,10514/20,10514,20,81.0,39,0.0,ERNSH,3,2013-04-22,2013-05-20,2013-05-16,2,789.95,Ernst Handel,Kirchgasse 6,Graz,Western Europe,8010,Austria
697,10514/28,10514,28,45.6,35,0.0,ERNSH,3,2013-04-22,2013-05-20,2013-05-16,2,789.95,Ernst Handel,Kirchgasse 6,Graz,Western Europe,8010,Austria
698,10514/56,10514,56,38.0,70,0.0,ERNSH,3,2013-04-22,2013-05-20,2013-05-16,2,789.95,Ernst Handel,Kirchgasse 6,Graz,Western Europe,8010,Austria
699,10514/65,10514,65,21.05,39,0.0,ERNSH,3,2013-04-22,2013-05-20,2013-05-16,2,789.95,Ernst Handel,Kirchgasse 6,Graz,Western Europe,8010,Austria
700,10514/75,10514,75,7.75,50,0.0,ERNSH,3,2013-04-22,2013-05-20,2013-05-16,2,789.95,Ernst Handel,Kirchgasse 6,Graz,Western Europe,8010,Austria
701,10515/9,10515,9,97.0,16,0.15,QUICK,2,2013-04-23,2013-05-07,2013-05-23,1,204.47,QUICK-Stop,Taucherstraße 10,Cunewalde,Western Europe,01307,Germany
702,10515/16,10515,16,17.45,50,0.0,QUICK,2,2013-04-23,2013-05-07,2013-05-23,1,204.47,QUICK-Stop,Taucherstraße 10,Cunewalde,Western Europe,01307,Germany
703,10515/27,10515,27,43.9,120,0.0,QUICK,2,2013-04-23,2013-05-07,2013-05-23,1,204.47,QUICK-Stop,Taucherstraße 10,Cunewalde,Western Europe,01307,Germany
704,10515/33,10515,33,2.5,16,0.15,QUICK,2,2013-04-23,2013-05-07,2013-05-23,1,204.47,QUICK-Stop,Taucherstraße 10,Cunewalde,Western Europe,01307,Germany
705,10515/60,10515,60,34.0,84,0.15,QUICK,2,2013-04-23,2013-05-07,2013-05-23,1,204.47,QUICK-Stop,Taucherstraße 10,Cunewalde,Western Europe,01307,Germany
706,10516/18,10516,18,62.5,25,0.1,HUNGO,2,2013-04-24,2013-05-22,2013-05-01,3,62.78,Hungry Owl All-Night Grocers,8 Johnstown Road,Cork,British Isles,,Ireland
707,10516/41,10516,41,9.65,80,0.1,HUNGO,2,2013-04-24,2013-05-22,2013-05-01,3,62.78,Hungry Owl All-Night Grocers,8 Johnstown Road,Cork,British Isles,,Ireland
708,10516/42,10516,42,14.0,20,0.0,HUNGO,2,2013-04-24,2013-05-22,2013-05-01,3,62.78,Hungry Owl All-Night Grocers,8 Johnstown Road,Cork,British Isles,,Ireland
709,10517/52,10517,52,7.0,6,0.0,NORTS,3,2013-04-24,2013-05-22,2013-04-29,3,32.07,North/South,South House 300 Queensbridge,London,British Isles,SW7 1RZ,UK
710,10517/59,10517,59,55.0,4,0.0,NORTS,3,2013-04-24,2013-05-22,2013-04-29,3,32.07,North/South,South House 300 Queensbridge,London,British Isles,SW7 1RZ,UK
711,10517/70,10517,70,15.0,6,0.0,NORTS,3,2013-04-24,2013-05-22,2013-04-29,3,32.07,North/South,South House 300 Queensbridge,London,British Isles,SW7 1RZ,UK
712,10518/24,10518,24,4.5,5,0.0,TORTU,4,2013-04-25,2013-05-09,2013-05-05,2,218.15,Tortuga Restaurante,Avda. Azteca 123,México D.F.,Central America,05033,Mexico
713,10518/38,10518,38,263.5,15,0.0,TORTU,4,2013-04-25,2013-05-09,2013-05-05,2,218.15,Tortuga Restaurante,Avda. Azteca 123,México D.F.,Central America,05033,Mexico
714,10518/44,10518,44,19.45,9,0.0,TORTU,4,2013-04-25,2013-05-09,2013-05-05,2,218.15,Tortuga Restaurante,Avda. Azteca 123,México D.F.,Central America,05033,Mexico
715,10519/10,10519,10,31.0,16,0.05,CHOPS,6,2013-04-28,2013-05-26,2013-05-01,3,91.76,Chop-suey Chinese,Hauptstr. 31,Bern,Western Europe,3012,Switzerland
716,10519/56,10519,56,38.0,40,0.0,CHOPS,6,2013-04-28,2013-05-26,2013-05-01,3,91.76,Chop-suey Chinese,Hauptstr. 31,Bern,Western Europe,3012,Switzerland
717,10519/60,10519,60,34.0,10,0.05,CHOPS,6,2013-04-28,2013-05-26,2013-05-01,3,91.76,Chop-suey Chinese,Hauptstr. 31,Bern,Western Europe,3012,Switzerland
718,10520/24,10520,24,4.5,8,0.0,SANTG,7,2013-04-29,2013-05-27,2013-05-01,1,13.37,Santé Gourmet,Erling Skakkes gate 78,Stavern,Scandinavia,4110,Norway
719,10520/53,10520,53,32.8,5,0.0,SANTG,7,2013-04-29,2013-05-27,2013-05-01,1,13.37,Santé Gourmet,Erling Skakkes gate 78,Stavern,Scandinavia,4110,Norway
720,10521/35,10521,35,18.0,3,0.0,CACTU,8,2013-04-29,2013-05-27,2013-05-02,2,17.22,Cactus Comidas para llevar,Cerrito 333,Buenos Aires,South America,1010,Argentina
721,10521/41,10521,41,9.65,10,0.0,CACTU,8,2013-04-29,2013-05-27,2013-05-02,2,17.22,Cactus Comidas para llevar,Cerrito 333,Buenos Aires,South America,1010,Argentina
722,10521/68,10521,68,12.5,6,0.0,CACTU,8,2013-04-29,2013-05-27,2013-05-02,2,17.22,Cactus Comidas para llevar,Cerrito 333,Buenos Aires,South America,1010,Argentina
723,10522/1,10522,1,18.0,40,0.2,LEHMS,4,2013-04-30,2013-05-28,2013-05-06,1,45.33,Lehmanns Marktstand,Magazinweg 7,Frankfurt a.M.,Western Europe,60528,Germany
724,10522/8,10522,8,40.0,24,0.0,LEHMS,4,2013-04-30,2013-05-28,2013-05-06,1,45.33,Lehmanns Marktstand,Magazinweg 7,Frankfurt a.M.,Western Europe,60528,Germany
725,10522/30,10522,30,25.89,20,0.2,LEHMS,4,2013-04-30,2013-05-28,2013-05-06,1,45.33,Lehmanns Marktstand,Magazinweg 7,Frankfurt a.M.,Western Europe,60528,Germany
726,10522/40,10522,40,18.4,25,0.2,LEHMS,4,2013-04-30,2013-05-28,2013-05-06,1,45.33,Lehmanns Marktstand,Magazinweg 7,Frankfurt a.M.,Western Europe,60528,Germany
727,10523/17,10523,17,39.0,25,0.1,SEVES,7,2013-05-01,2013-05-29,2013-05-30,2,77.63,Seven Seas Imports,90 Wadhurst Rd.,London,British Isles,OX15 4NB,UK
728,10523/20,10523,20,81.0,15,0.1,SEVES,7,2013-05-01,2013-05-29,2013-05-30,2,77.63,Seven Seas Imports,90 Wadhurst Rd.,London,British Isles,OX15 4NB,UK
729,10523/37,10523,37,26.0,18,0.1,SEVES,7,2013-05-01,2013-05-29,2013-05-30,2,77.63,Seven Seas Imports,90 Wadhurst Rd.,London,British Isles,OX15 4NB,UK
730,10523/41,10523,41,9.65,6,0.1,SEVES,7,2013-05-01,2013-05-29,2013-05-30,2,77.63,Seven Seas Imports,90 Wadhurst Rd.,London,British Isles,OX15 4NB,UK
731,10524/10,10524,10,31.0,2,0.0,BERGS,1,2013-05-01,2013-05-29,2013-05-07,2,244.79,Berglunds snabbköp,Berguvsvägen  8,Luleå,Northern Europe,S-958 22,Sweden
732,10524/30,10524,30,25.89,10,0.0,BERGS,1,2013-05-01,2013-05-29,2013-05-07,2,244.79,Berglunds snabbköp,Berguvsvägen  8,Luleå,Northern Europe,S-958 22,Sweden
733,10524/43,10524,43,46.0,60,0.0,BERGS,1,2013-05-01,2013-05-29,2013-05-07,2,244.79,Berglunds snabbköp,Berguvsvägen  8,Luleå,Northern Europe,S-958 22,Sweden
734,10524/54,10524,54,7.45,15,0.0,BERGS,1,2013-05-01,2013-05-29,2013-05-07,2,244.79,Berglunds snabbköp,Berguvsvägen  8,Luleå,Northern Europe,S-958 22,Sweden
735,10525/36,10525,36,19.0,30,0.0,BONAP,1,2013-05-02,2013-05-30,2013-05-23,2,11.06,Bon app',"12, rue des Bouchers",Marseille,Western Europe,13008,France
736,10525/40,10525,40,18.4,15,0.1,BONAP,1,2013-05-02,2013-05-30,2013-05-23,2,11.06,Bon app',"12, rue des Bouchers",Marseille,Western Europe,13008,France
737,10526/1,10526,1,18.0,8,0.15,WARTH,4,2013-05-05,2013-06-02,2013-05-15,2,58.59,Wartian Herkku,Torikatu 38,Oulu,Scandinavia,90110,Finland
738,10526/13,10526,13,6.0,10,0.0,WARTH,4,2013-05-05,2013-06-02,2013-05-15,2,58.59,Wartian Herkku,Torikatu 38,Oulu,Scandinavia,90110,Finland
739,10526/56,10526,56,38.0,30,0.15,WARTH,4,2013-05-05,2013-06-02,2013-05-15,2,58.59,Wartian Herkku,Torikatu 38,Oulu,Scandinavia,90110,Finland
740,10527/4,10527,4,22.0,50,0.1,QUICK,7,2013-05-05,2013-06-02,2013-05-07,1,41.9,QUICK-Stop,Taucherstraße 10,Cunewalde,Western Europe,01307,Germany
741,10527/36,10527,36,19.0,30,0.1,QUICK,7,2013-05-05,2013-06-02,2013-05-07,1,41.9,QUICK-Stop,Taucherstraße 10,Cunewalde,Western Europe,01307,Germany
