,Id,OrderId,ProductId,UnitPrice,Quantity,Discount,CustomerId,EmployeeId,OrderDate,ShipVia,ShipName,ShipAddress,ShipCity,ShipRegion,ShipPostalCode,ShipCountry,price,OnSale,discounted_order,order_total,week_day,month,month_name
360,10384/20,10384,20,64.8,28,0.0,BERGS,3,2012-12-16,3,Berglunds snabbköp,Berguvsvägen  8,Luleå,Northern Europe,S-958 22,Sweden,1814.3999999999999,0,0,2222.3999999999996,6,12,dec
362,10385/7,10385,7,24.0,10,0.2,SPLIR,1,2012-12-17,2,Split Rail Beer & Ale,P.O. Box 555,Lander,North America,82520,USA,192.00000000000003,1,1,691.2,0,12,dec
365,10386/24,10386,24,3.6,15,0.0,FAMIA,9,2012-12-18,3,Familia Arquibaldo,"Rua Orós, 92",Sao Paulo,South America,05442-030,Brazil,54.0,0,0,166.0,1,12,dec
367,10387/24,10387,24,3.6,15,0.0,SANTG,1,2012-12-18,2,Santé Gourmet,Erling Skakkes gate 78,Stavern,Scandinavia,4110,Norway,54.0,0,0,1058.4,1,12,dec
371,10388/45,10388,45,7.6,15,0.2,SEVES,2,2012-12-19,1,Seven Seas Imports,90 Wadhurst Rd.,London,British Isles,OX15 4NB,UK,91.2,1,1,1228.8,2,12,dec
374,10389/10,10389,10,24.8,16,0.0,BOTTM,4,2012-12-20,2,Bottom-Dollar Markets,23 Tsawassen Blvd.,Tsawassen,North America,T2F 8M4,Canada,396.8,0,0,1832.8,3,12,dec
378,10390/31,10390,31,10.0,60,0.1,ERNSH,6,2012-12-23,1,Ernst Handel,Kirchgasse 6,Graz,Western Europe,8010,Austria,540.0,1,1,2090.88,6,12,dec
382,10391/13,10391,13,4.8,18,0.0,DRACD,3,2012-12-23,3,Drachenblut Delikatessen,Walserweg 21,Aachen,Western Europe,52066,Germany,86.39999999999999,0,0,86.39999999999999,6,12,dec
383,10392/69,10392,69,28.8,50,0.0,PICCO,2,2012-12-24,3,Piccolo und mehr,Geislweg 14,Salzburg,Western Europe,5020,Austria,1440.0,0,0,1440.0,0,12,dec
384,10393/2,10393,2,15.2,25,0.25,SAVEA,1,2012-12-25,3,Save-a-lot Markets,187 Suffolk Ln.,Boise,North America,83720,USA,284.99999999999994,1,1,2556.95,1,12,dec
389,10394/13,10394,13,4.8,10,0.0,HUNGC,1,2012-12-25,3,Hungry Coyote Import Store,City Center Plaza 516 Main St.,Elgin,North America,97827,USA,48.0,0,0,442.0,1,12,dec
391,10395/46,10395,46,9.6,28,0.1,HILAA,6,2012-12-26,1,HILARION-Abastos,Carrera 22 con Ave. Carlos Soublette #8-35,San Cristóbal,South America,5022,Venezuela,241.92000000000002,1,1,2122.92,2,12,dec
394,10396/23,10396,23,7.2,40,0.0,FRANK,1,2012-12-27,3,Frankenversand,Berliner Platz 43,München,Western Europe,80805,Germany,288.0,0,0,1903.8000000000002,3,12,dec
397,10397/21,10397,21,8.0,10,0.15,PRINI,5,2012-12-27,1,Princesa Isabel Vinhos,Estrada da saúde n. 58,Lisboa,Southern Europe,1756,Portugal,68.0,1,1,716.72,3,12,dec
399,10398/35,10398,35,14.4,30,0.0,SAVEA,2,2012-12-30,3,Save-a-lot Markets,187 Suffolk Ln.,Boise,North America,83720,USA,432.0,0,1,2505.6000000000004,6,12,dec
401,10399/68,10399,68,10.0,60,0.0,VAFFE,8,2012-12-31,3,Vaffeljernet,Smagsloget 45,Århus,Northern Europe,8200,Denmark,600.0,0,0,1765.6,0,12,dec
405,10400/29,10400,29,99.0,21,0.0,EASTC,1,2013-01-01,3,Eastern Connection,35 King George,London,British Isles,WX3 6FW,UK,2079.0,0,0,3063.0,1,1,jan
408,10401/30,10401,30,20.7,18,0.0,RATTC,1,2013-01-01,1,Rattlesnake Canyon Grocery,2817 Milton Dr.,Albuquerque,North America,87110,USA,372.59999999999997,0,0,3868.6,1,1,jan
412,10402/23,10402,23,7.2,60,0.0,ERNSH,8,2013-01-02,2,Ernst Handel,Kirchgasse 6,Graz,Western Europe,8010,Austria,432.0,0,0,2713.5,2,1,jan
414,10403/16,10403,16,13.9,21,0.15,ERNSH,4,2013-01-03,3,Ernst Handel,Kirchgasse 6,Graz,Western Europe,8010,Austria,248.11499999999998,1,1,855.015,3,1,jan
416,10404/26,10404,26,24.9,30,0.05,MAGAA,2,2013-01-03,1,Magazzini Alimentari Riuniti,Via Ludovico il Moro 22,Bergamo,Southern Europe,24100,Italy,709.65,1,1,1591.25,3,1,jan
419,10405/3,10405,3,8.0,50,0.0,LINOD,1,2013-01-06,1,LINO-Delicateses,Ave. 5 de Mayo Porlamar,I. de Margarita,South America,4980,Venezuela,400.0,0,0,400.0,6,1,jan
420,10406/1,10406,1,14.4,10,0.0,QUEE,7,2013-01-07,1,Queen Cozinha,"Alameda dos Canàrios, 891",Sao Paulo,South America,05487-020,Brazil,144.0,0,1,1830.78,0,1,jan
425,10407/11,10407,11,16.8,30,0.0,OTTIK,2,2013-01-07,2,Ottilies Käseladen,Mehrheimerstr. 369,Köln,Western Europe,50739,Germany,504.0,0,0,1194.0,0,1,jan
428,10408/37,10408,37,20.8,10,0.0,FOLIG,8,2013-01-08,1,Folies gourmandes,"184, chaussée de Tournai",Lille,Western Europe,59000,France,208.0,0,0,1622.4,1,1,jan
431,10409/14,10409,14,18.6,12,0.0,OCEA,3,2013-01-09,1,Océano Atlántico Ltda.,Ing. Gustavo Moncada 8585 Piso 20-A,Buenos Aires,South America,1010,Argentina,223.20000000000002,0,0,319.20000000000005,2,1,jan
433,10410/33,10410,33,2.0,49,0.0,BOTTM,3,2013-01-10,3,Bottom-Dollar Markets,23 Tsawassen Blvd.,Tsawassen,North America,T2F 8M4,Canada,98.0,0,0,802.0,3,1,jan
435,10411/41,10411,41,7.7,25,0.2,BOTTM,9,2013-01-10,3,Bottom-Dollar Markets,23 Tsawassen Blvd.,Tsawassen,North America,T2F 8M4,Canada,154.0,1,1,966.8,3,1,jan
438,10412/14,10412,14,18.6,20,0.1,WARTH,8,2013-01-13,2,Wartian Herkku,Torikatu 38,Oulu,Scandinavia,90110,Finland,334.80000000000007,1,1,334.80000000000007,6,1,jan
439,10413/1,10413,1,14.4,24,0.0,LAMAI,3,2013-01-14,2,La maison d'Asie,1 rue Alsace-Lorraine,Toulouse,Western Europe,31000,France,345.6,0,0,2123.2,0,1,jan
442,10414/19,10414,19,7.3,18,0.05,FAMIA,2,2013-01-14,3,Familia Arquibaldo,"Rua Orós, 92",Sao Paulo,South America,05442-030,Brazil,124.83,1,1,224.82999999999998,0,1,jan
444,10415/17,10415,17,31.2,2,0.0,HUNGC,3,2013-01-15,1,Hungry Coyote Import Store,City Center Plaza 516 Main St.,Elgin,North America,97827,USA,62.4,0,0,102.4,1,1,jan
446,10416/19,10416,19,7.3,20,0.0,WARTH,8,2013-01-16,3,Wartian Herkku,Torikatu 38,Oulu,Scandinavia,90110,Finland,146.0,0,0,720.0,2,1,jan
449,10417/38,10417,38,210.8,50,0.0,SIMOB,4,2013-01-16,3,Simons bistro,Vinbæltet 34,Kobenhavn,Northern Europe,1734,Denmark,10540.0,0,1,11188.4,2,1,jan
453,10418/2,10418,2,15.2,60,0.0,QUICK,4,2013-01-17,1,QUICK-Stop,Taucherstraße 10,Cunewalde,Western Europe,01307,Germany,912.0,0,0,1814.8,3,1,jan
457,10419/60,10419,60,27.2,60,0.05,RICSU,4,2013-01-20,2,Richter Supermarkt,Starenweg 5,Genève,Western Europe,1204,Switzerland,1550.4,1,1,2097.6000000000004,6,1,jan
459,10420/9,10420,9,77.6,20,0.1,WELLI,3,2013-01-21,1,Wellington Importadora,"Rua do Mercado, 12",Resende,South America,08737-363,Brazil,1396.8000000000002,1,1,1707.8400000000004,0,1,jan
463,10421/19,10421,19,7.3,4,0.15,QUEDE,8,2013-01-21,1,Que Delícia,"Rua da Panificadora, 12",Rio de Janeiro,South America,02389-673,Brazil,24.82,1,1,1194.2700000000002,0,1,jan
467,10422/26,10422,26,24.9,2,0.0,FRANS,2,2013-01-22,1,Franchi S.p.A.,Via Monte Bianco 34,Torino,Southern Europe,10100,Italy,49.8,0,0,49.8,1,1,jan
468,10423/31,10423,31,10.0,14,0.0,GOURL,6,2013-01-23,3,Gourmet Lanchonetes,"Av. Brasil, 442",Campinas,South America,04876-786,Brazil,140.0,0,0,1020.0,2,1,jan
470,10424/35,10424,35,14.4,60,0.2,MEREP,7,2013-01-23,2,Mère Paillarde,43 rue St. Laurent,Montréal,North America,H1J 1C3,Canada,691.2,1,1,9194.560000000001,2,1,jan
473,10425/55,10425,55,19.2,10,0.25,LAMAI,6,2013-01-24,2,La maison d'Asie,1 rue Alsace-Lorraine,Toulouse,Western Europe,31000,France,144.0,1,1,360.0,3,1,jan
475,10426/56,10426,56,30.4,5,0.0,GALED,4,2013-01-27,1,Galería del gastronómo,"Rambla de Cataluña, 23",Barcelona,Southern Europe,8022,Spain,152.0,0,0,338.20000000000005,6,1,jan
477,10427/14,10427,14,18.6,35,0.0,PICCO,4,2013-01-27,2,Piccolo und mehr,Geislweg 14,Salzburg,Western Europe,5020,Austria,651.0,0,0,651.0,6,1,jan
478,10428/46,10428,46,9.6,20,0.0,REGGC,7,2013-01-28,1,Reggiani Caseifici,Strada Provinciale 124,Reggio Emilia,Southern Europe,42100,Italy,192.0,0,0,192.0,0,1,jan
479,10429/50,10429,50,13.0,40,0.0,HUNGO,3,2013-01-29,2,Hungry Owl All-Night Grocers,8 Johnstown Road,Cork,British Isles,,Ireland,520.0,0,1,1441.375,1,1,jan
481,10430/17,10430,17,31.2,45,0.2,ERNSH,4,2013-01-30,1,Ernst Handel,Kirchgasse 6,Graz,Western Europe,8010,Austria,1123.2,1,1,4899.2,2,1,jan
485,10431/17,10431,17,31.2,50,0.25,BOTTM,4,2013-01-30,2,Bottom-Dollar Markets,23 Tsawassen Blvd.,Tsawassen,North America,T2F 8M4,Canada,1170.0,1,1,1892.25,2,1,jan
488,10432/26,10432,26,24.9,10,0.0,SPLIR,3,2013-01-31,2,Split Rail Beer & Ale,P.O. Box 555,Lander,North America,82520,USA,249.0,0,0,485.0,3,1,jan
490,10433/56,10433,56,30.4,28,0.0,PRINI,3,2013-02-03,3,Princesa Isabel Vinhos,Estrada da saúde n. 58,Lisboa,Southern Europe,1756,Portugal,851.1999999999999,0,0,851.1999999999999,6,2,feb
491,10434/11,10434,11,16.8,6,0.0,FOLKO,3,2013-02-03,2,Folk och fä HB,Åkergatan 24,Bräcke,Northern Europe,S-844 67,Sweden,100.80000000000001,0,1,321.12,6,2,feb
493,10435/2,10435,2,15.2,10,0.0,CONSH,8,2013-02-04,2,Consolidated Holdings,Berkeley Gardens 12  Brewery,London,British Isles,WX1 6LT,UK,152.0,0,0,631.6,0,2,feb
496,10436/46,10436,46,9.6,5,0.0,BLONP,3,2013-02-05,2,Blondel père et fils,"24, place Kléber",Strasbourg,Western Europe,67000,France,48.0,0,1,1994.5200000000002,1,2,feb
500,10437/53,10437,53,26.2,15,0.0,WARTH,8,2013-02-05,1,Wartian Herkku,Torikatu 38,Oulu,Scandinavia,90110,Finland,393.0,0,0,393.0,1,2,feb
501,10438/19,10438,19,7.3,15,0.2,TOMSP,3,2013-02-06,2,Toms Spezialitäten,Luisenstr. 48,Münster,Western Europe,44087,Germany,87.6,1,1,454.0,2,2,feb
504,10439/12,10439,12,30.4,15,0.0,MEREP,6,2013-02-07,3,Mère Paillarde,43 rue St. Laurent,Montréal,North America,H1J 1C3,Canada,456.0,0,0,1078.0,3,2,feb
508,10440/2,10440,2,15.2,45,0.15,SAVEA,4,2013-02-10,2,Save-a-lot Markets,187 Suffolk Ln.,Boise,North America,83720,USA,581.4,1,1,4924.135,6,2,feb
512,10441/27,10441,27,35.1,50,0.0,OLDWO,3,2013-02-10,2,Old World Delicatessen,2743 Bering St.,Anchorage,North America,99508,USA,1755.0,0,0,1755.0,6,2,feb
513,10442/11,10442,11,16.8,30,0.0,ERNSH,3,2013-02-11,2,Ernst Handel,Kirchgasse 6,Graz,Western Europe,8010,Austria,504.0,0,0,1792.0,0,2,feb
516,10443/11,10443,11,16.8,6,0.2,REGGC,8,2013-02-12,1,Reggiani Caseifici,Strada Provinciale 124,Reggio Emilia,Southern Europe,42100,Italy,80.64000000000001,1,1,517.4399999999999,1,2,feb
518,10444/17,10444,17,31.2,10,0.0,BERGS,3,2013-02-12,3,Berglunds snabbköp,Berguvsvägen  8,Luleå,Northern Europe,S-958 22,Sweden,312.0,0,0,1031.7,1,2,feb
522,10445/39,10445,39,14.4,6,0.0,BERGS,3,2013-02-13,1,Berglunds snabbköp,Berguvsvägen  8,Luleå,Northern Europe,S-958 22,Sweden,86.4,0,0,174.9,2,2,feb
524,10446/19,10446,19,7.3,12,0.1,TOMSP,6,2013-02-14,1,Toms Spezialitäten,Luisenstr. 48,Münster,Western Europe,44087,Germany,78.84,1,1,246.24,3,2,feb
528,10447/19,10447,19,7.3,40,0.0,RICAR,4,2013-02-14,2,Ricardo Adocicados,"Av. Copacabana, 267",Rio de Janeiro,South America,02389-890,Brazil,292.0,0,0,914.4,3,2,feb
531,10448/26,10448,26,24.9,6,0.0,RANCH,4,2013-02-17,2,Rancho grande,Av. del Libertador 900,Buenos Aires,South America,1010,Argentina,149.39999999999998,0,0,443.4,6,2,feb
533,10449/10,10449,10,24.8,14,0.0,BLONP,3,2013-02-18,2,Blondel père et fils,"24, place Kléber",Strasbourg,Western Europe,67000,France,347.2,0,0,1838.2,0,2,feb
536,10450/10,10450,10,24.8,20,0.2,VICTE,8,2013-02-19,2,Victuailles en stock,"2, rue du Commerce",Lyon,Western Europe,69004,France,396.80000000000007,1,1,425.12000000000006,1,2,feb
538,10451/55,10451,55,19.2,120,0.1,QUICK,4,2013-02-19,3,QUICK-Stop,Taucherstraße 10,Cunewalde,Western Europe,01307,Germany,2073.6000000000004,1,1,3849.6600000000008,1,2,feb
542,10452/28,10452,28,36.4,15,0.0,SAVEA,8,2013-02-20,1,Save-a-lot Markets,187 Suffolk Ln.,Boise,North America,83720,USA,546.0,0,1,2018.5,2,2,feb
544,10453/48,10453,48,10.2,15,0.1,AROUT,1,2013-02-21,2,Around the Horn,Brook Farm Stratford St. Mary,Colchester,British Isles,CO7 6JX,UK,137.7,1,1,407.7,3,2,feb
546,10454/16,10454,16,13.9,20,0.2,LAMAI,4,2013-02-21,3,La maison d'Asie,1 rue Alsace-Lorraine,Toulouse,Western Europe,31000,France,222.40000000000003,1,1,331.20000000000005,3,2,feb
549,10455/39,10455,39,14.4,20,0.0,WARTH,8,2013-02-24,2,Wartian Herkku,Torikatu 38,Oulu,Scandinavia,90110,Finland,288.0,0,0,2684.0,6,2,feb
553,10456/21,10456,21,8.0,40,0.15,KOENE,8,2013-02-25,2,Königlich Essen,Maubelstr. 90,Brandenburg,Western Europe,14776,Germany,272.0,1,1,557.5999999999999,0,2,feb
555,10457/59,10457,59,44.0,36,0.0,KOENE,2,2013-02-25,1,Königlich Essen,Maubelstr. 90,Brandenburg,Western Europe,14776,Germany,1584.0,0,0,1584.0,0,2,feb
556,10458/26,10458,26,24.9,30,0.0,SUPRD,7,2013-02-26,3,Suprêmes délices,"Boulevard Tirou, 255",Charleroi,Western Europe,B-6000,Belgium,747.0,0,0,3891.0,1,2,feb
561,10459/7,10459,7,24.0,16,0.05,VICTE,4,2013-02-27,2,Victuailles en stock,"2, rue du Commerce",Lyon,Western Europe,69004,France,364.79999999999995,1,1,1659.1999999999998,2,2,feb
564,10460/68,10460,68,10.0,21,0.25,FOLKO,8,2013-02-28,1,Folk och fä HB,Åkergatan 24,Bräcke,Northern Europe,S-844 67,Sweden,157.5,1,1,176.1,3,2,feb
566,10461/21,10461,21,8.0,40,0.25,LILAS,1,2013-02-28,3,LILA-Supermercado,Carrera 52 con Ave. Bolívar #65-98 Llano Largo,Barquisimeto,South America,3508,Venezuela,240.0,1,1,1538.6999999999998,3,2,feb
569,10462/13,10462,13,4.8,1,0.0,CONSH,2,2013-03-03,1,Consolidated Holdings,Berkeley Gardens 12  Brewery,London,British Isles,WX1 6LT,UK,4.8,0,0,156.00000000000003,6,3,mar
571,10463/19,10463,19,7.3,21,0.0,SUPRD,5,2013-03-04,3,Suprêmes délices,"Boulevard Tirou, 255",Charleroi,Western Europe,B-6000,Belgium,153.29999999999998,0,0,713.3,0,3,mar
573,10464/4,10464,4,17.6,16,0.2,FURIB,4,2013-03-04,2,Furia Bacalhau e Frutos do Mar,Jardim das rosas n. 32,Lisboa,Southern Europe,1675,Portugal,225.28000000000003,1,1,1609.28,0,3,mar
577,10465/24,10465,24,3.6,25,0.0,VAFFE,1,2013-03-05,3,Vaffeljernet,Smagsloget 45,Århus,Northern Europe,8200,Denmark,90.0,0,1,2518.0,1,3,mar
582,10466/11,10466,11,16.8,10,0.0,COMMI,4,2013-03-06,1,Comércio Mineiro,"Av. dos Lusíadas, 23",Sao Paulo,South America,05432-043,Brazil,168.0,0,0,216.0,2,3,mar
584,10467/24,10467,24,3.6,28,0.0,MAGAA,8,2013-03-06,2,Magazzini Alimentari Riuniti,Via Ludovico il Moro 22,Bergamo,Southern Europe,24100,Italy,100.8,0,0,235.2,2,3,mar
586,10468/30,10468,30,20.7,8,0.0,KOENE,3,2013-03-07,3,Königlich Essen,Maubelstr. 90,Brandenburg,Western Europe,14776,Germany,165.6,0,0,717.6,3,3,mar
588,10469/2,10469,2,15.2,40,0.15,WHITC,1,2013-03-10,1,White Clover Markets,1029 - 12th Ave. S.,Seattle,North America,98124,USA,516.8,1,1,956.675,6,3,mar
591,10470/18,10470,18,50.0,30,0.0,BONAP,4,2013-03-11,2,Bon app',"12, rue des Bouchers",Marseille,Western Europe,13008,France,1500.0,0,0,1820.8,0,3,mar
594,10471/7,10471,7,24.0,30,0.0,BSBEV,2,2013-03-11,3,B's Beverages,Fauntleroy Circus,London,British Isles,EC2 5NT,UK,720.0,0,0,1328.0,0,3,mar
596,10472/24,10472,24,3.6,80,0.05,SEVES,8,2013-03-12,1,Seven Seas Imports,90 Wadhurst Rd.,London,British Isles,OX15 4NB,UK,273.6,1,1,1036.8,1,3,mar
598,10473/33,10473,33,2.0,12,0.0,ISLAT,1,2013-03-13,3,Island Trading,Garden House Crowther Way,Cowes,British Isles,PO31 7PJ,UK,24.0,0,0,230.39999999999998,2,3,mar
600,10474/14,10474,14,18.6,12,0.0,PERIC,5,2013-03-13,2,Pericles Comidas clásicas,Calle Dr. Jorge Cash 321,México D.F.,Central America,05033,Mexico,223.20000000000002,0,0,1249.1,2,3,mar
604,10475/31,10475,31,10.0,35,0.15,SUPRD,9,2013-03-14,1,Suprêmes délices,"Boulevard Tirou, 255",Charleroi,Western Europe,B-6000,Belgium,297.5,1,1,1505.1799999999998,3,3,mar
607,10476/55,10476,55,19.2,2,0.05,HILAA,8,2013-03-17,3,HILARION-Abastos,Carrera 22 con Ave. Carlos Soublette #8-35,San Cristóbal,South America,5022,Venezuela,36.48,1,1,180.48,6,3,mar
609,10477/1,10477,1,14.4,15,0.0,PRINI,5,2013-03-17,2,Princesa Isabel Vinhos,Estrada da saúde n. 58,Lisboa,Southern Europe,1756,Portugal,216.0,0,1,558.0,6,3,mar
612,10478/10,10478,10,24.8,20,0.05,VICTE,2,2013-03-18,3,Victuailles en stock,"2, rue du Commerce",Lyon,Western Europe,69004,France,471.2,1,1,471.2,0,3,mar
613,10479/38,10479,38,210.8,30,0.0,RATTC,3,2013-03-19,3,Rattlesnake Canyon Grocery,2817 Milton Dr.,Albuquerque,North America,87110,USA,6324.0,0,0,10495.6,1,3,mar
617,10480/47,10480,47,7.6,30,0.0,FOLIG,6,2013-03-20,2,Folies gourmandes,"184, chaussée de Tournai",Lille,Western Europe,59000,France,228.0,0,0,756.0,2,3,mar
619,10481/49,10481,49,16.0,24,0.0,RICAR,8,2013-03-20,2,Ricardo Adocicados,"Av. Copacabana, 267",Rio de Janeiro,South America,02389-890,Brazil,384.0,0,0,1472.0,2,3,mar
621,10482/40,10482,40,14.7,10,0.0,LAZYK,1,2013-03-21,3,Lazy K Kountry Store,12 Orchestra Terrace,Walla Walla,North America,99362,USA,147.0,0,0,147.0,3,3,mar
622,10483/34,10483,34,11.2,35,0.05,WHITC,7,2013-03-24,2,White Clover Markets,1029 - 12th Ave. S.,Seattle,North America,98124,USA,372.4,1,1,668.8,6,3,mar
624,10484/21,10484,21,8.0,14,0.0,BSBEV,3,2013-03-24,3,B's Beverages,Fauntleroy Circus,London,British Isles,EC2 5NT,UK,112.0,0,0,386.2,6,3,mar
627,10485/2,10485,2,15.2,20,0.1,LINOD,4,2013-03-25,2,LINO-Delicateses,Ave. 5 de Mayo Porlamar,I. de Margarita,South America,4980,Venezuela,273.6,1,1,1584.0,0,3,mar
631,10486/11,10486,11,16.8,5,0.0,HILAA,1,2013-03-26,2,HILARION-Abastos,Carrera 22 con Ave. Carlos Soublette #8-35,San Cristóbal,South America,5022,Venezuela,84.0,0,0,1272.0,1,3,mar
634,10487/19,10487,19,7.3,5,0.0,QUEE,2,2013-03-26,2,Queen Cozinha,"Alameda dos Canàrios, 891",Sao Paulo,South America,05487-020,Brazil,36.5,0,1,889.7,1,3,mar
637,10488/59,10488,59,44.0,30,0.0,FRANK,8,2013-03-27,2,Frankenversand,Berliner Platz 43,München,Western Europe,80805,Germany,1320.0,0,1,1512.0,2,3,mar
639,10489/11,10489,11,16.8,15,0.25,PICCO,6,2013-03-28,2,Piccolo und mehr,Geislweg 14,Salzburg,Western Europe,5020,Austria,189.00000000000003,1,1,439.20000000000005,3,3,mar
641,10490/59,10490,59,44.0,60,0.0,HILAA,7,2013-03-31,2,HILARION-Abastos,Carrera 22 con Ave. Carlos Soublette #8-35,San Cristóbal,South America,5022,Venezuela,2640.0,0,0,3163.2,6,3,mar
644,10491/44,10491,44,15.5,15,0.15,FURIB,8,2013-03-31,3,Furia Bacalhau e Frutos do Mar,Jardim das rosas n. 32,Lisboa,Southern Europe,1675,Portugal,197.62499999999997,1,1,259.505,6,3,mar
646,10492/25,10492,25,11.2,60,0.05,BOTTM,3,2013-04-01,1,Bottom-Dollar Markets,23 Tsawassen Blvd.,Tsawassen,North America,T2F 8M4,Canada,638.4,1,1,851.1999999999999,0,4,apr
648,10493/65,10493,65,16.8,15,0.1,LAMAI,4,2013-04-02,3,La maison d'Asie,1 rue Alsace-Lorraine,Toulouse,Western Europe,31000,France,226.8,1,1,608.4000000000001,1,4,apr
651,10494/56,10494,56,30.4,30,0.0,COMMI,4,2013-04-02,2,Comércio Mineiro,"Av. dos Lusíadas, 23",Sao Paulo,South America,05432-043,Brazil,912.0,0,0,912.0,1,4,apr
652,10495/23,10495,23,7.2,10,0.0,LAUGB,3,2013-04-03,3,Laughing Bacchus Wine Cellars,2319 Elm St.,Vancouver,North America,V3F 2K1,Canada,72.0,0,0,278.0,2,4,apr
655,10496/31,10496,31,10.0,20,0.05,TRADH,7,2013-04-04,2,Tradiçao Hipermercados,"Av. Inês de Castro, 414",Sao Paulo,South America,05634-030,Brazil,190.0,1,1,190.0,3,4,apr
656,10497/56,10497,56,30.4,14,0.0,LEHMS,7,2013-04-04,1,Lehmanns Marktstand,Magazinweg 7,Frankfurt a.M.,Western Europe,60528,Germany,425.59999999999997,0,0,1380.6,3,4,apr
659,10498/24,10498,24,4.5,14,0.0,HILAA,8,2013-04-07,2,HILARION-Abastos,Carrera 22 con Ave. Carlos Soublette #8-35,San Cristóbal,South America,5022,Venezuela,63.0,0,0,575.0,6,4,apr
662,10499/28,10499,28,45.6,20,0.0,LILAS,4,2013-04-08,2,LILA-Supermercado,Carrera 52 con Ave. Bolívar #65-98 Llano Largo,Barquisimeto,South America,3508,Venezuela,912.0,0,0,1412.0,0,4,apr
664,10500/15,10500,15,15.5,12,0.05,LAMAI,6,2013-04-09,1,La maison d'Asie,1 rue Alsace-Lorraine,Toulouse,Western Europe,31000,France,176.7,1,1,523.26,1,4,apr
666,10501/54,10501,54,7.45,20,0.0,BLAUS,9,2013-04-09,3,Blauer See Delikatessen,Forsterstr. 57,Mannheim,Western Europe,68306,Germany,149.0,0,0,149.0,1,4,apr
667,10502/45,10502,45,9.5,21,0.0,PERIC,2,2013-04-10,1,Pericles Comidas clásicas,Calle Dr. Jorge Cash 321,México D.F.,Central America,05033,Mexico,199.5,0,0,816.3,2,4,apr
670,10503/14,10503,14,23.25,70,0.0,HUNGO,6,2013-04-11,2,Hungry Owl All-Night Grocers,8 Johnstown Road,Cork,British Isles,,Ireland,1627.5,0,0,2048.5,3,4,apr
672,10504/2,10504,2,19.0,12,0.0,WHITC,4,2013-04-11,3,White Clover Markets,1029 - 12th Ave. S.,Seattle,North America,98124,USA,228.0,0,0,1388.5,3,4,apr
676,10505/62,10505,62,49.3,3,0.0,MEREP,3,2013-04-14,3,Mère Paillarde,43 rue St. Laurent,Montréal,North America,H1J 1C3,Canada,147.89999999999998,0,0,147.89999999999998,6,4,apr
677,10506/25,10506,25,14.0,18,0.1,KOENE,9,2013-04-15,2,Königlich Essen,Maubelstr. 90,Brandenburg,Western Europe,14776,Germany,226.79999999999998,1,1,415.79999999999995,0,4,apr
679,10507/43,10507,43,46.0,15,0.15,ANTO,7,2013-04-15,1,Antonio Moreno Taquería,Mataderos  2312,México D.F.,Central America,05023,Mexico,586.5,1,1,749.0625,0,4,apr
681,10508/13,10508,13,6.0,10,0.0,OTTIK,1,2013-04-16,2,Ottilies Käseladen,Mehrheimerstr. 369,Köln,Western Europe,50739,Germany,60.0,0,0,240.0,1,4,apr
683,10509/28,10509,28,45.6,3,0.0,BLAUS,4,2013-04-17,1,Blauer See Delikatessen,Forsterstr. 57,Mannheim,Western Europe,68306,Germany,136.8,0,0,136.8,2,4,apr
684,10510/29,10510,29,123.79,36,0.0,SAVEA,6,2013-04-18,3,Save-a-lot Markets,187 Suffolk Ln.,Boise,North America,83720,USA,4456.4400000000005,0,1,4707.540000000001,3,4,apr
686,10511/4,10511,4,22.0,50,0.15,BONAP,4,2013-04-18,3,Bon app',"12, rue des Bouchers",Marseille,Western Europe,13008,France,935.0,1,1,2550.0,3,4,apr
689,10512/24,10512,24,4.5,10,0.15,FAMIA,7,2013-04-21,2,Familia Arquibaldo,"Rua Orós, 92",Sao Paulo,South America,05442-030,Brazil,38.25,1,1,525.3,6,4,apr
693,10513/21,10513,21,10.0,40,0.2,WANDK,7,2013-04-22,1,Die Wandernde Kuh,Adenauerallee 900,Stuttgart,Western Europe,70563,Germany,320.0,1,1,1942.0,0,4,apr
696,10514/20,10514,20,81.0,39,0.0,ERNSH,3,2013-04-22,2,Ernst Handel,Kirchgasse 6,Graz,Western Europe,8010,Austria,3159.0,0,0,8623.45,0,4,apr
701,10515/9,10515,9,97.0,16,0.15,QUICK,2,2013-04-23,1,QUICK-Stop,Taucherstraße 10,Cunewalde,Western Europe,01307,Germany,1319.2,1,1,9921.3,1,4,apr
706,10516/18,10516,18,62.5,25,0.1,HUNGO,2,2013-04-24,3,Hungry Owl All-Night Grocers,8 Johnstown Road,Cork,British Isles,,Ireland,1406.25,1,1,2381.05,2,4,apr
709,10517/52,10517,52,7.0,6,0.0,NORTS,3,2013-04-24,3,North/South,South House 300 Queensbridge,London,British Isles,SW7 1RZ,UK,42.0,0,0,352.0,2,4,apr
712,10518/24,10518,24,4.5,5,0.0,TORTU,4,2013-04-25,2,Tortuga Restaurante,Avda. Azteca 123,México D.F.,Central America,05033,Mexico,22.5,0,0,4150.05,3,4,apr
715,10519/10,10519,10,31.0,16,0.05,CHOPS,6,2013-04-28,3,Chop-suey Chinese,Hauptstr. 31,Bern,Western Europe,3012,Switzerland,471.2,1,1,2314.2,6,4,apr
