,Id,OrderId,ProductId,UnitPrice,Quantity,Discount,CustomerId,EmployeeId,OrderDate,ShipVia,ShipName,ShipAddress,ShipCity,ShipRegion,ShipPostalCode,ShipCountry,price,OnSale,discounted_order,order_total,week_day,month,month_name
308,10363/31,10363,31,10.0,20,0.0,DRACD,4,2012-11-26,3,Drachenblut Delikatessen,Walserweg 21,Aachen,Western Europe,52066,Germany,200.0,0,0,447.2,0,11,nov
309,10363/75,10363,75,6.2,12,0.0,DRACD,4,2012-11-26,3,Drachenblut Delikatessen,Walserweg 21,Aachen,Western Europe,52066,Germany,74.4,0,0,447.2,0,11,nov
310,10363/76,10363,76,14.4,12,0.0,DRACD,4,2012-11-26,3,Drachenblut Delikatessen,Walserweg 21,Aachen,Western Europe,52066,Germany,172.8,0,0,447.2,0,11,nov
311,10364/69,10364,69,28.8,30,0.0,EASTC,1,2012-11-26,1,Eastern Connection,35 King George,London,British Isles,WX3 6FW,UK,864.0,0,0,950.0,0,11,nov
312,10364/71,10364,71,17.2,5,0.0,EASTC,1,2012-11-26,1,Eastern Connection,35 King George,London,British Isles,WX3 6FW,UK,86.0,0,0,950.0,0,11,nov
313,10365/11,10365,11,16.8,24,0.0,ANTO,3,2012-11-27,2,Antonio Moreno Taquería,Mataderos  2312,México D.F.,Central America,05023,Mexico,403.20000000000005,0,0,403.20000000000005,1,11,nov
314,10366/65,10366,65,16.8,5,0.0,GALED,8,2012-11-28,2,Galería del gastronómo,"Rambla de Cataluña, 23",Barcelona,Southern Europe,8022,Spain,84.0,0,0,136.0,2,11,nov
315,10366/77,10366,77,10.4,5,0.0,GALED,8,2012-11-28,2,Galería del gastronómo,"Rambla de Cataluña, 23",Barcelona,Southern Europe,8022,Spain,52.0,0,0,136.0,2,11,nov
316,10367/34,10367,34,11.2,36,0.0,VAFFE,7,2012-11-28,3,Vaffeljernet,Smagsloget 45,Århus,Northern Europe,8200,Denmark,403.2,0,0,834.1999999999999,2,11,nov
317,10367/54,10367,54,5.9,18,0.0,VAFFE,7,2012-11-28,3,Vaffeljernet,Smagsloget 45,Århus,Northern Europe,8200,Denmark,106.2,0,0,834.1999999999999,2,11,nov
318,10367/65,10367,65,16.8,15,0.0,VAFFE,7,2012-11-28,3,Vaffeljernet,Smagsloget 45,Århus,Northern Europe,8200,Denmark,252.0,0,0,834.1999999999999,2,11,nov
319,10367/77,10367,77,10.4,7,0.0,VAFFE,7,2012-11-28,3,Vaffeljernet,Smagsloget 45,Århus,Northern Europe,8200,Denmark,72.8,0,0,834.1999999999999,2,11,nov
320,10368/21,10368,21,8.0,5,0.1,ERNSH,2,2012-11-29,2,Ernst Handel,Kirchgasse 6,Graz,Western Europe,8010,Austria,36.0,1,1,1689.7800000000002,3,11,nov
321,10368/28,10368,28,36.4,13,0.1,ERNSH,2,2012-11-29,2,Ernst Handel,Kirchgasse 6,Graz,Western Europe,8010,Austria,425.88,1,1,1689.7800000000002,3,11,nov
322,10368/57,10368,57,15.6,25,0.0,ERNSH,2,2012-11-29,2,Ernst Handel,Kirchgasse 6,Graz,Western Europe,8010,Austria,390.0,0,1,1689.7800000000002,3,11,nov
323,10368/64,10368,64,26.6,35,0.1,ERNSH,2,2012-11-29,2,Ernst Handel,Kirchgasse 6,Graz,Western Europe,8010,Austria,837.9000000000001,1,1,1689.7800000000002,3,11,nov
324,10369/29,10369,29,99.0,20,0.0,SPLIR,8,2012-12-02,2,Split Rail Beer & Ale,P.O. Box 555,Lander,North America,82520,USA,1980.0,0,1,2390.4,6,12,dec
325,10369/56,10369,56,30.4,18,0.25,SPLIR,8,2012-12-02,2,Split Rail Beer & Ale,P.O. Box 555,Lander,North America,82520,USA,410.4,1,1,2390.4,6,12,dec
326,10370/1,10370,1,14.4,15,0.15,CHOPS,6,2012-12-03,2,Chop-suey Chinese,Hauptstr. 31,Bern,Western Europe,3012,Switzerland,183.6,1,1,1117.6,0,12,dec
327,10370/64,10370,64,26.6,30,0.0,CHOPS,6,2012-12-03,2,Chop-suey Chinese,Hauptstr. 31,Bern,Western Europe,3012,Switzerland,798.0,0,1,1117.6,0,12,dec
328,10370/74,10370,74,8.0,20,0.15,CHOPS,6,2012-12-03,2,Chop-suey Chinese,Hauptstr. 31,Bern,Western Europe,3012,Switzerland,136.0,1,1,1117.6,0,12,dec
329,10371/36,10371,36,15.2,6,0.2,LAMAI,1,2012-12-03,1,La maison d'Asie,1 rue Alsace-Lorraine,Toulouse,Western Europe,31000,France,72.96000000000001,1,1,72.96000000000001,0,12,dec
330,10372/20,10372,20,64.8,12,0.25,QUEE,5,2012-12-04,2,Queen Cozinha,"Alameda dos Canàrios, 891",Sao Paulo,South America,05487-020,Brazil,583.1999999999999,1,1,9210.900000000001,1,12,dec
331,10372/38,10372,38,210.8,40,0.25,QUEE,5,2012-12-04,2,Queen Cozinha,"Alameda dos Canàrios, 891",Sao Paulo,South America,05487-020,Brazil,6324.000000000001,1,1,9210.900000000001,1,12,dec
332,10372/60,10372,60,27.2,70,0.25,QUEE,5,2012-12-04,2,Queen Cozinha,"Alameda dos Canàrios, 891",Sao Paulo,South America,05487-020,Brazil,1428.0,1,1,9210.900000000001,1,12,dec
333,10372/72,10372,72,27.8,42,0.25,QUEE,5,2012-12-04,2,Queen Cozinha,"Alameda dos Canàrios, 891",Sao Paulo,South America,05487-020,Brazil,875.7,1,1,9210.900000000001,1,12,dec
334,10373/58,10373,58,10.6,80,0.2,HUNGO,4,2012-12-05,3,Hungry Owl All-Night Grocers,8 Johnstown Road,Cork,British Isles,,Ireland,678.4000000000001,1,1,1366.4,2,12,dec
335,10373/71,10373,71,17.2,50,0.2,HUNGO,4,2012-12-05,3,Hungry Owl All-Night Grocers,8 Johnstown Road,Cork,British Isles,,Ireland,688.0,1,1,1366.4,2,12,dec
336,10374/31,10374,31,10.0,30,0.0,WOLZA,1,2012-12-05,3,Wolski Zajazd,ul. Filtrowa 68,Warszawa,Eastern Europe,01-012,Poland,300.0,0,0,459.0,2,12,dec
337,10374/58,10374,58,10.6,15,0.0,WOLZA,1,2012-12-05,3,Wolski Zajazd,ul. Filtrowa 68,Warszawa,Eastern Europe,01-012,Poland,159.0,0,0,459.0,2,12,dec
338,10375/14,10375,14,18.6,15,0.0,HUNGC,3,2012-12-06,2,Hungry Coyote Import Store,City Center Plaza 516 Main St.,Elgin,North America,97827,USA,279.0,0,0,338.0,3,12,dec
339,10375/54,10375,54,5.9,10,0.0,HUNGC,3,2012-12-06,2,Hungry Coyote Import Store,City Center Plaza 516 Main St.,Elgin,North America,97827,USA,59.0,0,0,338.0,3,12,dec
340,10376/31,10376,31,10.0,42,0.05,MEREP,1,2012-12-09,2,Mère Paillarde,43 rue St. Laurent,Montréal,North America,H1J 1C3,Canada,399.0,1,1,399.0,6,12,dec
341,10377/28,10377,28,36.4,20,0.15,SEVES,1,2012-12-09,3,Seven Seas Imports,90 Wadhurst Rd.,London,British Isles,OX15 4NB,UK,618.8,1,1,863.5999999999999,6,12,dec
342,10377/39,10377,39,14.4,20,0.15,SEVES,1,2012-12-09,3,Seven Seas Imports,90 Wadhurst Rd.,London,British Isles,OX15 4NB,UK,244.8,1,1,863.5999999999999,6,12,dec
343,10378/71,10378,71,17.2,6,0.0,FOLKO,5,2012-12-10,3,Folk och fä HB,Åkergatan 24,Bräcke,Northern Europe,S-844 67,Sweden,103.19999999999999,0,0,103.19999999999999,0,12,dec
344,10379/41,10379,41,7.7,8,0.1,QUEDE,2,2012-12-11,1,Que Delícia,"Rua da Panificadora, 12",Rio de Janeiro,South America,02389-673,Brazil,55.440000000000005,1,1,863.2800000000002,1,12,dec
345,10379/63,10379,63,35.1,16,0.1,QUEDE,2,2012-12-11,1,Que Delícia,"Rua da Panificadora, 12",Rio de Janeiro,South America,02389-673,Brazil,505.44000000000005,1,1,863.2800000000002,1,12,dec
346,10379/65,10379,65,16.8,20,0.1,QUEDE,2,2012-12-11,1,Que Delícia,"Rua da Panificadora, 12",Rio de Janeiro,South America,02389-673,Brazil,302.40000000000003,1,1,863.2800000000002,1,12,dec
347,10380/30,10380,30,20.7,18,0.1,HUNGO,8,2012-12-12,3,Hungry Owl All-Night Grocers,8 Johnstown Road,Cork,British Isles,,Ireland,335.34,1,1,1313.82,2,12,dec
348,10380/53,10380,53,26.2,20,0.1,HUNGO,8,2012-12-12,3,Hungry Owl All-Night Grocers,8 Johnstown Road,Cork,British Isles,,Ireland,471.59999999999997,1,1,1313.82,2,12,dec
349,10380/60,10380,60,27.2,6,0.1,HUNGO,8,2012-12-12,3,Hungry Owl All-Night Grocers,8 Johnstown Road,Cork,British Isles,,Ireland,146.88,1,1,1313.82,2,12,dec
350,10380/70,10380,70,12.0,30,0.0,HUNGO,8,2012-12-12,3,Hungry Owl All-Night Grocers,8 Johnstown Road,Cork,British Isles,,Ireland,360.0,0,1,1313.82,2,12,dec
351,10381/74,10381,74,8.0,14,0.0,LILAS,3,2012-12-12,3,LILA-Supermercado,Carrera 52 con Ave. Bolívar #65-98 Llano Largo,Barquisimeto,South America,3508,Venezuela,112.0,0,0,112.0,2,12,dec
352,10382/5,10382,5,17.0,32,0.0,ERNSH,4,2012-12-13,1,Ernst Handel,Kirchgasse 6,Graz,Western Europe,8010,Austria,544.0,0,0,2900.0,3,12,dec
353,10382/18,10382,18,50.0,9,0.0,ERNSH,4,2012-12-13,1,Ernst Handel,Kirchgasse 6,Graz,Western Europe,8010,Austria,450.0,0,0,2900.0,3,12,dec
354,10382/29,10382,29,99.0,14,0.0,ERNSH,4,2012-12-13,1,Ernst Handel,Kirchgasse 6,Graz,Western Europe,8010,Austria,1386.0,0,0,2900.0,3,12,dec
355,10382/33,10382,33,2.0,60,0.0,ERNSH,4,2012-12-13,1,Ernst Handel,Kirchgasse 6,Graz,Western Europe,8010,Austria,120.0,0,0,2900.0,3,12,dec
356,10382/74,10382,74,8.0,50,0.0,ERNSH,4,2012-12-13,1,Ernst Handel,Kirchgasse 6,Graz,Western Europe,8010,Austria,400.0,0,0,2900.0,3,12,dec
357,10383/13,10383,13,4.8,20,0.0,AROUT,8,2012-12-16,3,Around the Horn,Brook Farm Stratford St. Mary,Colchester,British Isles,CO7 6JX,UK,96.0,0,0,899.0,6,12,dec
358,10383/50,10383,50,13.0,15,0.0,AROUT,8,2012-12-16,3,Around the Horn,Brook Farm Stratford St. Mary,Colchester,British Isles,CO7 6JX,UK,195.0,0,0,899.0,6,12,dec
359,10383/56,10383,56,30.4,20,0.0,AROUT,8,2012-12-16,3,Around the Horn,Brook Farm Stratford St. Mary,Colchester,British Isles,CO7 6JX,UK,608.0,0,0,899.0,6,12,dec
360,10384/20,10384,20,64.8,28,0.0,BERGS,3,2012-12-16,3,Berglunds snabbköp,Berguvsvägen  8,Luleå,Northern Europe,S-958 22,Sweden,1814.3999999999999,0,0,2222.3999999999996,6,12,dec
361,10384/60,10384,60,27.2,15,0.0,BERGS,3,2012-12-16,3,Berglunds snabbköp,Berguvsvägen  8,Luleå,Northern Europe,S-958 22,Sweden,408.0,0,0,2222.3999999999996,6,12,dec
362,10385/7,10385,7,24.0,10,0.2,SPLIR,1,2012-12-17,2,Split Rail Beer & Ale,P.O. Box 555,Lander,North America,82520,USA,192.00000000000003,1,1,691.2,0,12,dec
363,10385/60,10385,60,27.2,20,0.2,SPLIR,1,2012-12-17,2,Split Rail Beer & Ale,P.O. Box 555,Lander,North America,82520,USA,435.20000000000005,1,1,691.2,0,12,dec
364,10385/68,10385,68,10.0,8,0.2,SPLIR,1,2012-12-17,2,Split Rail Beer & Ale,P.O. Box 555,Lander,North America,82520,USA,64.0,1,1,691.2,0,12,dec
365,10386/24,10386,24,3.6,15,0.0,FAMIA,9,2012-12-18,3,Familia Arquibaldo,"Rua Orós, 92",Sao Paulo,South America,05442-030,Brazil,54.0,0,0,166.0,1,12,dec
366,10386/34,10386,34,11.2,10,0.0,FAMIA,9,2012-12-18,3,Familia Arquibaldo,"Rua Orós, 92",Sao Paulo,South America,05442-030,Brazil,112.0,0,0,166.0,1,12,dec
367,10387/24,10387,24,3.6,15,0.0,SANTG,1,2012-12-18,2,Santé Gourmet,Erling Skakkes gate 78,Stavern,Scandinavia,4110,Norway,54.0,0,0,1058.4,1,12,dec
368,10387/28,10387,28,36.4,6,0.0,SANTG,1,2012-12-18,2,Santé Gourmet,Erling Skakkes gate 78,Stavern,Scandinavia,4110,Norway,218.39999999999998,0,0,1058.4,1,12,dec
369,10387/59,10387,59,44.0,12,0.0,SANTG,1,2012-12-18,2,Santé Gourmet,Erling Skakkes gate 78,Stavern,Scandinavia,4110,Norway,528.0,0,0,1058.4,1,12,dec
370,10387/71,10387,71,17.2,15,0.0,SANTG,1,2012-12-18,2,Santé Gourmet,Erling Skakkes gate 78,Stavern,Scandinavia,4110,Norway,258.0,0,0,1058.4,1,12,dec
371,10388/45,10388,45,7.6,15,0.2,SEVES,2,2012-12-19,1,Seven Seas Imports,90 Wadhurst Rd.,London,British Isles,OX15 4NB,UK,91.2,1,1,1228.8,2,12,dec
372,10388/52,10388,52,5.6,20,0.2,SEVES,2,2012-12-19,1,Seven Seas Imports,90 Wadhurst Rd.,London,British Isles,OX15 4NB,UK,89.6,1,1,1228.8,2,12,dec
373,10388/53,10388,53,26.2,40,0.0,SEVES,2,2012-12-19,1,Seven Seas Imports,90 Wadhurst Rd.,London,British Isles,OX15 4NB,UK,1048.0,0,1,1228.8,2,12,dec
374,10389/10,10389,10,24.8,16,0.0,BOTTM,4,2012-12-20,2,Bottom-Dollar Markets,23 Tsawassen Blvd.,Tsawassen,North America,T2F 8M4,Canada,396.8,0,0,1832.8,3,12,dec
375,10389/55,10389,55,19.2,15,0.0,BOTTM,4,2012-12-20,2,Bottom-Dollar Markets,23 Tsawassen Blvd.,Tsawassen,North America,T2F 8M4,Canada,288.0,0,0,1832.8,3,12,dec
376,10389/62,10389,62,39.4,20,0.0,BOTTM,4,2012-12-20,2,Bottom-Dollar Markets,23 Tsawassen Blvd.,Tsawassen,North America,T2F 8M4,Canada,788.0,0,0,1832.8,3,12,dec
377,10389/70,10389,70,12.0,30,0.0,BOTTM,4,2012-12-20,2,Bottom-Dollar Markets,23 Tsawassen Blvd.,Tsawassen,North America,T2F 8M4,Canada,360.0,0,0,1832.8,3,12,dec
378,10390/31,10390,31,10.0,60,0.1,ERNSH,6,2012-12-23,1,Ernst Handel,Kirchgasse 6,Graz,Western Europe,8010,Austria,540.0,1,1,2090.88,6,12,dec
379,10390/35,10390,35,14.4,40,0.1,ERNSH,6,2012-12-23,1,Ernst Handel,Kirchgasse 6,Graz,Western Europe,8010,Austria,518.4000000000001,1,1,2090.88,6,12,dec
380,10390/46,10390,46,9.6,45,0.0,ERNSH,6,2012-12-23,1,Ernst Handel,Kirchgasse 6,Graz,Western Europe,8010,Austria,432.0,0,1,2090.88,6,12,dec
381,10390/72,10390,72,27.8,24,0.1,ERNSH,6,2012-12-23,1,Ernst Handel,Kirchgasse 6,Graz,Western Europe,8010,Austria,600.48,1,1,2090.88,6,12,dec
382,10391/13,10391,13,4.8,18,0.0,DRACD,3,2012-12-23,3,Drachenblut Delikatessen,Walserweg 21,Aachen,Western Europe,52066,Germany,86.39999999999999,0,0,86.39999999999999,6,12,dec
383,10392/69,10392,69,28.8,50,0.0,PICCO,2,2012-12-24,3,Piccolo und mehr,Geislweg 14,Salzburg,Western Europe,5020,Austria,1440.0,0,0,1440.0,0,12,dec
384,10393/2,10393,2,15.2,25,0.25,SAVEA,1,2012-12-25,3,Save-a-lot Markets,187 Suffolk Ln.,Boise,North America,83720,USA,284.99999999999994,1,1,2556.95,1,12,dec
385,10393/14,10393,14,18.6,42,0.25,SAVEA,1,2012-12-25,3,Save-a-lot Markets,187 Suffolk Ln.,Boise,North America,83720,USA,585.9000000000001,1,1,2556.95,1,12,dec
386,10393/25,10393,25,11.2,7,0.25,SAVEA,1,2012-12-25,3,Save-a-lot Markets,187 Suffolk Ln.,Boise,North America,83720,USA,58.79999999999999,1,1,2556.95,1,12,dec
387,10393/26,10393,26,24.9,70,0.25,SAVEA,1,2012-12-25,3,Save-a-lot Markets,187 Suffolk Ln.,Boise,North America,83720,USA,1307.2499999999998,1,1,2556.95,1,12,dec
388,10393/31,10393,31,10.0,32,0.0,SAVEA,1,2012-12-25,3,Save-a-lot Markets,187 Suffolk Ln.,Boise,North America,83720,USA,320.0,0,1,2556.95,1,12,dec
389,10394/13,10394,13,4.8,10,0.0,HUNGC,1,2012-12-25,3,Hungry Coyote Import Store,City Center Plaza 516 Main St.,Elgin,North America,97827,USA,48.0,0,0,442.0,1,12,dec
390,10394/62,10394,62,39.4,10,0.0,HUNGC,1,2012-12-25,3,Hungry Coyote Import Store,City Center Plaza 516 Main St.,Elgin,North America,97827,USA,394.0,0,0,442.0,1,12,dec
391,10395/46,10395,46,9.6,28,0.1,HILAA,6,2012-12-26,1,HILARION-Abastos,Carrera 22 con Ave. Carlos Soublette #8-35,San Cristóbal,South America,5022,Venezuela,241.92000000000002,1,1,2122.92,2,12,dec
392,10395/53,10395,53,26.2,70,0.1,HILAA,6,2012-12-26,1,HILARION-Abastos,Carrera 22 con Ave. Carlos Soublette #8-35,San Cristóbal,South America,5022,Venezuela,1650.6,1,1,2122.92,2,12,dec
393,10395/69,10395,69,28.8,8,0.0,HILAA,6,2012-12-26,1,HILARION-Abastos,Carrera 22 con Ave. Carlos Soublette #8-35,San Cristóbal,South America,5022,Venezuela,230.4,0,1,2122.92,2,12,dec
394,10396/23,10396,23,7.2,40,0.0,FRANK,1,2012-12-27,3,Frankenversand,Berliner Platz 43,München,Western Europe,80805,Germany,288.0,0,0,1903.8000000000002,3,12,dec
395,10396/71,10396,71,17.2,60,0.0,FRANK,1,2012-12-27,3,Frankenversand,Berliner Platz 43,München,Western Europe,80805,Germany,1032.0,0,0,1903.8000000000002,3,12,dec
396,10396/72,10396,72,27.8,21,0.0,FRANK,1,2012-12-27,3,Frankenversand,Berliner Platz 43,München,Western Europe,80805,Germany,583.8000000000001,0,0,1903.8000000000002,3,12,dec
397,10397/21,10397,21,8.0,10,0.15,PRINI,5,2012-12-27,1,Princesa Isabel Vinhos,Estrada da saúde n. 58,Lisboa,Southern Europe,1756,Portugal,68.0,1,1,716.72,3,12,dec
398,10397/51,10397,51,42.4,18,0.15,PRINI,5,2012-12-27,1,Princesa Isabel Vinhos,Estrada da saúde n. 58,Lisboa,Southern Europe,1756,Portugal,648.72,1,1,716.72,3,12,dec
399,10398/35,10398,35,14.4,30,0.0,SAVEA,2,2012-12-30,3,Save-a-lot Markets,187 Suffolk Ln.,Boise,North America,83720,USA,432.0,0,1,2505.6000000000004,6,12,dec
400,10398/55,10398,55,19.2,120,0.1,SAVEA,2,2012-12-30,3,Save-a-lot Markets,187 Suffolk Ln.,Boise,North America,83720,USA,2073.6000000000004,1,1,2505.6000000000004,6,12,dec
401,10399/68,10399,68,10.0,60,0.0,VAFFE,8,2012-12-31,3,Vaffeljernet,Smagsloget 45,Århus,Northern Europe,8200,Denmark,600.0,0,0,1765.6,0,12,dec
402,10399/71,10399,71,17.2,30,0.0,VAFFE,8,2012-12-31,3,Vaffeljernet,Smagsloget 45,Århus,Northern Europe,8200,Denmark,516.0,0,0,1765.6,0,12,dec
403,10399/76,10399,76,14.4,35,0.0,VAFFE,8,2012-12-31,3,Vaffeljernet,Smagsloget 45,Århus,Northern Europe,8200,Denmark,504.0,0,0,1765.6,0,12,dec
404,10399/77,10399,77,10.4,14,0.0,VAFFE,8,2012-12-31,3,Vaffeljernet,Smagsloget 45,Århus,Northern Europe,8200,Denmark,145.6,0,0,1765.6,0,12,dec
405,10400/29,10400,29,99.0,21,0.0,EASTC,1,2013-01-01,3,Eastern Connection,35 King George,London,British Isles,WX3 6FW,UK,2079.0,0,0,3063.0,1,1,jan
406,10400/35,10400,35,14.4,35,0.0,EASTC,1,2013-01-01,3,Eastern Connection,35 King George,London,British Isles,WX3 6FW,UK,504.0,0,0,3063.0,1,1,jan
407,10400/49,10400,49,16.0,30,0.0,EASTC,1,2013-01-01,3,Eastern Connection,35 King George,London,British Isles,WX3 6FW,UK,480.0,0,0,3063.0,1,1,jan
408,10401/30,10401,30,20.7,18,0.0,RATTC,1,2013-01-01,1,Rattlesnake Canyon Grocery,2817 Milton Dr.,Albuquerque,North America,87110,USA,372.59999999999997,0,0,3868.6,1,1,jan
409,10401/56,10401,56,30.4,70,0.0,RATTC,1,2013-01-01,1,Rattlesnake Canyon Grocery,2817 Milton Dr.,Albuquerque,North America,87110,USA,2128.0,0,0,3868.6,1,1,jan
410,10401/65,10401,65,16.8,20,0.0,RATTC,1,2013-01-01,1,Rattlesnake Canyon Grocery,2817 Milton Dr.,Albuquerque,North America,87110,USA,336.0,0,0,3868.6,1,1,jan
411,10401/71,10401,71,17.2,60,0.0,RATTC,1,2013-01-01,1,Rattlesnake Canyon Grocery,2817 Milton Dr.,Albuquerque,North America,87110,USA,1032.0,0,0,3868.6,1,1,jan
412,10402/23,10402,23,7.2,60,0.0,ERNSH,8,2013-01-02,2,Ernst Handel,Kirchgasse 6,Graz,Western Europe,8010,Austria,432.0,0,0,2713.5,2,1,jan
413,10402/63,10402,63,35.1,65,0.0,ERNSH,8,2013-01-02,2,Ernst Handel,Kirchgasse 6,Graz,Western Europe,8010,Austria,2281.5,0,0,2713.5,2,1,jan
414,10403/16,10403,16,13.9,21,0.15,ERNSH,4,2013-01-03,3,Ernst Handel,Kirchgasse 6,Graz,Western Europe,8010,Austria,248.11499999999998,1,1,855.015,3,1,jan
415,10403/48,10403,48,10.2,70,0.15,ERNSH,4,2013-01-03,3,Ernst Handel,Kirchgasse 6,Graz,Western Europe,8010,Austria,606.9,1,1,855.015,3,1,jan
416,10404/26,10404,26,24.9,30,0.05,MAGAA,2,2013-01-03,1,Magazzini Alimentari Riuniti,Via Ludovico il Moro 22,Bergamo,Southern Europe,24100,Italy,709.65,1,1,1591.25,3,1,jan
417,10404/42,10404,42,11.2,40,0.05,MAGAA,2,2013-01-03,1,Magazzini Alimentari Riuniti,Via Ludovico il Moro 22,Bergamo,Southern Europe,24100,Italy,425.59999999999997,1,1,1591.25,3,1,jan
418,10404/49,10404,49,16.0,30,0.05,MAGAA,2,2013-01-03,1,Magazzini Alimentari Riuniti,Via Ludovico il Moro 22,Bergamo,Southern Europe,24100,Italy,456.0,1,1,1591.25,3,1,jan
419,10405/3,10405,3,8.0,50,0.0,LINOD,1,2013-01-06,1,LINO-Delicateses,Ave. 5 de Mayo Porlamar,I. de Margarita,South America,4980,Venezuela,400.0,0,0,400.0,6,1,jan
420,10406/1,10406,1,14.4,10,0.0,QUEE,7,2013-01-07,1,Queen Cozinha,"Alameda dos Canàrios, 891",Sao Paulo,South America,05487-020,Brazil,144.0,0,1,1830.78,0,1,jan
421,10406/21,10406,21,8.0,30,0.1,QUEE,7,2013-01-07,1,Queen Cozinha,"Alameda dos Canàrios, 891",Sao Paulo,South America,05487-020,Brazil,216.0,1,1,1830.78,0,1,jan
422,10406/28,10406,28,36.4,42,0.1,QUEE,7,2013-01-07,1,Queen Cozinha,"Alameda dos Canàrios, 891",Sao Paulo,South America,05487-020,Brazil,1375.9199999999998,1,1,1830.78,0,1,jan
423,10406/36,10406,36,15.2,5,0.1,QUEE,7,2013-01-07,1,Queen Cozinha,"Alameda dos Canàrios, 891",Sao Paulo,South America,05487-020,Brazil,68.4,1,1,1830.78,0,1,jan
424,10406/40,10406,40,14.7,2,0.1,QUEE,7,2013-01-07,1,Queen Cozinha,"Alameda dos Canàrios, 891",Sao Paulo,South America,05487-020,Brazil,26.46,1,1,1830.78,0,1,jan
425,10407/11,10407,11,16.8,30,0.0,OTTIK,2,2013-01-07,2,Ottilies Käseladen,Mehrheimerstr. 369,Köln,Western Europe,50739,Germany,504.0,0,0,1194.0,0,1,jan
426,10407/69,10407,69,28.8,15,0.0,OTTIK,2,2013-01-07,2,Ottilies Käseladen,Mehrheimerstr. 369,Köln,Western Europe,50739,Germany,432.0,0,0,1194.0,0,1,jan
427,10407/71,10407,71,17.2,15,0.0,OTTIK,2,2013-01-07,2,Ottilies Käseladen,Mehrheimerstr. 369,Köln,Western Europe,50739,Germany,258.0,0,0,1194.0,0,1,jan
428,10408/37,10408,37,20.8,10,0.0,FOLIG,8,2013-01-08,1,Folies gourmandes,"184, chaussée de Tournai",Lille,Western Europe,59000,France,208.0,0,0,1622.4,1,1,jan
429,10408/54,10408,54,5.9,6,0.0,FOLIG,8,2013-01-08,1,Folies gourmandes,"184, chaussée de Tournai",Lille,Western Europe,59000,France,35.400000000000006,0,0,1622.4,1,1,jan
430,10408/62,10408,62,39.4,35,0.0,FOLIG,8,2013-01-08,1,Folies gourmandes,"184, chaussée de Tournai",Lille,Western Europe,59000,France,1379.0,0,0,1622.4,1,1,jan
431,10409/14,10409,14,18.6,12,0.0,OCEA,3,2013-01-09,1,Océano Atlántico Ltda.,Ing. Gustavo Moncada 8585 Piso 20-A,Buenos Aires,South America,1010,Argentina,223.20000000000002,0,0,319.20000000000005,2,1,jan
432,10409/21,10409,21,8.0,12,0.0,OCEA,3,2013-01-09,1,Océano Atlántico Ltda.,Ing. Gustavo Moncada 8585 Piso 20-A,Buenos Aires,South America,1010,Argentina,96.0,0,0,319.20000000000005,2,1,jan
433,10410/33,10410,33,2.0,49,0.0,BOTTM,3,2013-01-10,3,Bottom-Dollar Markets,23 Tsawassen Blvd.,Tsawassen,North America,T2F 8M4,Canada,98.0,0,0,802.0,3,1,jan
434,10410/59,10410,59,44.0,16,0.0,BOTTM,3,2013-01-10,3,Bottom-Dollar Markets,23 Tsawassen Blvd.,Tsawassen,North America,T2F 8M4,Canada,704.0,0,0,802.0,3,1,jan
435,10411/41,10411,41,7.7,25,0.2,BOTTM,9,2013-01-10,3,Bottom-Dollar Markets,23 Tsawassen Blvd.,Tsawassen,North America,T2F 8M4,Canada,154.0,1,1,966.8,3,1,jan
436,10411/44,10411,44,15.5,40,0.2,BOTTM,9,2013-01-10,3,Bottom-Dollar Markets,23 Tsawassen Blvd.,Tsawassen,North America,T2F 8M4,Canada,496.0,1,1,966.8,3,1,jan
437,10411/59,10411,59,44.0,9,0.2,BOTTM,9,2013-01-10,3,Bottom-Dollar Markets,23 Tsawassen Blvd.,Tsawassen,North America,T2F 8M4,Canada,316.8,1,1,966.8,3,1,jan
438,10412/14,10412,14,18.6,20,0.1,WARTH,8,2013-01-13,2,Wartian Herkku,Torikatu 38,Oulu,Scandinavia,90110,Finland,334.80000000000007,1,1,334.80000000000007,6,1,jan
439,10413/1,10413,1,14.4,24,0.0,LAMAI,3,2013-01-14,2,La maison d'Asie,1 rue Alsace-Lorraine,Toulouse,Western Europe,31000,France,345.6,0,0,2123.2,0,1,jan
440,10413/62,10413,62,39.4,40,0.0,LAMAI,3,2013-01-14,2,La maison d'Asie,1 rue Alsace-Lorraine,Toulouse,Western Europe,31000,France,1576.0,0,0,2123.2,0,1,jan
441,10413/76,10413,76,14.4,14,0.0,LAMAI,3,2013-01-14,2,La maison d'Asie,1 rue Alsace-Lorraine,Toulouse,Western Europe,31000,France,201.6,0,0,2123.2,0,1,jan
442,10414/19,10414,19,7.3,18,0.05,FAMIA,2,2013-01-14,3,Familia Arquibaldo,"Rua Orós, 92",Sao Paulo,South America,05442-030,Brazil,124.83,1,1,224.82999999999998,0,1,jan
443,10414/33,10414,33,2.0,50,0.0,FAMIA,2,2013-01-14,3,Familia Arquibaldo,"Rua Orós, 92",Sao Paulo,South America,05442-030,Brazil,100.0,0,1,224.82999999999998,0,1,jan
444,10415/17,10415,17,31.2,2,0.0,HUNGC,3,2013-01-15,1,Hungry Coyote Import Store,City Center Plaza 516 Main St.,Elgin,North America,97827,USA,62.4,0,0,102.4,1,1,jan
