,Id,ProductId,UnitPrice,Quantity,Discount,OrderId,CustomerId,EmployeeId,OrderDate,ShipPostalCode,price,OnSale,discounted_order,order_total,week_day,month
505,10439/16,16,13.9,16,0.0,10439,MEREP,6,2013-02-07,H1J 1C3,222.4,False,False,1078.0,3,2
506,10439/64,64,26.6,6,0.0,10439,MEREP,6,2013-02-07,H1J 1C3,159.60000000000002,False,False,1078.0,3,2
507,10439/74,74,8.0,30,0.0,10439,MEREP,6,2013-02-07,H1J 1C3,240.0,False,False,1078.0,3,2
508,10440/2,2,15.2,45,0.15,10440,SAVEA,4,2013-02-10,83720,581.4,True,True,4924.135,6,2
509,10440/16,16,13.9,49,0.15,10440,SAVEA,4,2013-02-10,83720,578.935,True,True,4924.135,6,2
510,10440/29,29,99.0,24,0.15,10440,SAVEA,4,2013-02-10,83720,2019.6,True,True,4924.135,6,2
511,10440/61,61,22.8,90,0.15,10440,SAVEA,4,2013-02-10,83720,1744.1999999999998,True,True,4924.135,6,2
512,10441/27,27,35.1,50,0.0,10441,OLDWO,3,2013-02-10,99508,1755.0,False,False,1755.0,6,2
513,10442/11,11,16.8,30,0.0,10442,ERNSH,3,2013-02-11,8010,504.0,False,False,1792.0,0,2
514,10442/54,54,5.9,80,0.0,10442,ERNSH,3,2013-02-11,8010,472.0,False,False,1792.0,0,2
515,10442/66,66,13.6,60,0.0,10442,ERNSH,3,2013-02-11,8010,816.0,False,False,1792.0,0,2
516,10443/11,11,16.8,6,0.2,10443,REGGC,8,2013-02-12,42100,80.64000000000001,True,True,517.4399999999999,1,2
517,10443/28,28,36.4,12,0.0,10443,REGGC,8,2013-02-12,42100,436.79999999999995,False,True,517.4399999999999,1,2
518,10444/17,17,31.2,10,0.0,10444,BERGS,3,2013-02-12,S-958 22,312.0,False,False,1031.7,1,2
519,10444/26,26,24.9,15,0.0,10444,BERGS,3,2013-02-12,S-958 22,373.5,False,False,1031.7,1,2
520,10444/35,35,14.4,8,0.0,10444,BERGS,3,2013-02-12,S-958 22,115.2,False,False,1031.7,1,2
521,10444/41,41,7.7,30,0.0,10444,BERGS,3,2013-02-12,S-958 22,231.0,False,False,1031.7,1,2
522,10445/39,39,14.4,6,0.0,10445,BERGS,3,2013-02-13,S-958 22,86.4,False,False,174.9,2,2
523,10445/54,54,5.9,15,0.0,10445,BERGS,3,2013-02-13,S-958 22,88.5,False,False,174.9,2,2
524,10446/19,19,7.3,12,0.1,10446,TOMSP,6,2013-02-14,44087,78.84,True,True,246.24,3,2
525,10446/24,24,3.6,20,0.1,10446,TOMSP,6,2013-02-14,44087,64.80000000000001,True,True,246.24,3,2
526,10446/31,31,10.0,3,0.1,10446,TOMSP,6,2013-02-14,44087,27.0,True,True,246.24,3,2
527,10446/52,52,5.6,15,0.1,10446,TOMSP,6,2013-02-14,44087,75.6,True,True,246.24,3,2
528,10447/19,19,7.3,40,0.0,10447,RICAR,4,2013-02-14,02389-890,292.0,False,False,914.4,3,2
529,10447/65,65,16.8,35,0.0,10447,RICAR,4,2013-02-14,02389-890,588.0,False,False,914.4,3,2
530,10447/71,71,17.2,2,0.0,10447,RICAR,4,2013-02-14,02389-890,34.4,False,False,914.4,3,2
531,10448/26,26,24.9,6,0.0,10448,RANCH,4,2013-02-17,1010,149.39999999999998,False,False,443.4,6,2
532,10448/40,40,14.7,20,0.0,10448,RANCH,4,2013-02-17,1010,294.0,False,False,443.4,6,2
533,10449/10,10,24.8,14,0.0,10449,BLONP,3,2013-02-18,67000,347.2,False,False,1838.2,0,2
534,10449/52,52,5.6,20,0.0,10449,BLONP,3,2013-02-18,67000,112.0,False,False,1838.2,0,2
535,10449/62,62,39.4,35,0.0,10449,BLONP,3,2013-02-18,67000,1379.0,False,False,1838.2,0,2
536,10450/10,10,24.8,20,0.2,10450,VICTE,8,2013-02-19,69004,396.80000000000007,True,True,425.12000000000006,1,2
537,10450/54,54,5.9,6,0.2,10450,VICTE,8,2013-02-19,69004,28.320000000000004,True,True,425.12000000000006,1,2
538,10451/55,55,19.2,120,0.1,10451,QUICK,4,2013-02-19,01307,2073.6000000000004,True,True,3849.6600000000008,1,2
539,10451/64,64,26.6,35,0.1,10451,QUICK,4,2013-02-19,01307,837.9000000000001,True,True,3849.6600000000008,1,2
540,10451/65,65,16.8,28,0.1,10451,QUICK,4,2013-02-19,01307,423.36,True,True,3849.6600000000008,1,2
541,10451/77,77,10.4,55,0.1,10451,QUICK,4,2013-02-19,01307,514.8000000000001,True,True,3849.6600000000008,1,2
542,10452/28,28,36.4,15,0.0,10452,SAVEA,8,2013-02-20,83720,546.0,False,True,2018.5,2,2
543,10452/44,44,15.5,100,0.05,10452,SAVEA,8,2013-02-20,83720,1472.5,True,True,2018.5,2,2
544,10453/48,48,10.2,15,0.1,10453,AROUT,1,2013-02-21,CO7 6JX,137.7,True,True,407.7,3,2
545,10453/70,70,12.0,25,0.1,10453,AROUT,1,2013-02-21,CO7 6JX,270.0,True,True,407.7,3,2
546,10454/16,16,13.9,20,0.2,10454,LAMAI,4,2013-02-21,31000,222.40000000000003,True,True,331.20000000000005,3,2
547,10454/33,33,2.0,20,0.2,10454,LAMAI,4,2013-02-21,31000,32.0,True,True,331.20000000000005,3,2
548,10454/46,46,9.6,10,0.2,10454,LAMAI,4,2013-02-21,31000,76.8,True,True,331.20000000000005,3,2
549,10455/39,39,14.4,20,0.0,10455,WARTH,8,2013-02-24,90110,288.0,False,False,2684.0,6,2
550,10455/53,53,26.2,50,0.0,10455,WARTH,8,2013-02-24,90110,1310.0,False,False,2684.0,6,2
551,10455/61,61,22.8,25,0.0,10455,WARTH,8,2013-02-24,90110,570.0,False,False,2684.0,6,2
552,10455/71,71,17.2,30,0.0,10455,WARTH,8,2013-02-24,90110,516.0,False,False,2684.0,6,2
553,10456/21,21,8.0,40,0.15,10456,KOENE,8,2013-02-25,14776,272.0,True,True,557.5999999999999,0,2
554,10456/49,49,16.0,21,0.15,10456,KOENE,8,2013-02-25,14776,285.59999999999997,True,True,557.5999999999999,0,2
555,10457/59,59,44.0,36,0.0,10457,KOENE,2,2013-02-25,14776,1584.0,False,False,1584.0,0,2
556,10458/26,26,24.9,30,0.0,10458,SUPRD,7,2013-02-26,B-6000,747.0,False,False,3891.0,1,2
557,10458/28,28,36.4,30,0.0,10458,SUPRD,7,2013-02-26,B-6000,1092.0,False,False,3891.0,1,2
558,10458/43,43,36.8,20,0.0,10458,SUPRD,7,2013-02-26,B-6000,736.0,False,False,3891.0,1,2
559,10458/56,56,30.4,15,0.0,10458,SUPRD,7,2013-02-26,B-6000,456.0,False,False,3891.0,1,2
560,10458/71,71,17.2,50,0.0,10458,SUPRD,7,2013-02-26,B-6000,860.0,False,False,3891.0,1,2
561,10459/7,7,24.0,16,0.05,10459,VICTE,4,2013-02-27,69004,364.79999999999995,True,True,1659.1999999999998,2,2
562,10459/46,46,9.6,20,0.05,10459,VICTE,4,2013-02-27,69004,182.39999999999998,True,True,1659.1999999999998,2,2
563,10459/72,72,27.8,40,0.0,10459,VICTE,4,2013-02-27,69004,1112.0,False,True,1659.1999999999998,2,2
564,10460/68,68,10.0,21,0.25,10460,FOLKO,8,2013-02-28,S-844 67,157.5,True,True,176.1,3,2
565,10460/75,75,6.2,4,0.25,10460,FOLKO,8,2013-02-28,S-844 67,18.6,True,True,176.1,3,2
566,10461/21,21,8.0,40,0.25,10461,LILAS,1,2013-02-28,3508,240.0,True,True,1538.6999999999998,3,2
567,10461/30,30,20.7,28,0.25,10461,LILAS,1,2013-02-28,3508,434.69999999999993,True,True,1538.6999999999998,3,2
568,10461/55,55,19.2,60,0.25,10461,LILAS,1,2013-02-28,3508,863.9999999999999,True,True,1538.6999999999998,3,2
569,10462/13,13,4.8,1,0.0,10462,CONSH,2,2013-03-03,WX1 6LT,4.8,False,False,156.00000000000003,6,3
570,10462/23,23,7.2,21,0.0,10462,CONSH,2,2013-03-03,WX1 6LT,151.20000000000002,False,False,156.00000000000003,6,3
571,10463/19,19,7.3,21,0.0,10463,SUPRD,5,2013-03-04,B-6000,153.29999999999998,False,False,713.3,0,3
572,10463/42,42,11.2,50,0.0,10463,SUPRD,5,2013-03-04,B-6000,560.0,False,False,713.3,0,3
573,10464/4,4,17.6,16,0.2,10464,FURIB,4,2013-03-04,1675,225.28000000000003,True,True,1609.28,0,3
574,10464/43,43,36.8,3,0.0,10464,FURIB,4,2013-03-04,1675,110.39999999999999,False,True,1609.28,0,3
575,10464/56,56,30.4,30,0.2,10464,FURIB,4,2013-03-04,1675,729.6,True,True,1609.28,0,3
576,10464/60,60,27.2,20,0.0,10464,FURIB,4,2013-03-04,1675,544.0,False,True,1609.28,0,3
577,10465/24,24,3.6,25,0.0,10465,VAFFE,1,2013-03-05,8200,90.0,False,True,2518.0,1,3
578,10465/29,29,99.0,18,0.1,10465,VAFFE,1,2013-03-05,8200,1603.8000000000002,True,True,2518.0,1,3
579,10465/40,40,14.7,20,0.0,10465,VAFFE,1,2013-03-05,8200,294.0,False,True,2518.0,1,3
580,10465/45,45,7.6,30,0.1,10465,VAFFE,1,2013-03-05,8200,205.2,True,True,2518.0,1,3
581,10465/50,50,13.0,25,0.0,10465,VAFFE,1,2013-03-05,8200,325.0,False,True,2518.0,1,3
582,10466/11,11,16.8,10,0.0,10466,COMMI,4,2013-03-06,05432-043,168.0,False,False,216.0,2,3
583,10466/46,46,9.6,5,0.0,10466,COMMI,4,2013-03-06,05432-043,48.0,False,False,216.0,2,3
584,10467/24,24,3.6,28,0.0,10467,MAGAA,8,2013-03-06,24100,100.8,False,False,235.2,2,3
585,10467/25,25,11.2,12,0.0,10467,MAGAA,8,2013-03-06,24100,134.39999999999998,False,False,235.2,2,3
586,10468/30,30,20.7,8,0.0,10468,KOENE,3,2013-03-07,14776,165.6,False,False,717.6,3,3
587,10468/43,43,36.8,15,0.0,10468,KOENE,3,2013-03-07,14776,552.0,False,False,717.6,3,3
588,10469/2,2,15.2,40,0.15,10469,WHITC,1,2013-03-10,98124,516.8,True,True,956.675,6,3
589,10469/16,16,13.9,35,0.15,10469,WHITC,1,2013-03-10,98124,413.525,True,True,956.675,6,3
590,10469/44,44,15.5,2,0.15,10469,WHITC,1,2013-03-10,98124,26.349999999999998,True,True,956.675,6,3
591,10470/18,18,50.0,30,0.0,10470,BONAP,4,2013-03-11,13008,1500.0,False,False,1820.8,0,3
592,10470/23,23,7.2,15,0.0,10470,BONAP,4,2013-03-11,13008,108.0,False,False,1820.8,0,3
593,10470/64,64,26.6,8,0.0,10470,BONAP,4,2013-03-11,13008,212.8,False,False,1820.8,0,3
594,10471/7,7,24.0,30,0.0,10471,BSBEV,2,2013-03-11,EC2 5NT,720.0,False,False,1328.0,0,3
595,10471/56,56,30.4,20,0.0,10471,BSBEV,2,2013-03-11,EC2 5NT,608.0,False,False,1328.0,0,3
596,10472/24,24,3.6,80,0.05,10472,SEVES,8,2013-03-12,OX15 4NB,273.6,True,True,1036.8,1,3
597,10472/51,51,42.4,18,0.0,10472,SEVES,8,2013-03-12,OX15 4NB,763.1999999999999,False,True,1036.8,1,3
598,10473/33,33,2.0,12,0.0,10473,ISLAT,1,2013-03-13,PO31 7PJ,24.0,False,False,230.39999999999998,2,3
599,10473/71,71,17.2,12,0.0,10473,ISLAT,1,2013-03-13,PO31 7PJ,206.39999999999998,False,False,230.39999999999998,2,3
600,10474/14,14,18.6,12,0.0,10474,PERIC,5,2013-03-13,05033,223.20000000000002,False,False,1249.1,2,3
601,10474/28,28,36.4,18,0.0,10474,PERIC,5,2013-03-13,05033,655.1999999999999,False,False,1249.1,2,3
602,10474/40,40,14.7,21,0.0,10474,PERIC,5,2013-03-13,05033,308.7,False,False,1249.1,2,3
603,10474/75,75,6.2,10,0.0,10474,PERIC,5,2013-03-13,05033,62.0,False,False,1249.1,2,3
604,10475/31,31,10.0,35,0.15,10475,SUPRD,9,2013-03-14,B-6000,297.5,True,True,1505.1799999999998,3,3
605,10475/66,66,13.6,60,0.15,10475,SUPRD,9,2013-03-14,B-6000,693.5999999999999,True,True,1505.1799999999998,3,3
606,10475/76,76,14.4,42,0.15,10475,SUPRD,9,2013-03-14,B-6000,514.08,True,True,1505.1799999999998,3,3
607,10476/55,55,19.2,2,0.05,10476,HILAA,8,2013-03-17,5022,36.48,True,True,180.48,6,3
608,10476/70,70,12.0,12,0.0,10476,HILAA,8,2013-03-17,5022,144.0,False,True,180.48,6,3
609,10477/1,1,14.4,15,0.0,10477,PRINI,5,2013-03-17,1756,216.0,False,True,558.0,6,3
610,10477/21,21,8.0,21,0.25,10477,PRINI,5,2013-03-17,1756,126.0,True,True,558.0,6,3
611,10477/39,39,14.4,20,0.25,10477,PRINI,5,2013-03-17,1756,216.0,True,True,558.0,6,3
612,10478/10,10,24.8,20,0.05,10478,VICTE,2,2013-03-18,69004,471.2,True,True,471.2,0,3
613,10479/38,38,210.8,30,0.0,10479,RATTC,3,2013-03-19,87110,6324.0,False,False,10495.6,1,3
614,10479/53,53,26.2,28,0.0,10479,RATTC,3,2013-03-19,87110,733.6,False,False,10495.6,1,3
615,10479/59,59,44.0,60,0.0,10479,RATTC,3,2013-03-19,87110,2640.0,False,False,10495.6,1,3
616,10479/64,64,26.6,30,0.0,10479,RATTC,3,2013-03-19,87110,798.0,False,False,10495.6,1,3
617,10480/47,47,7.6,30,0.0,10480,FOLIG,6,2013-03-20,59000,228.0,False,False,756.0,2,3
618,10480/59,59,44.0,12,0.0,10480,FOLIG,6,2013-03-20,59000,528.0,False,False,756.0,2,3
619,10481/49,49,16.0,24,0.0,10481,RICAR,8,2013-03-20,02389-890,384.0,False,False,1472.0,2,3
620,10481/60,60,27.2,40,0.0,10481,RICAR,8,2013-03-20,02389-890,1088.0,False,False,1472.0,2,3
621,10482/40,40,14.7,10,0.0,10482,LAZYK,1,2013-03-21,99362,147.0,False,False,147.0,3,3
622,10483/34,34,11.2,35,0.05,10483,WHITC,7,2013-03-24,98124,372.4,True,True,668.8,6,3
623,10483/77,77,10.4,30,0.05,10483,WHITC,7,2013-03-24,98124,296.4,True,True,668.8,6,3
624,10484/21,21,8.0,14,0.0,10484,BSBEV,3,2013-03-24,EC2 5NT,112.0,False,False,386.2,6,3
625,10484/40,40,14.7,10,0.0,10484,BSBEV,3,2013-03-24,EC2 5NT,147.0,False,False,386.2,6,3
626,10484/51,51,42.4,3,0.0,10484,BSBEV,3,2013-03-24,EC2 5NT,127.19999999999999,False,False,386.2,6,3
627,10485/2,2,15.2,20,0.1,10485,LINOD,4,2013-03-25,4980,273.6,True,True,1584.0,0,3
628,10485/3,3,8.0,20,0.1,10485,LINOD,4,2013-03-25,4980,144.0,True,True,1584.0,0,3
629,10485/55,55,19.2,30,0.1,10485,LINOD,4,2013-03-25,4980,518.4000000000001,True,True,1584.0,0,3
630,10485/70,70,12.0,60,0.1,10485,LINOD,4,2013-03-25,4980,648.0,True,True,1584.0,0,3
631,10486/11,11,16.8,5,0.0,10486,HILAA,1,2013-03-26,5022,84.0,False,False,1272.0,1,3
632,10486/51,51,42.4,25,0.0,10486,HILAA,1,2013-03-26,5022,1060.0,False,False,1272.0,1,3
633,10486/74,74,8.0,16,0.0,10486,HILAA,1,2013-03-26,5022,128.0,False,False,1272.0,1,3
634,10487/19,19,7.3,5,0.0,10487,QUEE,2,2013-03-26,05487-020,36.5,False,True,889.7,1,3
635,10487/26,26,24.9,30,0.0,10487,QUEE,2,2013-03-26,05487-020,747.0,False,True,889.7,1,3
636,10487/54,54,5.9,24,0.25,10487,QUEE,2,2013-03-26,05487-020,106.20000000000002,True,True,889.7,1,3
637,10488/59,59,44.0,30,0.0,10488,FRANK,8,2013-03-27,80805,1320.0,False,True,1512.0,2,3
638,10488/73,73,12.0,20,0.2,10488,FRANK,8,2013-03-27,80805,192.00000000000003,True,True,1512.0,2,3
639,10489/11,11,16.8,15,0.25,10489,PICCO,6,2013-03-28,5020,189.00000000000003,True,True,439.20000000000005,3,3
640,10489/16,16,13.9,18,0.0,10489,PICCO,6,2013-03-28,5020,250.20000000000002,False,True,439.20000000000005,3,3
641,10490/59,59,44.0,60,0.0,10490,HILAA,7,2013-03-31,5022,2640.0,False,False,3163.2,6,3
642,10490/68,68,10.0,30,0.0,10490,HILAA,7,2013-03-31,5022,300.0,False,False,3163.2,6,3
643,10490/75,75,6.2,36,0.0,10490,HILAA,7,2013-03-31,5022,223.20000000000002,False,False,3163.2,6,3
644,10491/44,44,15.5,15,0.15,10491,FURIB,8,2013-03-31,1675,197.62499999999997,True,True,259.505,6,3
645,10491/77,77,10.4,7,0.15,10491,FURIB,8,2013-03-31,1675,61.879999999999995,True,True,259.505,6,3
646,10492/25,25,11.2,60,0.05,10492,BOTTM,3,2013-04-01,T2F 8M4,638.4,True,True,851.1999999999999,0,4
647,10492/42,42,11.2,20,0.05,10492,BOTTM,3,2013-04-01,T2F 8M4,212.79999999999998,True,True,851.1999999999999,0,4
648,10493/65,65,16.8,15,0.1,10493,LAMAI,4,2013-04-02,31000,226.8,True,True,608.4000000000001,1,4
649,10493/66,66,13.6,10,0.1,10493,LAMAI,4,2013-04-02,31000,122.4,True,True,608.4000000000001,1,4
650,10493/69,69,28.8,10,0.1,10493,LAMAI,4,2013-04-02,31000,259.20000000000005,True,True,608.4000000000001,1,4
651,10494/56,56,30.4,30,0.0,10494,COMMI,4,2013-04-02,05432-043,912.0,False,False,912.0,1,4
652,10495/23,23,7.2,10,0.0,10495,LAUGB,3,2013-04-03,V3F 2K1,72.0,False,False,278.0,2,4
653,10495/41,41,7.7,20,0.0,10495,LAUGB,3,2013-04-03,V3F 2K1,154.0,False,False,278.0,2,4
654,10495/77,77,10.4,5,0.0,10495,LAUGB,3,2013-04-03,V3F 2K1,52.0,False,False,278.0,2,4
655,10496/31,31,10.0,20,0.05,10496,TRADH,7,2013-04-04,05634-030,190.0,True,True,190.0,3,4
656,10497/56,56,30.4,14,0.0,10497,LEHMS,7,2013-04-04,60528,425.59999999999997,False,False,1380.6,3,4
657,10497/72,72,27.8,25,0.0,10497,LEHMS,7,2013-04-04,60528,695.0,False,False,1380.6,3,4
658,10497/77,77,10.4,25,0.0,10497,LEHMS,7,2013-04-04,60528,260.0,False,False,1380.6,3,4
659,10498/24,24,4.5,14,0.0,10498,HILAA,8,2013-04-07,5022,63.0,False,False,575.0,6,4
660,10498/40,40,18.4,5,0.0,10498,HILAA,8,2013-04-07,5022,92.0,False,False,575.0,6,4
661,10498/42,42,14.0,30,0.0,10498,HILAA,8,2013-04-07,5022,420.0,False,False,575.0,6,4
662,10499/28,28,45.6,20,0.0,10499,LILAS,4,2013-04-08,3508,912.0,False,False,1412.0,0,4
663,10499/49,49,20.0,25,0.0,10499,LILAS,4,2013-04-08,3508,500.0,False,False,1412.0,0,4
664,10500/15,15,15.5,12,0.05,10500,LAMAI,6,2013-04-09,31000,176.7,True,True,523.26,1,4
665,10500/28,28,45.6,8,0.05,10500,LAMAI,6,2013-04-09,31000,346.56,True,True,523.26,1,4
666,10501/54,54,7.45,20,0.0,10501,BLAUS,9,2013-04-09,68306,149.0,False,False,149.0,1,4
667,10502/45,45,9.5,21,0.0,10502,PERIC,2,2013-04-10,05033,199.5,False,False,816.3,2,4
668,10502/53,53,32.8,6,0.0,10502,PERIC,2,2013-04-10,05033,196.79999999999998,False,False,816.3,2,4
669,10502/67,67,14.0,30,0.0,10502,PERIC,2,2013-04-10,05033,420.0,False,False,816.3,2,4
670,10503/14,14,23.25,70,0.0,10503,HUNGO,6,2013-04-11,,1627.5,False,False,2048.5,3,4
671,10503/65,65,21.05,20,0.0,10503,HUNGO,6,2013-04-11,,421.0,False,False,2048.5,3,4
672,10504/2,2,19.0,12,0.0,10504,WHITC,4,2013-04-11,98124,228.0,False,False,1388.5,3,4
673,10504/21,21,10.0,12,0.0,10504,WHITC,4,2013-04-11,98124,120.0,False,False,1388.5,3,4
674,10504/53,53,32.8,10,0.0,10504,WHITC,4,2013-04-11,98124,328.0,False,False,1388.5,3,4
675,10504/61,61,28.5,25,0.0,10504,WHITC,4,2013-04-11,98124,712.5,False,False,1388.5,3,4
676,10505/62,62,49.3,3,0.0,10505,MEREP,3,2013-04-14,H1J 1C3,147.89999999999998,False,False,147.89999999999998,6,4
677,10506/25,25,14.0,18,0.1,10506,KOENE,9,2013-04-15,14776,226.79999999999998,True,True,415.79999999999995,0,4
678,10506/70,70,15.0,14,0.1,10506,KOENE,9,2013-04-15,14776,189.0,True,True,415.79999999999995,0,4
679,10507/43,43,46.0,15,0.15,10507,ANTO,7,2013-04-15,05023,586.5,True,True,749.0625,0,4
680,10507/48,48,12.75,15,0.15,10507,ANTO,7,2013-04-15,05023,162.5625,True,True,749.0625,0,4
681,10508/13,13,6.0,10,0.0,10508,OTTIK,1,2013-04-16,50739,60.0,False,False,240.0,1,4
682,10508/39,39,18.0,10,0.0,10508,OTTIK,1,2013-04-16,50739,180.0,False,False,240.0,1,4
683,10509/28,28,45.6,3,0.0,10509,BLAUS,4,2013-04-17,68306,136.8,False,False,136.8,2,4
684,10510/29,29,123.79,36,0.0,10510,SAVEA,6,2013-04-18,83720,4456.4400000000005,False,True,4707.540000000001,3,4
685,10510/75,75,7.75,36,0.1,10510,SAVEA,6,2013-04-18,83720,251.10000000000002,True,True,4707.540000000001,3,4
686,10511/4,4,22.0,50,0.15,10511,BONAP,4,2013-04-18,13008,935.0,True,True,2550.0,3,4
687,10511/7,7,30.0,50,0.15,10511,BONAP,4,2013-04-18,13008,1275.0,True,True,2550.0,3,4
688,10511/8,8,40.0,10,0.15,10511,BONAP,4,2013-04-18,13008,340.0,True,True,2550.0,3,4
689,10512/24,24,4.5,10,0.15,10512,FAMIA,7,2013-04-21,05442-030,38.25,True,True,525.3,6,4
690,10512/46,46,12.0,9,0.15,10512,FAMIA,7,2013-04-21,05442-030,91.8,True,True,525.3,6,4
691,10512/47,47,9.5,6,0.15,10512,FAMIA,7,2013-04-21,05442-030,48.449999999999996,True,True,525.3,6,4
692,10512/60,60,34.0,12,0.15,10512,FAMIA,7,2013-04-21,05442-030,346.79999999999995,True,True,525.3,6,4
693,10513/21,21,10.0,40,0.2,10513,WANDK,7,2013-04-22,70563,320.0,True,True,1942.0,0,4
694,10513/32,32,32.0,50,0.2,10513,WANDK,7,2013-04-22,70563,1280.0,True,True,1942.0,0,4
695,10513/61,61,28.5,15,0.2,10513,WANDK,7,2013-04-22,70563,342.0,True,True,1942.0,0,4
696,10514/20,20,81.0,39,0.0,10514,ERNSH,3,2013-04-22,8010,3159.0,False,False,8623.45,0,4
697,10514/28,28,45.6,35,0.0,10514,ERNSH,3,2013-04-22,8010,1596.0,False,False,8623.45,0,4
698,10514/56,56,38.0,70,0.0,10514,ERNSH,3,2013-04-22,8010,2660.0,False,False,8623.45,0,4
699,10514/65,65,21.05,39,0.0,10514,ERNSH,3,2013-04-22,8010,820.95,False,False,8623.45,0,4
700,10514/75,75,7.75,50,0.0,10514,ERNSH,3,2013-04-22,8010,387.5,False,False,8623.45,0,4
701,10515/9,9,97.0,16,0.15,10515,QUICK,2,2013-04-23,01307,1319.2,True,True,9921.3,1,4
702,10515/16,16,17.45,50,0.0,10515,QUICK,2,2013-04-23,01307,872.5,False,True,9921.3,1,4
703,10515/27,27,43.9,120,0.0,10515,QUICK,2,2013-04-23,01307,5268.0,False,True,9921.3,1,4
704,10515/33,33,2.5,16,0.15,10515,QUICK,2,2013-04-23,01307,34.0,True,True,9921.3,1,4
705,10515/60,60,34.0,84,0.15,10515,QUICK,2,2013-04-23,01307,2427.6,True,True,9921.3,1,4
706,10516/18,18,62.5,25,0.1,10516,HUNGO,2,2013-04-24,,1406.25,True,True,2381.05,2,4
707,10516/41,41,9.65,80,0.1,10516,HUNGO,2,2013-04-24,,694.8000000000001,True,True,2381.05,2,4
708,10516/42,42,14.0,20,0.0,10516,HUNGO,2,2013-04-24,,280.0,False,True,2381.05,2,4
709,10517/52,52,7.0,6,0.0,10517,NORTS,3,2013-04-24,SW7 1RZ,42.0,False,False,352.0,2,4
710,10517/59,59,55.0,4,0.0,10517,NORTS,3,2013-04-24,SW7 1RZ,220.0,False,False,352.0,2,4
711,10517/70,70,15.0,6,0.0,10517,NORTS,3,2013-04-24,SW7 1RZ,90.0,False,False,352.0,2,4
712,10518/24,24,4.5,5,0.0,10518,TORTU,4,2013-04-25,05033,22.5,False,False,4150.05,3,4
713,10518/38,38,263.5,15,0.0,10518,TORTU,4,2013-04-25,05033,3952.5,False,False,4150.05,3,4
714,10518/44,44,19.45,9,0.0,10518,TORTU,4,2013-04-25,05033,175.04999999999998,False,False,4150.05,3,4
715,10519/10,10,31.0,16,0.05,10519,CHOPS,6,2013-04-28,3012,471.2,True,True,2314.2,6,4
716,10519/56,56,38.0,40,0.0,10519,CHOPS,6,2013-04-28,3012,1520.0,False,True,2314.2,6,4
717,10519/60,60,34.0,10,0.05,10519,CHOPS,6,2013-04-28,3012,323.0,True,True,2314.2,6,4
718,10520/24,24,4.5,8,0.0,10520,SANTG,7,2013-04-29,4110,36.0,False,False,200.0,0,4
719,10520/53,53,32.8,5,0.0,10520,SANTG,7,2013-04-29,4110,164.0,False,False,200.0,0,4
720,10521/35,35,18.0,3,0.0,10521,CACTU,8,2013-04-29,1010,54.0,False,False,225.5,0,4
721,10521/41,41,9.65,10,0.0,10521,CACTU,8,2013-04-29,1010,96.5,False,False,225.5,0,4
722,10521/68,68,12.5,6,0.0,10521,CACTU,8,2013-04-29,1010,75.0,False,False,225.5,0,4
723,10522/1,1,18.0,40,0.2,10522,LEHMS,4,2013-04-30,60528,576.0,True,True,2318.24,1,4
724,10522/8,8,40.0,24,0.0,10522,LEHMS,4,2013-04-30,60528,960.0,False,True,2318.24,1,4
725,10522/30,30,25.89,20,0.2,10522,LEHMS,4,2013-04-30,60528,414.24000000000007,True,True,2318.24,1,4
726,10522/40,40,18.4,25,0.2,10522,LEHMS,4,2013-04-30,60528,368.0,True,True,2318.24,1,4
727,10523/17,17,39.0,25,0.1,10523,SEVES,7,2013-05-01,OX15 4NB,877.5,True,True,2444.31,2,5
728,10523/20,20,81.0,15,0.1,10523,SEVES,7,2013-05-01,OX15 4NB,1093.5,True,True,2444.31,2,5
729,10523/37,37,26.0,18,0.1,10523,SEVES,7,2013-05-01,OX15 4NB,421.20000000000005,True,True,2444.31,2,5
730,10523/41,41,9.65,6,0.1,10523,SEVES,7,2013-05-01,OX15 4NB,52.11,True,True,2444.31,2,5
731,10524/10,10,31.0,2,0.0,10524,BERGS,1,2013-05-01,S-958 22,62.0,False,False,3192.65,2,5
732,10524/30,30,25.89,10,0.0,10524,BERGS,1,2013-05-01,S-958 22,258.9,False,False,3192.65,2,5
733,10524/43,43,46.0,60,0.0,10524,BERGS,1,2013-05-01,S-958 22,2760.0,False,False,3192.65,2,5
734,10524/54,54,7.45,15,0.0,10524,BERGS,1,2013-05-01,S-958 22,111.75,False,False,3192.65,2,5
735,10525/36,36,19.0,30,0.0,10525,BONAP,1,2013-05-02,13008,570.0,False,True,818.4,3,5
736,10525/40,40,18.4,15,0.1,10525,BONAP,1,2013-05-02,13008,248.39999999999998,True,True,818.4,3,5
737,10526/1,1,18.0,8,0.15,10526,WARTH,4,2013-05-05,90110,122.39999999999999,True,True,1151.3999999999999,6,5
738,10526/13,13,6.0,10,0.0,10526,WARTH,4,2013-05-05,90110,60.0,False,True,1151.3999999999999,6,5
739,10526/56,56,38.0,30,0.15,10526,WARTH,4,2013-05-05,90110,968.9999999999999,True,True,1151.3999999999999,6,5
740,10527/4,4,22.0,50,0.1,10527,QUICK,7,2013-05-05,01307,990.0,True,True,1503.0,6,5
741,10527/36,36,19.0,30,0.1,10527,QUICK,7,2013-05-05,01307,513.0,True,True,1503.0,6,5
