Product Cost,Discount (hypothesis 1 to plot (2).csv),Discount,Id (hypothesis 1 to plot (2).csv),Id,Number of Records,On Sale,OrderDate,OrderId (hypothesis 1 to plot (2).csv),Order Id,ProductId (hypothesis 1 to plot (2).csv),Product Id,Quantity (hypothesis 1 to plot (2).csv),Quantity,ShipAddress,ShipCity,ShipCountry,ShipName,ShipPostalCode,ShipRegion,ShippedDate,UnitPrice (hypothesis 1 to plot (2).csv),Unit Price,Discounted Order,Order Total,Price
88.5,0,0,10445/54,10445/54,1,0,2/13/2013,10445,10445,54,54,15,15,Berguvsvägen  8,Luleå,Sweden,Berglunds snabbköp,S-958 22,Northern Europe,2/20/2013,5.9,5.9,0,174.9,88.5
78.84,0.1,0.1,10446/19,10446/19,1,1,2/14/2013,10446,10446,19,19,12,12,Luisenstr. 48,Münster,Germany,Toms Spezialitäten,44087,Western Europe,2/19/2013,7.3,7.3,1,246.24,78.84
64.8,0.1,0.1,10446/24,10446/24,1,1,2/14/2013,10446,10446,24,24,20,20,Luisenstr. 48,Münster,Germany,Toms Spezialitäten,44087,Western Europe,2/19/2013,3.6,3.6,1,246.24,64.8
27,0.1,0.1,10446/31,10446/31,1,1,2/14/2013,10446,10446,31,31,3,3,Luisenstr. 48,Münster,Germany,Toms Spezialitäten,44087,Western Europe,2/19/2013,10,10,1,246.24,27
75.6,0.1,0.1,10446/52,10446/52,1,1,2/14/2013,10446,10446,52,52,15,15,Luisenstr. 48,Münster,Germany,Toms Spezialitäten,44087,Western Europe,2/19/2013,5.6,5.6,1,246.24,75.6
292,0,0,10447/19,10447/19,1,0,2/14/2013,10447,10447,19,19,40,40,"Av. Copacabana, 267",Rio de Janeiro,Brazil,Ricardo Adocicados,02389-890,South America,3/7/2013,7.3,7.3,0,914.4,292
588,0,0,10447/65,10447/65,1,0,2/14/2013,10447,10447,65,65,35,35,"Av. Copacabana, 267",Rio de Janeiro,Brazil,Ricardo Adocicados,02389-890,South America,3/7/2013,16.8,16.8,0,914.4,588
34.4,0,0,10447/71,10447/71,1,0,2/14/2013,10447,10447,71,71,2,2,"Av. Copacabana, 267",Rio de Janeiro,Brazil,Ricardo Adocicados,02389-890,South America,3/7/2013,17.2,17.2,0,914.4,34.4
149.4,0,0,10448/26,10448/26,1,0,2/17/2013,10448,10448,26,26,6,6,Av. del Libertador 900,Buenos Aires,Argentina,Rancho grande,1010,South America,2/24/2013,24.9,24.9,0,443.4,149.4
294,0,0,10448/40,10448/40,1,0,2/17/2013,10448,10448,40,40,20,20,Av. del Libertador 900,Buenos Aires,Argentina,Rancho grande,1010,South America,2/24/2013,14.7,14.7,0,443.4,294
347.2,0,0,10449/10,10449/10,1,0,2/18/2013,10449,10449,10,10,14,14,"24, place Kléber",Strasbourg,France,Blondel père et fils,67000,Western Europe,2/27/2013,24.8,24.8,0,1838.2,347.2
112,0,0,10449/52,10449/52,1,0,2/18/2013,10449,10449,52,52,20,20,"24, place Kléber",Strasbourg,France,Blondel père et fils,67000,Western Europe,2/27/2013,5.6,5.6,0,1838.2,112
1379,0,0,10449/62,10449/62,1,0,2/18/2013,10449,10449,62,62,35,35,"24, place Kléber",Strasbourg,France,Blondel père et fils,67000,Western Europe,2/27/2013,39.4,39.4,0,1838.2,1379
396.8,0.2,0.2,10450/10,10450/10,1,1,2/19/2013,10450,10450,10,10,20,20,"2, rue du Commerce",Lyon,France,Victuailles en stock,69004,Western Europe,3/11/2013,24.8,24.8,1,425.12,396.8
28.32,0.2,0.2,10450/54,10450/54,1,1,2/19/2013,10450,10450,54,54,6,6,"2, rue du Commerce",Lyon,France,Victuailles en stock,69004,Western Europe,3/11/2013,5.9,5.9,1,425.12,28.32
2073.6,0.1,0.1,10451/55,10451/55,1,1,2/19/2013,10451,10451,55,55,120,120,Taucherstraße 10,Cunewalde,Germany,QUICK-Stop,01307,Western Europe,3/12/2013,19.2,19.2,1,3849.66,2073.6
837.9,0.1,0.1,10451/64,10451/64,1,1,2/19/2013,10451,10451,64,64,35,35,Taucherstraße 10,Cunewalde,Germany,QUICK-Stop,01307,Western Europe,3/12/2013,26.6,26.6,1,3849.66,837.9
423.36,0.1,0.1,10451/65,10451/65,1,1,2/19/2013,10451,10451,65,65,28,28,Taucherstraße 10,Cunewalde,Germany,QUICK-Stop,01307,Western Europe,3/12/2013,16.8,16.8,1,3849.66,423.36
514.8,0.1,0.1,10451/77,10451/77,1,1,2/19/2013,10451,10451,77,77,55,55,Taucherstraße 10,Cunewalde,Germany,QUICK-Stop,01307,Western Europe,3/12/2013,10.4,10.4,1,3849.66,514.8
546,0,0,10452/28,10452/28,1,0,2/20/2013,10452,10452,28,28,15,15,187 Suffolk Ln.,Boise,USA,Save-a-lot Markets,83720,North America,2/26/2013,36.4,36.4,1,2018.5,546
1472.5,0.05,0.05,10452/44,10452/44,1,1,2/20/2013,10452,10452,44,44,100,100,187 Suffolk Ln.,Boise,USA,Save-a-lot Markets,83720,North America,2/26/2013,15.5,15.5,1,2018.5,1472.5
137.7,0.1,0.1,10453/48,10453/48,1,1,2/21/2013,10453,10453,48,48,15,15,Brook Farm Stratford St. Mary,Colchester,UK,Around the Horn,CO7 6JX,British Isles,2/26/2013,10.2,10.2,1,407.7,137.7
270,0.1,0.1,10453/70,10453/70,1,1,2/21/2013,10453,10453,70,70,25,25,Brook Farm Stratford St. Mary,Colchester,UK,Around the Horn,CO7 6JX,British Isles,2/26/2013,12,12,1,407.7,270
222.4,0.2,0.2,10454/16,10454/16,1,1,2/21/2013,10454,10454,16,16,20,20,1 rue Alsace-Lorraine,Toulouse,France,La maison d'Asie,31000,Western Europe,2/25/2013,13.9,13.9,1,331.2,222.4
32,0.2,0.2,10454/33,10454/33,1,1,2/21/2013,10454,10454,33,33,20,20,1 rue Alsace-Lorraine,Toulouse,France,La maison d'Asie,31000,Western Europe,2/25/2013,2,2,1,331.2,32
76.8,0.2,0.2,10454/46,10454/46,1,1,2/21/2013,10454,10454,46,46,10,10,1 rue Alsace-Lorraine,Toulouse,France,La maison d'Asie,31000,Western Europe,2/25/2013,9.6,9.6,1,331.2,76.8
288,0,0,10455/39,10455/39,1,0,2/24/2013,10455,10455,39,39,20,20,Torikatu 38,Oulu,Finland,Wartian Herkku,90110,Scandinavia,3/3/2013,14.4,14.4,0,2684,288
1310,0,0,10455/53,10455/53,1,0,2/24/2013,10455,10455,53,53,50,50,Torikatu 38,Oulu,Finland,Wartian Herkku,90110,Scandinavia,3/3/2013,26.2,26.2,0,2684,1310
570,0,0,10455/61,10455/61,1,0,2/24/2013,10455,10455,61,61,25,25,Torikatu 38,Oulu,Finland,Wartian Herkku,90110,Scandinavia,3/3/2013,22.8,22.8,0,2684,570
516,0,0,10455/71,10455/71,1,0,2/24/2013,10455,10455,71,71,30,30,Torikatu 38,Oulu,Finland,Wartian Herkku,90110,Scandinavia,3/3/2013,17.2,17.2,0,2684,516
272,0.15,0.15,10456/21,10456/21,1,1,2/25/2013,10456,10456,21,21,40,40,Maubelstr. 90,Brandenburg,Germany,Königlich Essen,14776,Western Europe,2/28/2013,8,8,1,557.6,272
285.6,0.15,0.15,10456/49,10456/49,1,1,2/25/2013,10456,10456,49,49,21,21,Maubelstr. 90,Brandenburg,Germany,Königlich Essen,14776,Western Europe,2/28/2013,16,16,1,557.6,285.6
1584,0,0,10457/59,10457/59,1,0,2/25/2013,10457,10457,59,59,36,36,Maubelstr. 90,Brandenburg,Germany,Königlich Essen,14776,Western Europe,3/3/2013,44,44,0,1584,1584
747,0,0,10458/26,10458/26,1,0,2/26/2013,10458,10458,26,26,30,30,"Boulevard Tirou, 255",Charleroi,Belgium,Suprêmes délices,B-6000,Western Europe,3/4/2013,24.9,24.9,0,3891,747
1092,0,0,10458/28,10458/28,1,0,2/26/2013,10458,10458,28,28,30,30,"Boulevard Tirou, 255",Charleroi,Belgium,Suprêmes délices,B-6000,Western Europe,3/4/2013,36.4,36.4,0,3891,1092
736,0,0,10458/43,10458/43,1,0,2/26/2013,10458,10458,43,43,20,20,"Boulevard Tirou, 255",Charleroi,Belgium,Suprêmes délices,B-6000,Western Europe,3/4/2013,36.8,36.8,0,3891,736
456,0,0,10458/56,10458/56,1,0,2/26/2013,10458,10458,56,56,15,15,"Boulevard Tirou, 255",Charleroi,Belgium,Suprêmes délices,B-6000,Western Europe,3/4/2013,30.4,30.4,0,3891,456
860,0,0,10458/71,10458/71,1,0,2/26/2013,10458,10458,71,71,50,50,"Boulevard Tirou, 255",Charleroi,Belgium,Suprêmes délices,B-6000,Western Europe,3/4/2013,17.2,17.2,0,3891,860
364.8,0.05,0.05,10459/7,10459/7,1,1,2/27/2013,10459,10459,7,7,16,16,"2, rue du Commerce",Lyon,France,Victuailles en stock,69004,Western Europe,2/28/2013,24,24,1,1659.2,364.8
182.4,0.05,0.05,10459/46,10459/46,1,1,2/27/2013,10459,10459,46,46,20,20,"2, rue du Commerce",Lyon,France,Victuailles en stock,69004,Western Europe,2/28/2013,9.6,9.6,1,1659.2,182.4
1112,0,0,10459/72,10459/72,1,0,2/27/2013,10459,10459,72,72,40,40,"2, rue du Commerce",Lyon,France,Victuailles en stock,69004,Western Europe,2/28/2013,27.8,27.8,1,1659.2,1112
157.5,0.25,0.25,10460/68,10460/68,1,1,2/28/2013,10460,10460,68,68,21,21,Åkergatan 24,Bräcke,Sweden,Folk och fä HB,S-844 67,Northern Europe,3/3/2013,10,10,1,176.1,157.5
18.6,0.25,0.25,10460/75,10460/75,1,1,2/28/2013,10460,10460,75,75,4,4,Åkergatan 24,Bräcke,Sweden,Folk och fä HB,S-844 67,Northern Europe,3/3/2013,6.2,6.2,1,176.1,18.6
240,0.25,0.25,10461/21,10461/21,1,1,2/28/2013,10461,10461,21,21,40,40,Carrera 52 con Ave. Bolívar #65-98 Llano Largo,Barquisimeto,Venezuela,LILA-Supermercado,3508,South America,3/5/2013,8,8,1,1538.7,240
434.7,0.25,0.25,10461/30,10461/30,1,1,2/28/2013,10461,10461,30,30,28,28,Carrera 52 con Ave. Bolívar #65-98 Llano Largo,Barquisimeto,Venezuela,LILA-Supermercado,3508,South America,3/5/2013,20.7,20.7,1,1538.7,434.7
864,0.25,0.25,10461/55,10461/55,1,1,2/28/2013,10461,10461,55,55,60,60,Carrera 52 con Ave. Bolívar #65-98 Llano Largo,Barquisimeto,Venezuela,LILA-Supermercado,3508,South America,3/5/2013,19.2,19.2,1,1538.7,864
4.8,0,0,10462/13,10462/13,1,0,3/3/2013,10462,10462,13,13,1,1,Berkeley Gardens 12  Brewery,London,UK,Consolidated Holdings,WX1 6LT,British Isles,3/18/2013,4.8,4.8,0,156,4.8
151.2,0,0,10462/23,10462/23,1,0,3/3/2013,10462,10462,23,23,21,21,Berkeley Gardens 12  Brewery,London,UK,Consolidated Holdings,WX1 6LT,British Isles,3/18/2013,7.2,7.2,0,156,151.2
153.3,0,0,10463/19,10463/19,1,0,3/4/2013,10463,10463,19,19,21,21,"Boulevard Tirou, 255",Charleroi,Belgium,Suprêmes délices,B-6000,Western Europe,3/6/2013,7.3,7.3,0,713.3,153.3
560,0,0,10463/42,10463/42,1,0,3/4/2013,10463,10463,42,42,50,50,"Boulevard Tirou, 255",Charleroi,Belgium,Suprêmes délices,B-6000,Western Europe,3/6/2013,11.2,11.2,0,713.3,560
225.28,0.2,0.2,10464/4,10464/4,1,1,3/4/2013,10464,10464,4,4,16,16,Jardim das rosas n. 32,Lisboa,Portugal,Furia Bacalhau e Frutos do Mar,1675,Southern Europe,3/14/2013,17.6,17.6,1,1609.28,225.28
110.4,0,0,10464/43,10464/43,1,0,3/4/2013,10464,10464,43,43,3,3,Jardim das rosas n. 32,Lisboa,Portugal,Furia Bacalhau e Frutos do Mar,1675,Southern Europe,3/14/2013,36.8,36.8,1,1609.28,110.4
729.6,0.2,0.2,10464/56,10464/56,1,1,3/4/2013,10464,10464,56,56,30,30,Jardim das rosas n. 32,Lisboa,Portugal,Furia Bacalhau e Frutos do Mar,1675,Southern Europe,3/14/2013,30.4,30.4,1,1609.28,729.6
544,0,0,10464/60,10464/60,1,0,3/4/2013,10464,10464,60,60,20,20,Jardim das rosas n. 32,Lisboa,Portugal,Furia Bacalhau e Frutos do Mar,1675,Southern Europe,3/14/2013,27.2,27.2,1,1609.28,544
90,0,0,10465/24,10465/24,1,0,3/5/2013,10465,10465,24,24,25,25,Smagsloget 45,Århus,Denmark,Vaffeljernet,8200,Northern Europe,3/14/2013,3.6,3.6,1,2518,90
1603.8,0.1,0.1,10465/29,10465/29,1,1,3/5/2013,10465,10465,29,29,18,18,Smagsloget 45,Århus,Denmark,Vaffeljernet,8200,Northern Europe,3/14/2013,99,99,1,2518,1603.8
294,0,0,10465/40,10465/40,1,0,3/5/2013,10465,10465,40,40,20,20,Smagsloget 45,Århus,Denmark,Vaffeljernet,8200,Northern Europe,3/14/2013,14.7,14.7,1,2518,294
205.2,0.1,0.1,10465/45,10465/45,1,1,3/5/2013,10465,10465,45,45,30,30,Smagsloget 45,Århus,Denmark,Vaffeljernet,8200,Northern Europe,3/14/2013,7.6,7.6,1,2518,205.2
325,0,0,10465/50,10465/50,1,0,3/5/2013,10465,10465,50,50,25,25,Smagsloget 45,Århus,Denmark,Vaffeljernet,8200,Northern Europe,3/14/2013,13,13,1,2518,325
168,0,0,10466/11,10466/11,1,0,3/6/2013,10466,10466,11,11,10,10,"Av. dos Lusíadas, 23",Sao Paulo,Brazil,Comércio Mineiro,05432-043,South America,3/13/2013,16.8,16.8,0,216,168
48,0,0,10466/46,10466/46,1,0,3/6/2013,10466,10466,46,46,5,5,"Av. dos Lusíadas, 23",Sao Paulo,Brazil,Comércio Mineiro,05432-043,South America,3/13/2013,9.6,9.6,0,216,48
100.8,0,0,10467/24,10467/24,1,0,3/6/2013,10467,10467,24,24,28,28,Via Ludovico il Moro 22,Bergamo,Italy,Magazzini Alimentari Riuniti,24100,Southern Europe,3/11/2013,3.6,3.6,0,235.2,100.8
134.4,0,0,10467/25,10467/25,1,0,3/6/2013,10467,10467,25,25,12,12,Via Ludovico il Moro 22,Bergamo,Italy,Magazzini Alimentari Riuniti,24100,Southern Europe,3/11/2013,11.2,11.2,0,235.2,134.4
165.6,0,0,10468/30,10468/30,1,0,3/7/2013,10468,10468,30,30,8,8,Maubelstr. 90,Brandenburg,Germany,Königlich Essen,14776,Western Europe,3/12/2013,20.7,20.7,0,717.6,165.6
552,0,0,10468/43,10468/43,1,0,3/7/2013,10468,10468,43,43,15,15,Maubelstr. 90,Brandenburg,Germany,Königlich Essen,14776,Western Europe,3/12/2013,36.8,36.8,0,717.6,552
516.8,0.15,0.15,10469/2,10469/2,1,1,3/10/2013,10469,10469,2,2,40,40,1029 - 12th Ave. S.,Seattle,USA,White Clover Markets,98124,North America,3/14/2013,15.2,15.2,1,956.675,516.8
413.525,0.15,0.15,10469/16,10469/16,1,1,3/10/2013,10469,10469,16,16,35,35,1029 - 12th Ave. S.,Seattle,USA,White Clover Markets,98124,North America,3/14/2013,13.9,13.9,1,956.675,413.525
26.35,0.15,0.15,10469/44,10469/44,1,1,3/10/2013,10469,10469,44,44,2,2,1029 - 12th Ave. S.,Seattle,USA,White Clover Markets,98124,North America,3/14/2013,15.5,15.5,1,956.675,26.35
1500,0,0,10470/18,10470/18,1,0,3/11/2013,10470,10470,18,18,30,30,"12, rue des Bouchers",Marseille,France,Bon app',13008,Western Europe,3/14/2013,50,50,0,1820.8,1500
108,0,0,10470/23,10470/23,1,0,3/11/2013,10470,10470,23,23,15,15,"12, rue des Bouchers",Marseille,France,Bon app',13008,Western Europe,3/14/2013,7.2,7.2,0,1820.8,108
212.8,0,0,10470/64,10470/64,1,0,3/11/2013,10470,10470,64,64,8,8,"12, rue des Bouchers",Marseille,France,Bon app',13008,Western Europe,3/14/2013,26.6,26.6,0,1820.8,212.8
720,0,0,10471/7,10471/7,1,0,3/11/2013,10471,10471,7,7,30,30,Fauntleroy Circus,London,UK,B's Beverages,EC2 5NT,British Isles,3/18/2013,24,24,0,1328,720
608,0,0,10471/56,10471/56,1,0,3/11/2013,10471,10471,56,56,20,20,Fauntleroy Circus,London,UK,B's Beverages,EC2 5NT,British Isles,3/18/2013,30.4,30.4,0,1328,608
273.6,0.05,0.05,10472/24,10472/24,1,1,3/12/2013,10472,10472,24,24,80,80,90 Wadhurst Rd.,London,UK,Seven Seas Imports,OX15 4NB,British Isles,3/19/2013,3.6,3.6,1,1036.8,273.6
763.2,0,0,10472/51,10472/51,1,0,3/12/2013,10472,10472,51,51,18,18,90 Wadhurst Rd.,London,UK,Seven Seas Imports,OX15 4NB,British Isles,3/19/2013,42.4,42.4,1,1036.8,763.2
24,0,0,10473/33,10473/33,1,0,3/13/2013,10473,10473,33,33,12,12,Garden House Crowther Way,Cowes,UK,Island Trading,PO31 7PJ,British Isles,3/21/2013,2,2,0,230.4,24
206.4,0,0,10473/71,10473/71,1,0,3/13/2013,10473,10473,71,71,12,12,Garden House Crowther Way,Cowes,UK,Island Trading,PO31 7PJ,British Isles,3/21/2013,17.2,17.2,0,230.4,206.4
223.2,0,0,10474/14,10474/14,1,0,3/13/2013,10474,10474,14,14,12,12,Calle Dr. Jorge Cash 321,México D.F.,Mexico,Pericles Comidas clásicas,05033,Central America,3/21/2013,18.6,18.6,0,1249.1,223.2
655.2,0,0,10474/28,10474/28,1,0,3/13/2013,10474,10474,28,28,18,18,Calle Dr. Jorge Cash 321,México D.F.,Mexico,Pericles Comidas clásicas,05033,Central America,3/21/2013,36.4,36.4,0,1249.1,655.2
308.7,0,0,10474/40,10474/40,1,0,3/13/2013,10474,10474,40,40,21,21,Calle Dr. Jorge Cash 321,México D.F.,Mexico,Pericles Comidas clásicas,05033,Central America,3/21/2013,14.7,14.7,0,1249.1,308.7
62,0,0,10474/75,10474/75,1,0,3/13/2013,10474,10474,75,75,10,10,Calle Dr. Jorge Cash 321,México D.F.,Mexico,Pericles Comidas clásicas,05033,Central America,3/21/2013,6.2,6.2,0,1249.1,62
297.5,0.15,0.15,10475/31,10475/31,1,1,3/14/2013,10475,10475,31,31,35,35,"Boulevard Tirou, 255",Charleroi,Belgium,Suprêmes délices,B-6000,Western Europe,4/4/2013,10,10,1,1505.18,297.5
693.6,0.15,0.15,10475/66,10475/66,1,1,3/14/2013,10475,10475,66,66,60,60,"Boulevard Tirou, 255",Charleroi,Belgium,Suprêmes délices,B-6000,Western Europe,4/4/2013,13.6,13.6,1,1505.18,693.6
514.08,0.15,0.15,10475/76,10475/76,1,1,3/14/2013,10475,10475,76,76,42,42,"Boulevard Tirou, 255",Charleroi,Belgium,Suprêmes délices,B-6000,Western Europe,4/4/2013,14.4,14.4,1,1505.18,514.08
36.48,0.05,0.05,10476/55,10476/55,1,1,3/17/2013,10476,10476,55,55,2,2,Carrera 22 con Ave. Carlos Soublette #8-35,San Cristóbal,Venezuela,HILARION-Abastos,5022,South America,3/24/2013,19.2,19.2,1,180.48,36.48
144,0,0,10476/70,10476/70,1,0,3/17/2013,10476,10476,70,70,12,12,Carrera 22 con Ave. Carlos Soublette #8-35,San Cristóbal,Venezuela,HILARION-Abastos,5022,South America,3/24/2013,12,12,1,180.48,144
216,0,0,10477/1,10477/1,1,0,3/17/2013,10477,10477,1,1,15,15,Estrada da saúde n. 58,Lisboa,Portugal,Princesa Isabel Vinhos,1756,Southern Europe,3/25/2013,14.4,14.4,1,558,216
126,0.25,0.25,10477/21,10477/21,1,1,3/17/2013,10477,10477,21,21,21,21,Estrada da saúde n. 58,Lisboa,Portugal,Princesa Isabel Vinhos,1756,Southern Europe,3/25/2013,8,8,1,558,126
216,0.25,0.25,10477/39,10477/39,1,1,3/17/2013,10477,10477,39,39,20,20,Estrada da saúde n. 58,Lisboa,Portugal,Princesa Isabel Vinhos,1756,Southern Europe,3/25/2013,14.4,14.4,1,558,216
471.2,0.05,0.05,10478/10,10478/10,1,1,3/18/2013,10478,10478,10,10,20,20,"2, rue du Commerce",Lyon,France,Victuailles en stock,69004,Western Europe,3/26/2013,24.8,24.8,1,471.2,471.2
6324,0,0,10479/38,10479/38,1,0,3/19/2013,10479,10479,38,38,30,30,2817 Milton Dr.,Albuquerque,USA,Rattlesnake Canyon Grocery,87110,North America,3/21/2013,210.8,210.8,0,10495.6,6324
733.6,0,0,10479/53,10479/53,1,0,3/19/2013,10479,10479,53,53,28,28,2817 Milton Dr.,Albuquerque,USA,Rattlesnake Canyon Grocery,87110,North America,3/21/2013,26.2,26.2,0,10495.6,733.6
2640,0,0,10479/59,10479/59,1,0,3/19/2013,10479,10479,59,59,60,60,2817 Milton Dr.,Albuquerque,USA,Rattlesnake Canyon Grocery,87110,North America,3/21/2013,44,44,0,10495.6,2640
798,0,0,10479/64,10479/64,1,0,3/19/2013,10479,10479,64,64,30,30,2817 Milton Dr.,Albuquerque,USA,Rattlesnake Canyon Grocery,87110,North America,3/21/2013,26.6,26.6,0,10495.6,798
228,0,0,10480/47,10480/47,1,0,3/20/2013,10480,10480,47,47,30,30,"184, chaussée de Tournai",Lille,France,Folies gourmandes,59000,Western Europe,3/24/2013,7.6,7.6,0,756,228
528,0,0,10480/59,10480/59,1,0,3/20/2013,10480,10480,59,59,12,12,"184, chaussée de Tournai",Lille,France,Folies gourmandes,59000,Western Europe,3/24/2013,44,44,0,756,528
384,0,0,10481/49,10481/49,1,0,3/20/2013,10481,10481,49,49,24,24,"Av. Copacabana, 267",Rio de Janeiro,Brazil,Ricardo Adocicados,02389-890,South America,3/25/2013,16,16,0,1472,384
1088,0,0,10481/60,10481/60,1,0,3/20/2013,10481,10481,60,60,40,40,"Av. Copacabana, 267",Rio de Janeiro,Brazil,Ricardo Adocicados,02389-890,South America,3/25/2013,27.2,27.2,0,1472,1088
147,0,0,10482/40,10482/40,1,0,3/21/2013,10482,10482,40,40,10,10,12 Orchestra Terrace,Walla Walla,USA,Lazy K Kountry Store,99362,North America,4/10/2013,14.7,14.7,0,147,147
372.4,0.05,0.05,10483/34,10483/34,1,1,3/24/2013,10483,10483,34,34,35,35,1029 - 12th Ave. S.,Seattle,USA,White Clover Markets,98124,North America,4/25/2013,11.2,11.2,1,668.8,372.4
296.4,0.05,0.05,10483/77,10483/77,1,1,3/24/2013,10483,10483,77,77,30,30,1029 - 12th Ave. S.,Seattle,USA,White Clover Markets,98124,North America,4/25/2013,10.4,10.4,1,668.8,296.4
112,0,0,10484/21,10484/21,1,0,3/24/2013,10484,10484,21,21,14,14,Fauntleroy Circus,London,UK,B's Beverages,EC2 5NT,British Isles,4/1/2013,8,8,0,386.2,112
147,0,0,10484/40,10484/40,1,0,3/24/2013,10484,10484,40,40,10,10,Fauntleroy Circus,London,UK,B's Beverages,EC2 5NT,British Isles,4/1/2013,14.7,14.7,0,386.2,147
127.2,0,0,10484/51,10484/51,1,0,3/24/2013,10484,10484,51,51,3,3,Fauntleroy Circus,London,UK,B's Beverages,EC2 5NT,British Isles,4/1/2013,42.4,42.4,0,386.2,127.2
273.6,0.1,0.1,10485/2,10485/2,1,1,3/25/2013,10485,10485,2,2,20,20,Ave. 5 de Mayo Porlamar,I. de Margarita,Venezuela,LINO-Delicateses,4980,South America,3/31/2013,15.2,15.2,1,1584,273.6
144,0.1,0.1,10485/3,10485/3,1,1,3/25/2013,10485,10485,3,3,20,20,Ave. 5 de Mayo Porlamar,I. de Margarita,Venezuela,LINO-Delicateses,4980,South America,3/31/2013,8,8,1,1584,144
518.4,0.1,0.1,10485/55,10485/55,1,1,3/25/2013,10485,10485,55,55,30,30,Ave. 5 de Mayo Porlamar,I. de Margarita,Venezuela,LINO-Delicateses,4980,South America,3/31/2013,19.2,19.2,1,1584,518.4
648,0.1,0.1,10485/70,10485/70,1,1,3/25/2013,10485,10485,70,70,60,60,Ave. 5 de Mayo Porlamar,I. de Margarita,Venezuela,LINO-Delicateses,4980,South America,3/31/2013,12,12,1,1584,648
84,0,0,10486/11,10486/11,1,0,3/26/2013,10486,10486,11,11,5,5,Carrera 22 con Ave. Carlos Soublette #8-35,San Cristóbal,Venezuela,HILARION-Abastos,5022,South America,4/2/2013,16.8,16.8,0,1272,84
1060,0,0,10486/51,10486/51,1,0,3/26/2013,10486,10486,51,51,25,25,Carrera 22 con Ave. Carlos Soublette #8-35,San Cristóbal,Venezuela,HILARION-Abastos,5022,South America,4/2/2013,42.4,42.4,0,1272,1060
128,0,0,10486/74,10486/74,1,0,3/26/2013,10486,10486,74,74,16,16,Carrera 22 con Ave. Carlos Soublette #8-35,San Cristóbal,Venezuela,HILARION-Abastos,5022,South America,4/2/2013,8,8,0,1272,128
36.5,0,0,10487/19,10487/19,1,0,3/26/2013,10487,10487,19,19,5,5,"Alameda dos Canàrios, 891",Sao Paulo,Brazil,Queen Cozinha,05487-020,South America,3/28/2013,7.3,7.3,1,889.7,36.5
747,0,0,10487/26,10487/26,1,0,3/26/2013,10487,10487,26,26,30,30,"Alameda dos Canàrios, 891",Sao Paulo,Brazil,Queen Cozinha,05487-020,South America,3/28/2013,24.9,24.9,1,889.7,747
106.2,0.25,0.25,10487/54,10487/54,1,1,3/26/2013,10487,10487,54,54,24,24,"Alameda dos Canàrios, 891",Sao Paulo,Brazil,Queen Cozinha,05487-020,South America,3/28/2013,5.9,5.9,1,889.7,106.2
1320,0,0,10488/59,10488/59,1,0,3/27/2013,10488,10488,59,59,30,30,Berliner Platz 43,München,Germany,Frankenversand,80805,Western Europe,4/2/2013,44,44,1,1512,1320
192,0.2,0.2,10488/73,10488/73,1,1,3/27/2013,10488,10488,73,73,20,20,Berliner Platz 43,München,Germany,Frankenversand,80805,Western Europe,4/2/2013,12,12,1,1512,192
189,0.25,0.25,10489/11,10489/11,1,1,3/28/2013,10489,10489,11,11,15,15,Geislweg 14,Salzburg,Austria,Piccolo und mehr,5020,Western Europe,4/9/2013,16.8,16.8,1,439.2,189
250.2,0,0,10489/16,10489/16,1,0,3/28/2013,10489,10489,16,16,18,18,Geislweg 14,Salzburg,Austria,Piccolo und mehr,5020,Western Europe,4/9/2013,13.9,13.9,1,439.2,250.2
2640,0,0,10490/59,10490/59,1,0,3/31/2013,10490,10490,59,59,60,60,Carrera 22 con Ave. Carlos Soublette #8-35,San Cristóbal,Venezuela,HILARION-Abastos,5022,South America,4/3/2013,44,44,0,3163.2,2640
300,0,0,10490/68,10490/68,1,0,3/31/2013,10490,10490,68,68,30,30,Carrera 22 con Ave. Carlos Soublette #8-35,San Cristóbal,Venezuela,HILARION-Abastos,5022,South America,4/3/2013,10,10,0,3163.2,300
223.2,0,0,10490/75,10490/75,1,0,3/31/2013,10490,10490,75,75,36,36,Carrera 22 con Ave. Carlos Soublette #8-35,San Cristóbal,Venezuela,HILARION-Abastos,5022,South America,4/3/2013,6.2,6.2,0,3163.2,223.2
197.625,0.15,0.15,10491/44,10491/44,1,1,3/31/2013,10491,10491,44,44,15,15,Jardim das rosas n. 32,Lisboa,Portugal,Furia Bacalhau e Frutos do Mar,1675,Southern Europe,4/8/2013,15.5,15.5,1,259.505,197.625
61.88,0.15,0.15,10491/77,10491/77,1,1,3/31/2013,10491,10491,77,77,7,7,Jardim das rosas n. 32,Lisboa,Portugal,Furia Bacalhau e Frutos do Mar,1675,Southern Europe,4/8/2013,10.4,10.4,1,259.505,61.88
638.4,0.05,0.05,10492/25,10492/25,1,1,4/1/2013,10492,10492,25,25,60,60,23 Tsawassen Blvd.,Tsawassen,Canada,Bottom-Dollar Markets,T2F 8M4,North America,4/11/2013,11.2,11.2,1,851.2,638.4
212.8,0.05,0.05,10492/42,10492/42,1,1,4/1/2013,10492,10492,42,42,20,20,23 Tsawassen Blvd.,Tsawassen,Canada,Bottom-Dollar Markets,T2F 8M4,North America,4/11/2013,11.2,11.2,1,851.2,212.8
