,index,Id,OrderId,ProductId,UnitPrice,Quantity,Discount,price,OnSale,discounted_order,order_total
360,360,10384/20,10384,20,64.8,28,0.0,1814.3999999999999,0,0,2222.3999999999996
361,361,10384/60,10384,60,27.2,15,0.0,408.0,0,0,2222.3999999999996
362,362,10385/7,10385,7,24.0,10,0.2,192.00000000000003,1,1,691.2
363,363,10385/60,10385,60,27.2,20,0.2,435.20000000000005,1,1,691.2
364,364,10385/68,10385,68,10.0,8,0.2,64.0,1,1,691.2
365,365,10386/24,10386,24,3.6,15,0.0,54.0,0,0,166.0
366,366,10386/34,10386,34,11.2,10,0.0,112.0,0,0,166.0
367,367,10387/24,10387,24,3.6,15,0.0,54.0,0,0,1058.4
368,368,10387/28,10387,28,36.4,6,0.0,218.39999999999998,0,0,1058.4
369,369,10387/59,10387,59,44.0,12,0.0,528.0,0,0,1058.4
370,370,10387/71,10387,71,17.2,15,0.0,258.0,0,0,1058.4
371,371,10388/45,10388,45,7.6,15,0.2,91.2,1,1,1228.8
372,372,10388/52,10388,52,5.6,20,0.2,89.6,1,1,1228.8
373,373,10388/53,10388,53,26.2,40,0.0,1048.0,0,1,1228.8
374,374,10389/10,10389,10,24.8,16,0.0,396.8,0,0,1832.8
375,375,10389/55,10389,55,19.2,15,0.0,288.0,0,0,1832.8
376,376,10389/62,10389,62,39.4,20,0.0,788.0,0,0,1832.8
377,377,10389/70,10389,70,12.0,30,0.0,360.0,0,0,1832.8
378,378,10390/31,10390,31,10.0,60,0.1,540.0,1,1,2090.88
379,379,10390/35,10390,35,14.4,40,0.1,518.4000000000001,1,1,2090.88
380,380,10390/46,10390,46,9.6,45,0.0,432.0,0,1,2090.88
381,381,10390/72,10390,72,27.8,24,0.1,600.48,1,1,2090.88
382,382,10391/13,10391,13,4.8,18,0.0,86.39999999999999,0,0,86.39999999999999
383,383,10392/69,10392,69,28.8,50,0.0,1440.0,0,0,1440.0
384,384,10393/2,10393,2,15.2,25,0.25,284.99999999999994,1,1,2556.95
385,385,10393/14,10393,14,18.6,42,0.25,585.9000000000001,1,1,2556.95
386,386,10393/25,10393,25,11.2,7,0.25,58.79999999999999,1,1,2556.95
387,387,10393/26,10393,26,24.9,70,0.25,1307.2499999999998,1,1,2556.95
388,388,10393/31,10393,31,10.0,32,0.0,320.0,0,1,2556.95
389,389,10394/13,10394,13,4.8,10,0.0,48.0,0,0,442.0
390,390,10394/62,10394,62,39.4,10,0.0,394.0,0,0,442.0
391,391,10395/46,10395,46,9.6,28,0.1,241.92000000000002,1,1,2122.92
392,392,10395/53,10395,53,26.2,70,0.1,1650.6,1,1,2122.92
393,393,10395/69,10395,69,28.8,8,0.0,230.4,0,1,2122.92
394,394,10396/23,10396,23,7.2,40,0.0,288.0,0,0,1903.8000000000002
395,395,10396/71,10396,71,17.2,60,0.0,1032.0,0,0,1903.8000000000002
396,396,10396/72,10396,72,27.8,21,0.0,583.8000000000001,0,0,1903.8000000000002
397,397,10397/21,10397,21,8.0,10,0.15,68.0,1,1,716.72
398,398,10397/51,10397,51,42.4,18,0.15,648.72,1,1,716.72
399,399,10398/35,10398,35,14.4,30,0.0,432.0,0,1,2505.6000000000004
400,400,10398/55,10398,55,19.2,120,0.1,2073.6000000000004,1,1,2505.6000000000004
401,401,10399/68,10399,68,10.0,60,0.0,600.0,0,0,1765.6
402,402,10399/71,10399,71,17.2,30,0.0,516.0,0,0,1765.6
403,403,10399/76,10399,76,14.4,35,0.0,504.0,0,0,1765.6
404,404,10399/77,10399,77,10.4,14,0.0,145.6,0,0,1765.6
405,405,10400/29,10400,29,99.0,21,0.0,2079.0,0,0,3063.0
406,406,10400/35,10400,35,14.4,35,0.0,504.0,0,0,3063.0
407,407,10400/49,10400,49,16.0,30,0.0,480.0,0,0,3063.0
408,408,10401/30,10401,30,20.7,18,0.0,372.59999999999997,0,0,3868.6
409,409,10401/56,10401,56,30.4,70,0.0,2128.0,0,0,3868.6
410,410,10401/65,10401,65,16.8,20,0.0,336.0,0,0,3868.6
411,411,10401/71,10401,71,17.2,60,0.0,1032.0,0,0,3868.6
412,412,10402/23,10402,23,7.2,60,0.0,432.0,0,0,2713.5
413,413,10402/63,10402,63,35.1,65,0.0,2281.5,0,0,2713.5
414,414,10403/16,10403,16,13.9,21,0.15,248.11499999999998,1,1,855.015
415,415,10403/48,10403,48,10.2,70,0.15,606.9,1,1,855.015
416,416,10404/26,10404,26,24.9,30,0.05,709.65,1,1,1591.25
417,417,10404/42,10404,42,11.2,40,0.05,425.59999999999997,1,1,1591.25
418,418,10404/49,10404,49,16.0,30,0.05,456.0,1,1,1591.25
419,419,10405/3,10405,3,8.0,50,0.0,400.0,0,0,400.0
420,420,10406/1,10406,1,14.4,10,0.0,144.0,0,1,1830.78
421,421,10406/21,10406,21,8.0,30,0.1,216.0,1,1,1830.78
422,422,10406/28,10406,28,36.4,42,0.1,1375.9199999999998,1,1,1830.78
423,423,10406/36,10406,36,15.2,5,0.1,68.4,1,1,1830.78
424,424,10406/40,10406,40,14.7,2,0.1,26.46,1,1,1830.78
425,425,10407/11,10407,11,16.8,30,0.0,504.0,0,0,1194.0
426,426,10407/69,10407,69,28.8,15,0.0,432.0,0,0,1194.0
427,427,10407/71,10407,71,17.2,15,0.0,258.0,0,0,1194.0
428,428,10408/37,10408,37,20.8,10,0.0,208.0,0,0,1622.4
429,429,10408/54,10408,54,5.9,6,0.0,35.400000000000006,0,0,1622.4
430,430,10408/62,10408,62,39.4,35,0.0,1379.0,0,0,1622.4
431,431,10409/14,10409,14,18.6,12,0.0,223.20000000000002,0,0,319.20000000000005
432,432,10409/21,10409,21,8.0,12,0.0,96.0,0,0,319.20000000000005
433,433,10410/33,10410,33,2.0,49,0.0,98.0,0,0,802.0
434,434,10410/59,10410,59,44.0,16,0.0,704.0,0,0,802.0
435,435,10411/41,10411,41,7.7,25,0.2,154.0,1,1,966.8
436,436,10411/44,10411,44,15.5,40,0.2,496.0,1,1,966.8
437,437,10411/59,10411,59,44.0,9,0.2,316.8,1,1,966.8
438,438,10412/14,10412,14,18.6,20,0.1,334.80000000000007,1,1,334.80000000000007
439,439,10413/1,10413,1,14.4,24,0.0,345.6,0,0,2123.2
440,440,10413/62,10413,62,39.4,40,0.0,1576.0,0,0,2123.2
441,441,10413/76,10413,76,14.4,14,0.0,201.6,0,0,2123.2
442,442,10414/19,10414,19,7.3,18,0.05,124.83,1,1,224.82999999999998
443,443,10414/33,10414,33,2.0,50,0.0,100.0,0,1,224.82999999999998
444,444,10415/17,10415,17,31.2,2,0.0,62.4,0,0,102.4
445,445,10415/33,10415,33,2.0,20,0.0,40.0,0,0,102.4
446,446,10416/19,10416,19,7.3,20,0.0,146.0,0,0,720.0
447,447,10416/53,10416,53,26.2,10,0.0,262.0,0,0,720.0
448,448,10416/57,10416,57,15.6,20,0.0,312.0,0,0,720.0
449,449,10417/38,10417,38,210.8,50,0.0,10540.0,0,1,11188.4
450,450,10417/46,10417,46,9.6,2,0.25,14.399999999999999,1,1,11188.4
451,451,10417/68,10417,68,10.0,36,0.25,270.0,1,1,11188.4
452,452,10417/77,10417,77,10.4,35,0.0,364.0,0,1,11188.4
453,453,10418/2,10418,2,15.2,60,0.0,912.0,0,0,1814.8
454,454,10418/47,10418,47,7.6,55,0.0,418.0,0,0,1814.8
455,455,10418/61,10418,61,22.8,16,0.0,364.8,0,0,1814.8
456,456,10418/74,10418,74,8.0,15,0.0,120.0,0,0,1814.8
457,457,10419/60,10419,60,27.2,60,0.05,1550.4,1,1,2097.6000000000004
458,458,10419/69,10419,69,28.8,20,0.05,547.2,1,1,2097.6000000000004
459,459,10420/9,10420,9,77.6,20,0.1,1396.8000000000002,1,1,1707.8400000000004
460,460,10420/13,10420,13,4.8,2,0.1,8.64,1,1,1707.8400000000004
461,461,10420/70,10420,70,12.0,8,0.1,86.4,1,1,1707.8400000000004
462,462,10420/73,10420,73,12.0,20,0.1,216.0,1,1,1707.8400000000004
463,463,10421/19,10421,19,7.3,4,0.15,24.82,1,1,1194.2700000000002
464,464,10421/26,10421,26,24.9,30,0.0,747.0,0,1,1194.2700000000002
465,465,10421/53,10421,53,26.2,15,0.15,334.05,1,1,1194.2700000000002
466,466,10421/77,10421,77,10.4,10,0.15,88.4,1,1,1194.2700000000002
467,467,10422/26,10422,26,24.9,2,0.0,49.8,0,0,49.8
468,468,10423/31,10423,31,10.0,14,0.0,140.0,0,0,1020.0
469,469,10423/59,10423,59,44.0,20,0.0,880.0,0,0,1020.0
470,470,10424/35,10424,35,14.4,60,0.2,691.2,1,1,9194.560000000001
471,471,10424/38,10424,38,210.8,49,0.2,8263.36,1,1,9194.560000000001
472,472,10424/68,10424,68,10.0,30,0.2,240.0,1,1,9194.560000000001
473,473,10425/55,10425,55,19.2,10,0.25,144.0,1,1,360.0
474,474,10425/76,10425,76,14.4,20,0.25,216.0,1,1,360.0
475,475,10426/56,10426,56,30.4,5,0.0,152.0,0,0,338.20000000000005
476,476,10426/64,10426,64,26.6,7,0.0,186.20000000000002,0,0,338.20000000000005
477,477,10427/14,10427,14,18.6,35,0.0,651.0,0,0,651.0
478,478,10428/46,10428,46,9.6,20,0.0,192.0,0,0,192.0
479,479,10429/50,10429,50,13.0,40,0.0,520.0,0,1,1441.375
480,480,10429/63,10429,63,35.1,35,0.25,921.3750000000001,1,1,1441.375
481,481,10430/17,10430,17,31.2,45,0.2,1123.2,1,1,4899.2
482,482,10430/21,10430,21,8.0,50,0.0,400.0,0,1,4899.2
483,483,10430/56,10430,56,30.4,30,0.0,912.0,0,1,4899.2
484,484,10430/59,10430,59,44.0,70,0.2,2464.0,1,1,4899.2
485,485,10431/17,10431,17,31.2,50,0.25,1170.0,1,1,1892.25
486,486,10431/40,10431,40,14.7,50,0.25,551.2499999999999,1,1,1892.25
487,487,10431/47,10431,47,7.6,30,0.25,170.99999999999997,1,1,1892.25
488,488,10432/26,10432,26,24.9,10,0.0,249.0,0,0,485.0
489,489,10432/54,10432,54,5.9,40,0.0,236.0,0,0,485.0
490,490,10433/56,10433,56,30.4,28,0.0,851.1999999999999,0,0,851.1999999999999
491,491,10434/11,10434,11,16.8,6,0.0,100.80000000000001,0,1,321.12
492,492,10434/76,10434,76,14.4,18,0.15,220.32,1,1,321.12
493,493,10435/2,10435,2,15.2,10,0.0,152.0,0,0,631.6
494,494,10435/22,10435,22,16.8,12,0.0,201.60000000000002,0,0,631.6
495,495,10435/72,10435,72,27.8,10,0.0,278.0,0,0,631.6
496,496,10436/46,10436,46,9.6,5,0.0,48.0,0,1,1994.5200000000002
497,497,10436/56,10436,56,30.4,40,0.1,1094.4,1,1,1994.5200000000002
498,498,10436/64,10436,64,26.6,30,0.1,718.2,1,1,1994.5200000000002
499,499,10436/75,10436,75,6.2,24,0.1,133.92000000000002,1,1,1994.5200000000002
500,500,10437/53,10437,53,26.2,15,0.0,393.0,0,0,393.0
501,501,10438/19,10438,19,7.3,15,0.2,87.6,1,1,454.0
502,502,10438/34,10438,34,11.2,20,0.2,179.2,1,1,454.0
503,503,10438/57,10438,57,15.6,15,0.2,187.20000000000002,1,1,454.0
504,504,10439/12,10439,12,30.4,15,0.0,456.0,0,0,1078.0
505,505,10439/16,10439,16,13.9,16,0.0,222.4,0,0,1078.0
506,506,10439/64,10439,64,26.6,6,0.0,159.60000000000002,0,0,1078.0
507,507,10439/74,10439,74,8.0,30,0.0,240.0,0,0,1078.0
508,508,10440/2,10440,2,15.2,45,0.15,581.4,1,1,4924.135
509,509,10440/16,10440,16,13.9,49,0.15,578.935,1,1,4924.135
510,510,10440/29,10440,29,99.0,24,0.15,2019.6,1,1,4924.135
511,511,10440/61,10440,61,22.8,90,0.15,1744.1999999999998,1,1,4924.135
512,512,10441/27,10441,27,35.1,50,0.0,1755.0,0,0,1755.0
513,513,10442/11,10442,11,16.8,30,0.0,504.0,0,0,1792.0
514,514,10442/54,10442,54,5.9,80,0.0,472.0,0,0,1792.0
515,515,10442/66,10442,66,13.6,60,0.0,816.0,0,0,1792.0
516,516,10443/11,10443,11,16.8,6,0.2,80.64000000000001,1,1,517.4399999999999
517,517,10443/28,10443,28,36.4,12,0.0,436.79999999999995,0,1,517.4399999999999
518,518,10444/17,10444,17,31.2,10,0.0,312.0,0,0,1031.7
519,519,10444/26,10444,26,24.9,15,0.0,373.5,0,0,1031.7
520,520,10444/35,10444,35,14.4,8,0.0,115.2,0,0,1031.7
521,521,10444/41,10444,41,7.7,30,0.0,231.0,0,0,1031.7
522,522,10445/39,10445,39,14.4,6,0.0,86.4,0,0,174.9
523,523,10445/54,10445,54,5.9,15,0.0,88.5,0,0,174.9
524,524,10446/19,10446,19,7.3,12,0.1,78.84,1,1,246.24
525,525,10446/24,10446,24,3.6,20,0.1,64.80000000000001,1,1,246.24
526,526,10446/31,10446,31,10.0,3,0.1,27.0,1,1,246.24
527,527,10446/52,10446,52,5.6,15,0.1,75.6,1,1,246.24
528,528,10447/19,10447,19,7.3,40,0.0,292.0,0,0,914.4
529,529,10447/65,10447,65,16.8,35,0.0,588.0,0,0,914.4
530,530,10447/71,10447,71,17.2,2,0.0,34.4,0,0,914.4
531,531,10448/26,10448,26,24.9,6,0.0,149.39999999999998,0,0,443.4
532,532,10448/40,10448,40,14.7,20,0.0,294.0,0,0,443.4
533,533,10449/10,10449,10,24.8,14,0.0,347.2,0,0,1838.2
534,534,10449/52,10449,52,5.6,20,0.0,112.0,0,0,1838.2
535,535,10449/62,10449,62,39.4,35,0.0,1379.0,0,0,1838.2
536,536,10450/10,10450,10,24.8,20,0.2,396.80000000000007,1,1,425.12000000000006
537,537,10450/54,10450,54,5.9,6,0.2,28.320000000000004,1,1,425.12000000000006
538,538,10451/55,10451,55,19.2,120,0.1,2073.6000000000004,1,1,3849.6600000000008
539,539,10451/64,10451,64,26.6,35,0.1,837.9000000000001,1,1,3849.6600000000008
540,540,10451/65,10451,65,16.8,28,0.1,423.36,1,1,3849.6600000000008
541,541,10451/77,10451,77,10.4,55,0.1,514.8000000000001,1,1,3849.6600000000008
542,542,10452/28,10452,28,36.4,15,0.0,546.0,0,1,2018.5
543,543,10452/44,10452,44,15.5,100,0.05,1472.5,1,1,2018.5
544,544,10453/48,10453,48,10.2,15,0.1,137.7,1,1,407.7
545,545,10453/70,10453,70,12.0,25,0.1,270.0,1,1,407.7
546,546,10454/16,10454,16,13.9,20,0.2,222.40000000000003,1,1,331.20000000000005
547,547,10454/33,10454,33,2.0,20,0.2,32.0,1,1,331.20000000000005
548,548,10454/46,10454,46,9.6,10,0.2,76.8,1,1,331.20000000000005
549,549,10455/39,10455,39,14.4,20,0.0,288.0,0,0,2684.0
550,550,10455/53,10455,53,26.2,50,0.0,1310.0,0,0,2684.0
551,551,10455/61,10455,61,22.8,25,0.0,570.0,0,0,2684.0
552,552,10455/71,10455,71,17.2,30,0.0,516.0,0,0,2684.0
553,553,10456/21,10456,21,8.0,40,0.15,272.0,1,1,557.5999999999999
554,554,10456/49,10456,49,16.0,21,0.15,285.59999999999997,1,1,557.5999999999999
555,555,10457/59,10457,59,44.0,36,0.0,1584.0,0,0,1584.0
556,556,10458/26,10458,26,24.9,30,0.0,747.0,0,0,3891.0
557,557,10458/28,10458,28,36.4,30,0.0,1092.0,0,0,3891.0
558,558,10458/43,10458,43,36.8,20,0.0,736.0,0,0,3891.0
559,559,10458/56,10458,56,30.4,15,0.0,456.0,0,0,3891.0
560,560,10458/71,10458,71,17.2,50,0.0,860.0,0,0,3891.0
561,561,10459/7,10459,7,24.0,16,0.05,364.79999999999995,1,1,1659.1999999999998
562,562,10459/46,10459,46,9.6,20,0.05,182.39999999999998,1,1,1659.1999999999998
563,563,10459/72,10459,72,27.8,40,0.0,1112.0,0,1,1659.1999999999998
564,564,10460/68,10460,68,10.0,21,0.25,157.5,1,1,176.1
565,565,10460/75,10460,75,6.2,4,0.25,18.6,1,1,176.1
566,566,10461/21,10461,21,8.0,40,0.25,240.0,1,1,1538.6999999999998
567,567,10461/30,10461,30,20.7,28,0.25,434.69999999999993,1,1,1538.6999999999998
568,568,10461/55,10461,55,19.2,60,0.25,863.9999999999999,1,1,1538.6999999999998
569,569,10462/13,10462,13,4.8,1,0.0,4.8,0,0,156.00000000000003
570,570,10462/23,10462,23,7.2,21,0.0,151.20000000000002,0,0,156.00000000000003
571,571,10463/19,10463,19,7.3,21,0.0,153.29999999999998,0,0,713.3
572,572,10463/42,10463,42,11.2,50,0.0,560.0,0,0,713.3
573,573,10464/4,10464,4,17.6,16,0.2,225.28000000000003,1,1,1609.28
574,574,10464/43,10464,43,36.8,3,0.0,110.39999999999999,0,1,1609.28
575,575,10464/56,10464,56,30.4,30,0.2,729.6,1,1,1609.28
576,576,10464/60,10464,60,27.2,20,0.0,544.0,0,1,1609.28
577,577,10465/24,10465,24,3.6,25,0.0,90.0,0,1,2518.0
578,578,10465/29,10465,29,99.0,18,0.1,1603.8000000000002,1,1,2518.0
579,579,10465/40,10465,40,14.7,20,0.0,294.0,0,1,2518.0
580,580,10465/45,10465,45,7.6,30,0.1,205.2,1,1,2518.0
581,581,10465/50,10465,50,13.0,25,0.0,325.0,0,1,2518.0
582,582,10466/11,10466,11,16.8,10,0.0,168.0,0,0,216.0
583,583,10466/46,10466,46,9.6,5,0.0,48.0,0,0,216.0
584,584,10467/24,10467,24,3.6,28,0.0,100.8,0,0,235.2
585,585,10467/25,10467,25,11.2,12,0.0,134.39999999999998,0,0,235.2
586,586,10468/30,10468,30,20.7,8,0.0,165.6,0,0,717.6
587,587,10468/43,10468,43,36.8,15,0.0,552.0,0,0,717.6
588,588,10469/2,10469,2,15.2,40,0.15,516.8,1,1,956.675
589,589,10469/16,10469,16,13.9,35,0.15,413.525,1,1,956.675
590,590,10469/44,10469,44,15.5,2,0.15,26.349999999999998,1,1,956.675
591,591,10470/18,10470,18,50.0,30,0.0,1500.0,0,0,1820.8
592,592,10470/23,10470,23,7.2,15,0.0,108.0,0,0,1820.8
593,593,10470/64,10470,64,26.6,8,0.0,212.8,0,0,1820.8
594,594,10471/7,10471,7,24.0,30,0.0,720.0,0,0,1328.0
595,595,10471/56,10471,56,30.4,20,0.0,608.0,0,0,1328.0
596,596,10472/24,10472,24,3.6,80,0.05,273.6,1,1,1036.8
597,597,10472/51,10472,51,42.4,18,0.0,763.1999999999999,0,1,1036.8
598,598,10473/33,10473,33,2.0,12,0.0,24.0,0,0,230.39999999999998
599,599,10473/71,10473,71,17.2,12,0.0,206.39999999999998,0,0,230.39999999999998
600,600,10474/14,10474,14,18.6,12,0.0,223.20000000000002,0,0,1249.1
601,601,10474/28,10474,28,36.4,18,0.0,655.1999999999999,0,0,1249.1
602,602,10474/40,10474,40,14.7,21,0.0,308.7,0,0,1249.1
603,603,10474/75,10474,75,6.2,10,0.0,62.0,0,0,1249.1
604,604,10475/31,10475,31,10.0,35,0.15,297.5,1,1,1505.1799999999998
605,605,10475/66,10475,66,13.6,60,0.15,693.5999999999999,1,1,1505.1799999999998
606,606,10475/76,10475,76,14.4,42,0.15,514.08,1,1,1505.1799999999998
607,607,10476/55,10476,55,19.2,2,0.05,36.48,1,1,180.48
608,608,10476/70,10476,70,12.0,12,0.0,144.0,0,1,180.48
609,609,10477/1,10477,1,14.4,15,0.0,216.0,0,1,558.0
610,610,10477/21,10477,21,8.0,21,0.25,126.0,1,1,558.0
611,611,10477/39,10477,39,14.4,20,0.25,216.0,1,1,558.0
612,612,10478/10,10478,10,24.8,20,0.05,471.2,1,1,471.2
613,613,10479/38,10479,38,210.8,30,0.0,6324.0,0,0,10495.6
614,614,10479/53,10479,53,26.2,28,0.0,733.6,0,0,10495.6
615,615,10479/59,10479,59,44.0,60,0.0,2640.0,0,0,10495.6
616,616,10479/64,10479,64,26.6,30,0.0,798.0,0,0,10495.6
617,617,10480/47,10480,47,7.6,30,0.0,228.0,0,0,756.0
618,618,10480/59,10480,59,44.0,12,0.0,528.0,0,0,756.0
619,619,10481/49,10481,49,16.0,24,0.0,384.0,0,0,1472.0
620,620,10481/60,10481,60,27.2,40,0.0,1088.0,0,0,1472.0
621,621,10482/40,10482,40,14.7,10,0.0,147.0,0,0,147.0
622,622,10483/34,10483,34,11.2,35,0.05,372.4,1,1,668.8
623,623,10483/77,10483,77,10.4,30,0.05,296.4,1,1,668.8
624,624,10484/21,10484,21,8.0,14,0.0,112.0,0,0,386.2
625,625,10484/40,10484,40,14.7,10,0.0,147.0,0,0,386.2
626,626,10484/51,10484,51,42.4,3,0.0,127.19999999999999,0,0,386.2
627,627,10485/2,10485,2,15.2,20,0.1,273.6,1,1,1584.0
628,628,10485/3,10485,3,8.0,20,0.1,144.0,1,1,1584.0
629,629,10485/55,10485,55,19.2,30,0.1,518.4000000000001,1,1,1584.0
630,630,10485/70,10485,70,12.0,60,0.1,648.0,1,1,1584.0
631,631,10486/11,10486,11,16.8,5,0.0,84.0,0,0,1272.0
632,632,10486/51,10486,51,42.4,25,0.0,1060.0,0,0,1272.0
633,633,10486/74,10486,74,8.0,16,0.0,128.0,0,0,1272.0
634,634,10487/19,10487,19,7.3,5,0.0,36.5,0,1,889.7
635,635,10487/26,10487,26,24.9,30,0.0,747.0,0,1,889.7
636,636,10487/54,10487,54,5.9,24,0.25,106.20000000000002,1,1,889.7
637,637,10488/59,10488,59,44.0,30,0.0,1320.0,0,1,1512.0
638,638,10488/73,10488,73,12.0,20,0.2,192.00000000000003,1,1,1512.0
639,639,10489/11,10489,11,16.8,15,0.25,189.00000000000003,1,1,439.20000000000005
640,640,10489/16,10489,16,13.9,18,0.0,250.20000000000002,0,1,439.20000000000005
641,641,10490/59,10490,59,44.0,60,0.0,2640.0,0,0,3163.2
642,642,10490/68,10490,68,10.0,30,0.0,300.0,0,0,3163.2
643,643,10490/75,10490,75,6.2,36,0.0,223.20000000000002,0,0,3163.2
644,644,10491/44,10491,44,15.5,15,0.15,197.62499999999997,1,1,259.505
645,645,10491/77,10491,77,10.4,7,0.15,61.879999999999995,1,1,259.505
646,646,10492/25,10492,25,11.2,60,0.05,638.4,1,1,851.1999999999999
647,647,10492/42,10492,42,11.2,20,0.05,212.79999999999998,1,1,851.1999999999999
648,648,10493/65,10493,65,16.8,15,0.1,226.8,1,1,608.4000000000001
649,649,10493/66,10493,66,13.6,10,0.1,122.4,1,1,608.4000000000001
650,650,10493/69,10493,69,28.8,10,0.1,259.20000000000005,1,1,608.4000000000001
651,651,10494/56,10494,56,30.4,30,0.0,912.0,0,0,912.0
652,652,10495/23,10495,23,7.2,10,0.0,72.0,0,0,278.0
653,653,10495/41,10495,41,7.7,20,0.0,154.0,0,0,278.0
654,654,10495/77,10495,77,10.4,5,0.0,52.0,0,0,278.0
655,655,10496/31,10496,31,10.0,20,0.05,190.0,1,1,190.0
656,656,10497/56,10497,56,30.4,14,0.0,425.59999999999997,0,0,1380.6
657,657,10497/72,10497,72,27.8,25,0.0,695.0,0,0,1380.6
658,658,10497/77,10497,77,10.4,25,0.0,260.0,0,0,1380.6
659,659,10498/24,10498,24,4.5,14,0.0,63.0,0,0,575.0
660,660,10498/40,10498,40,18.4,5,0.0,92.0,0,0,575.0
661,661,10498/42,10498,42,14.0,30,0.0,420.0,0,0,575.0
662,662,10499/28,10499,28,45.6,20,0.0,912.0,0,0,1412.0
663,663,10499/49,10499,49,20.0,25,0.0,500.0,0,0,1412.0
664,664,10500/15,10500,15,15.5,12,0.05,176.7,1,1,523.26
665,665,10500/28,10500,28,45.6,8,0.05,346.56,1,1,523.26
666,666,10501/54,10501,54,7.45,20,0.0,149.0,0,0,149.0
667,667,10502/45,10502,45,9.5,21,0.0,199.5,0,0,816.3
668,668,10502/53,10502,53,32.8,6,0.0,196.79999999999998,0,0,816.3
669,669,10502/67,10502,67,14.0,30,0.0,420.0,0,0,816.3
670,670,10503/14,10503,14,23.25,70,0.0,1627.5,0,0,2048.5
671,671,10503/65,10503,65,21.05,20,0.0,421.0,0,0,2048.5
672,672,10504/2,10504,2,19.0,12,0.0,228.0,0,0,1388.5
673,673,10504/21,10504,21,10.0,12,0.0,120.0,0,0,1388.5
674,674,10504/53,10504,53,32.8,10,0.0,328.0,0,0,1388.5
675,675,10504/61,10504,61,28.5,25,0.0,712.5,0,0,1388.5
676,676,10505/62,10505,62,49.3,3,0.0,147.89999999999998,0,0,147.89999999999998
677,677,10506/25,10506,25,14.0,18,0.1,226.79999999999998,1,1,415.79999999999995
678,678,10506/70,10506,70,15.0,14,0.1,189.0,1,1,415.79999999999995
679,679,10507/43,10507,43,46.0,15,0.15,586.5,1,1,749.0625
680,680,10507/48,10507,48,12.75,15,0.15,162.5625,1,1,749.0625
681,681,10508/13,10508,13,6.0,10,0.0,60.0,0,0,240.0
682,682,10508/39,10508,39,18.0,10,0.0,180.0,0,0,240.0
683,683,10509/28,10509,28,45.6,3,0.0,136.8,0,0,136.8
684,684,10510/29,10510,29,123.79,36,0.0,4456.4400000000005,0,1,4707.540000000001
685,685,10510/75,10510,75,7.75,36,0.1,251.10000000000002,1,1,4707.540000000001
686,686,10511/4,10511,4,22.0,50,0.15,935.0,1,1,2550.0
687,687,10511/7,10511,7,30.0,50,0.15,1275.0,1,1,2550.0
688,688,10511/8,10511,8,40.0,10,0.15,340.0,1,1,2550.0
689,689,10512/24,10512,24,4.5,10,0.15,38.25,1,1,525.3
690,690,10512/46,10512,46,12.0,9,0.15,91.8,1,1,525.3
691,691,10512/47,10512,47,9.5,6,0.15,48.449999999999996,1,1,525.3
692,692,10512/60,10512,60,34.0,12,0.15,346.79999999999995,1,1,525.3
693,693,10513/21,10513,21,10.0,40,0.2,320.0,1,1,1942.0
694,694,10513/32,10513,32,32.0,50,0.2,1280.0,1,1,1942.0
695,695,10513/61,10513,61,28.5,15,0.2,342.0,1,1,1942.0
696,696,10514/20,10514,20,81.0,39,0.0,3159.0,0,0,8623.45
697,697,10514/28,10514,28,45.6,35,0.0,1596.0,0,0,8623.45
698,698,10514/56,10514,56,38.0,70,0.0,2660.0,0,0,8623.45
699,699,10514/65,10514,65,21.05,39,0.0,820.95,0,0,8623.45
700,700,10514/75,10514,75,7.75,50,0.0,387.5,0,0,8623.45
701,701,10515/9,10515,9,97.0,16,0.15,1319.2,1,1,9921.3
702,702,10515/16,10515,16,17.45,50,0.0,872.5,0,1,9921.3
703,703,10515/27,10515,27,43.9,120,0.0,5268.0,0,1,9921.3
704,704,10515/33,10515,33,2.5,16,0.15,34.0,1,1,9921.3
705,705,10515/60,10515,60,34.0,84,0.15,2427.6,1,1,9921.3
706,706,10516/18,10516,18,62.5,25,0.1,1406.25,1,1,2381.05
707,707,10516/41,10516,41,9.65,80,0.1,694.8000000000001,1,1,2381.05
708,708,10516/42,10516,42,14.0,20,0.0,280.0,0,1,2381.05
709,709,10517/52,10517,52,7.0,6,0.0,42.0,0,0,352.0
710,710,10517/59,10517,59,55.0,4,0.0,220.0,0,0,352.0
711,711,10517/70,10517,70,15.0,6,0.0,90.0,0,0,352.0
712,712,10518/24,10518,24,4.5,5,0.0,22.5,0,0,4150.05
713,713,10518/38,10518,38,263.5,15,0.0,3952.5,0,0,4150.05
714,714,10518/44,10518,44,19.45,9,0.0,175.04999999999998,0,0,4150.05
715,715,10519/10,10519,10,31.0,16,0.05,471.2,1,1,2314.2
716,716,10519/56,10519,56,38.0,40,0.0,1520.0,0,1,2314.2
717,717,10519/60,10519,60,34.0,10,0.05,323.0,1,1,2314.2
718,718,10520/24,10520,24,4.5,8,0.0,36.0,0,0,200.0
719,719,10520/53,10520,53,32.8,5,0.0,164.0,0,0,200.0
720,720,10521/35,10521,35,18.0,3,0.0,54.0,0,0,225.5
721,721,10521/41,10521,41,9.65,10,0.0,96.5,0,0,225.5
722,722,10521/68,10521,68,12.5,6,0.0,75.0,0,0,225.5
