Id,OrderId,ProductId,UnitPrice,Quantity,Discount,price,OnSale,discounted_order,order_total
10399/71,10399,71,17.2,30,0.0,516.0,0,0,1765.6
10399/76,10399,76,14.4,35,0.0,504.0,0,0,1765.6
10399/77,10399,77,10.4,14,0.0,145.6,0,0,1765.6
10400/29,10400,29,99.0,21,0.0,2079.0,0,0,3063.0
10400/35,10400,35,14.4,35,0.0,504.0,0,0,3063.0
10400/49,10400,49,16.0,30,0.0,480.0,0,0,3063.0
10401/30,10401,30,20.7,18,0.0,372.59999999999997,0,0,3868.6
10401/56,10401,56,30.4,70,0.0,2128.0,0,0,3868.6
10401/65,10401,65,16.8,20,0.0,336.0,0,0,3868.6
10401/71,10401,71,17.2,60,0.0,1032.0,0,0,3868.6
10402/23,10402,23,7.2,60,0.0,432.0,0,0,2713.5
10402/63,10402,63,35.1,65,0.0,2281.5,0,0,2713.5
10403/16,10403,16,13.9,21,0.15,248.11499999999998,1,1,855.015
10403/48,10403,48,10.2,70,0.15,606.9,1,1,855.015
10404/26,10404,26,24.9,30,0.05,709.65,1,1,1591.25
10404/42,10404,42,11.2,40,0.05,425.59999999999997,1,1,1591.25
10404/49,10404,49,16.0,30,0.05,456.0,1,1,1591.25
10405/3,10405,3,8.0,50,0.0,400.0,0,0,400.0
10406/1,10406,1,14.4,10,0.0,144.0,0,1,1830.78
10406/21,10406,21,8.0,30,0.1,216.0,1,1,1830.78
10406/28,10406,28,36.4,42,0.1,1375.9199999999998,1,1,1830.78
10406/36,10406,36,15.2,5,0.1,68.4,1,1,1830.78
10406/40,10406,40,14.7,2,0.1,26.46,1,1,1830.78
10407/11,10407,11,16.8,30,0.0,504.0,0,0,1194.0
10407/69,10407,69,28.8,15,0.0,432.0,0,0,1194.0
10407/71,10407,71,17.2,15,0.0,258.0,0,0,1194.0
10408/37,10408,37,20.8,10,0.0,208.0,0,0,1622.4
10408/54,10408,54,5.9,6,0.0,35.400000000000006,0,0,1622.4
10408/62,10408,62,39.4,35,0.0,1379.0,0,0,1622.4
10409/14,10409,14,18.6,12,0.0,223.20000000000002,0,0,319.20000000000005
10409/21,10409,21,8.0,12,0.0,96.0,0,0,319.20000000000005
10410/33,10410,33,2.0,49,0.0,98.0,0,0,802.0
10410/59,10410,59,44.0,16,0.0,704.0,0,0,802.0
10411/41,10411,41,7.7,25,0.2,154.0,1,1,966.8
10411/44,10411,44,15.5,40,0.2,496.0,1,1,966.8
10411/59,10411,59,44.0,9,0.2,316.8,1,1,966.8
10412/14,10412,14,18.6,20,0.1,334.80000000000007,1,1,334.80000000000007
10413/1,10413,1,14.4,24,0.0,345.6,0,0,2123.2
10413/62,10413,62,39.4,40,0.0,1576.0,0,0,2123.2
10413/76,10413,76,14.4,14,0.0,201.6,0,0,2123.2
10414/19,10414,19,7.3,18,0.05,124.83,1,1,224.82999999999998
10414/33,10414,33,2.0,50,0.0,100.0,0,1,224.82999999999998
10415/17,10415,17,31.2,2,0.0,62.4,0,0,102.4
10415/33,10415,33,2.0,20,0.0,40.0,0,0,102.4
10416/19,10416,19,7.3,20,0.0,146.0,0,0,720.0
10416/53,10416,53,26.2,10,0.0,262.0,0,0,720.0
10416/57,10416,57,15.6,20,0.0,312.0,0,0,720.0
10417/38,10417,38,210.8,50,0.0,10540.0,0,1,11188.4
10417/46,10417,46,9.6,2,0.25,14.399999999999999,1,1,11188.4
10417/68,10417,68,10.0,36,0.25,270.0,1,1,11188.4
10417/77,10417,77,10.4,35,0.0,364.0,0,1,11188.4
10418/2,10418,2,15.2,60,0.0,912.0,0,0,1814.8
10418/47,10418,47,7.6,55,0.0,418.0,0,0,1814.8
10418/61,10418,61,22.8,16,0.0,364.8,0,0,1814.8
10418/74,10418,74,8.0,15,0.0,120.0,0,0,1814.8
10419/60,10419,60,27.2,60,0.05,1550.4,1,1,2097.6000000000004
10419/69,10419,69,28.8,20,0.05,547.2,1,1,2097.6000000000004
10420/9,10420,9,77.6,20,0.1,1396.8000000000002,1,1,1707.8400000000004
10420/13,10420,13,4.8,2,0.1,8.64,1,1,1707.8400000000004
10420/70,10420,70,12.0,8,0.1,86.4,1,1,1707.8400000000004
10420/73,10420,73,12.0,20,0.1,216.0,1,1,1707.8400000000004
10421/19,10421,19,7.3,4,0.15,24.82,1,1,1194.2700000000002
10421/26,10421,26,24.9,30,0.0,747.0,0,1,1194.2700000000002
10421/53,10421,53,26.2,15,0.15,334.05,1,1,1194.2700000000002
10421/77,10421,77,10.4,10,0.15,88.4,1,1,1194.2700000000002
10422/26,10422,26,24.9,2,0.0,49.8,0,0,49.8
10423/31,10423,31,10.0,14,0.0,140.0,0,0,1020.0
10423/59,10423,59,44.0,20,0.0,880.0,0,0,1020.0
10424/35,10424,35,14.4,60,0.2,691.2,1,1,9194.560000000001
10424/38,10424,38,210.8,49,0.2,8263.36,1,1,9194.560000000001
10424/68,10424,68,10.0,30,0.2,240.0,1,1,9194.560000000001
10425/55,10425,55,19.2,10,0.25,144.0,1,1,360.0
10425/76,10425,76,14.4,20,0.25,216.0,1,1,360.0
10426/56,10426,56,30.4,5,0.0,152.0,0,0,338.20000000000005
10426/64,10426,64,26.6,7,0.0,186.20000000000002,0,0,338.20000000000005
10427/14,10427,14,18.6,35,0.0,651.0,0,0,651.0
10428/46,10428,46,9.6,20,0.0,192.0,0,0,192.0
10429/50,10429,50,13.0,40,0.0,520.0,0,1,1441.375
10429/63,10429,63,35.1,35,0.25,921.3750000000001,1,1,1441.375
10430/17,10430,17,31.2,45,0.2,1123.2,1,1,4899.2
10430/21,10430,21,8.0,50,0.0,400.0,0,1,4899.2
10430/56,10430,56,30.4,30,0.0,912.0,0,1,4899.2
10430/59,10430,59,44.0,70,0.2,2464.0,1,1,4899.2
10431/17,10431,17,31.2,50,0.25,1170.0,1,1,1892.25
10431/40,10431,40,14.7,50,0.25,551.2499999999999,1,1,1892.25
10431/47,10431,47,7.6,30,0.25,170.99999999999997,1,1,1892.25
10432/26,10432,26,24.9,10,0.0,249.0,0,0,485.0
10432/54,10432,54,5.9,40,0.0,236.0,0,0,485.0
10433/56,10433,56,30.4,28,0.0,851.1999999999999,0,0,851.1999999999999
10434/11,10434,11,16.8,6,0.0,100.80000000000001,0,1,321.12
10434/76,10434,76,14.4,18,0.15,220.32,1,1,321.12
10435/2,10435,2,15.2,10,0.0,152.0,0,0,631.6
10435/22,10435,22,16.8,12,0.0,201.60000000000002,0,0,631.6
10435/72,10435,72,27.8,10,0.0,278.0,0,0,631.6
10436/46,10436,46,9.6,5,0.0,48.0,0,1,1994.5200000000002
10436/56,10436,56,30.4,40,0.1,1094.4,1,1,1994.5200000000002
10436/64,10436,64,26.6,30,0.1,718.2,1,1,1994.5200000000002
10436/75,10436,75,6.2,24,0.1,133.92000000000002,1,1,1994.5200000000002
10437/53,10437,53,26.2,15,0.0,393.0,0,0,393.0
10438/19,10438,19,7.3,15,0.2,87.6,1,1,454.0
10438/34,10438,34,11.2,20,0.2,179.2,1,1,454.0
10438/57,10438,57,15.6,15,0.2,187.20000000000002,1,1,454.0
10439/12,10439,12,30.4,15,0.0,456.0,0,0,1078.0
10439/16,10439,16,13.9,16,0.0,222.4,0,0,1078.0
10439/64,10439,64,26.6,6,0.0,159.60000000000002,0,0,1078.0
10439/74,10439,74,8.0,30,0.0,240.0,0,0,1078.0
10440/2,10440,2,15.2,45,0.15,581.4,1,1,4924.135
10440/16,10440,16,13.9,49,0.15,578.935,1,1,4924.135
10440/29,10440,29,99.0,24,0.15,2019.6,1,1,4924.135
10440/61,10440,61,22.8,90,0.15,1744.1999999999998,1,1,4924.135
10441/27,10441,27,35.1,50,0.0,1755.0,0,0,1755.0
10442/11,10442,11,16.8,30,0.0,504.0,0,0,1792.0
10442/54,10442,54,5.9,80,0.0,472.0,0,0,1792.0
10442/66,10442,66,13.6,60,0.0,816.0,0,0,1792.0
10443/11,10443,11,16.8,6,0.2,80.64000000000001,1,1,517.4399999999999
10443/28,10443,28,36.4,12,0.0,436.79999999999995,0,1,517.4399999999999
10444/17,10444,17,31.2,10,0.0,312.0,0,0,1031.7
10444/26,10444,26,24.9,15,0.0,373.5,0,0,1031.7
10444/35,10444,35,14.4,8,0.0,115.2,0,0,1031.7
10444/41,10444,41,7.7,30,0.0,231.0,0,0,1031.7
10445/39,10445,39,14.4,6,0.0,86.4,0,0,174.9
10445/54,10445,54,5.9,15,0.0,88.5,0,0,174.9
10446/19,10446,19,7.3,12,0.1,78.84,1,1,246.24
10446/24,10446,24,3.6,20,0.1,64.80000000000001,1,1,246.24
10446/31,10446,31,10.0,3,0.1,27.0,1,1,246.24
10446/52,10446,52,5.6,15,0.1,75.6,1,1,246.24
10447/19,10447,19,7.3,40,0.0,292.0,0,0,914.4
10447/65,10447,65,16.8,35,0.0,588.0,0,0,914.4
10447/71,10447,71,17.2,2,0.0,34.4,0,0,914.4
10448/26,10448,26,24.9,6,0.0,149.39999999999998,0,0,443.4
10448/40,10448,40,14.7,20,0.0,294.0,0,0,443.4
10449/10,10449,10,24.8,14,0.0,347.2,0,0,1838.2
10449/52,10449,52,5.6,20,0.0,112.0,0,0,1838.2
10449/62,10449,62,39.4,35,0.0,1379.0,0,0,1838.2
10450/10,10450,10,24.8,20,0.2,396.80000000000007,1,1,425.12000000000006
10450/54,10450,54,5.9,6,0.2,28.320000000000004,1,1,425.12000000000006
10451/55,10451,55,19.2,120,0.1,2073.6000000000004,1,1,3849.6600000000008
10451/64,10451,64,26.6,35,0.1,837.9000000000001,1,1,3849.6600000000008
10451/65,10451,65,16.8,28,0.1,423.36,1,1,3849.6600000000008
10451/77,10451,77,10.4,55,0.1,514.8000000000001,1,1,3849.6600000000008
10452/28,10452,28,36.4,15,0.0,546.0,0,1,2018.5
10452/44,10452,44,15.5,100,0.05,1472.5,1,1,2018.5
10453/48,10453,48,10.2,15,0.1,137.7,1,1,407.7
10453/70,10453,70,12.0,25,0.1,270.0,1,1,407.7
10454/16,10454,16,13.9,20,0.2,222.40000000000003,1,1,331.20000000000005
10454/33,10454,33,2.0,20,0.2,32.0,1,1,331.20000000000005
10454/46,10454,46,9.6,10,0.2,76.8,1,1,331.20000000000005
10455/39,10455,39,14.4,20,0.0,288.0,0,0,2684.0
10455/53,10455,53,26.2,50,0.0,1310.0,0,0,2684.0
10455/61,10455,61,22.8,25,0.0,570.0,0,0,2684.0
10455/71,10455,71,17.2,30,0.0,516.0,0,0,2684.0
10456/21,10456,21,8.0,40,0.15,272.0,1,1,557.5999999999999
10456/49,10456,49,16.0,21,0.15,285.59999999999997,1,1,557.5999999999999
10457/59,10457,59,44.0,36,0.0,1584.0,0,0,1584.0
10458/26,10458,26,24.9,30,0.0,747.0,0,0,3891.0
10458/28,10458,28,36.4,30,0.0,1092.0,0,0,3891.0
10458/43,10458,43,36.8,20,0.0,736.0,0,0,3891.0
10458/56,10458,56,30.4,15,0.0,456.0,0,0,3891.0
10458/71,10458,71,17.2,50,0.0,860.0,0,0,3891.0
10459/7,10459,7,24.0,16,0.05,364.79999999999995,1,1,1659.1999999999998
10459/46,10459,46,9.6,20,0.05,182.39999999999998,1,1,1659.1999999999998
10459/72,10459,72,27.8,40,0.0,1112.0,0,1,1659.1999999999998
10460/68,10460,68,10.0,21,0.25,157.5,1,1,176.1
10460/75,10460,75,6.2,4,0.25,18.6,1,1,176.1
10461/21,10461,21,8.0,40,0.25,240.0,1,1,1538.6999999999998
10461/30,10461,30,20.7,28,0.25,434.69999999999993,1,1,1538.6999999999998
10461/55,10461,55,19.2,60,0.25,863.9999999999999,1,1,1538.6999999999998
10462/13,10462,13,4.8,1,0.0,4.8,0,0,156.00000000000003
10462/23,10462,23,7.2,21,0.0,151.20000000000002,0,0,156.00000000000003
10463/19,10463,19,7.3,21,0.0,153.29999999999998,0,0,713.3
10463/42,10463,42,11.2,50,0.0,560.0,0,0,713.3
10464/4,10464,4,17.6,16,0.2,225.28000000000003,1,1,1609.28
10464/43,10464,43,36.8,3,0.0,110.39999999999999,0,1,1609.28
10464/56,10464,56,30.4,30,0.2,729.6,1,1,1609.28
10464/60,10464,60,27.2,20,0.0,544.0,0,1,1609.28
10465/24,10465,24,3.6,25,0.0,90.0,0,1,2518.0
10465/29,10465,29,99.0,18,0.1,1603.8000000000002,1,1,2518.0
10465/40,10465,40,14.7,20,0.0,294.0,0,1,2518.0
10465/45,10465,45,7.6,30,0.1,205.2,1,1,2518.0
10465/50,10465,50,13.0,25,0.0,325.0,0,1,2518.0
10466/11,10466,11,16.8,10,0.0,168.0,0,0,216.0
10466/46,10466,46,9.6,5,0.0,48.0,0,0,216.0
10467/24,10467,24,3.6,28,0.0,100.8,0,0,235.2
10467/25,10467,25,11.2,12,0.0,134.39999999999998,0,0,235.2
10468/30,10468,30,20.7,8,0.0,165.6,0,0,717.6
10468/43,10468,43,36.8,15,0.0,552.0,0,0,717.6
10469/2,10469,2,15.2,40,0.15,516.8,1,1,956.675
10469/16,10469,16,13.9,35,0.15,413.525,1,1,956.675
10469/44,10469,44,15.5,2,0.15,26.349999999999998,1,1,956.675
10470/18,10470,18,50.0,30,0.0,1500.0,0,0,1820.8
10470/23,10470,23,7.2,15,0.0,108.0,0,0,1820.8
10470/64,10470,64,26.6,8,0.0,212.8,0,0,1820.8
10471/7,10471,7,24.0,30,0.0,720.0,0,0,1328.0
10471/56,10471,56,30.4,20,0.0,608.0,0,0,1328.0
10472/24,10472,24,3.6,80,0.05,273.6,1,1,1036.8
10472/51,10472,51,42.4,18,0.0,763.1999999999999,0,1,1036.8
10473/33,10473,33,2.0,12,0.0,24.0,0,0,230.39999999999998
10473/71,10473,71,17.2,12,0.0,206.39999999999998,0,0,230.39999999999998
10474/14,10474,14,18.6,12,0.0,223.20000000000002,0,0,1249.1
10474/28,10474,28,36.4,18,0.0,655.1999999999999,0,0,1249.1
10474/40,10474,40,14.7,21,0.0,308.7,0,0,1249.1
10474/75,10474,75,6.2,10,0.0,62.0,0,0,1249.1
10475/31,10475,31,10.0,35,0.15,297.5,1,1,1505.1799999999998
10475/66,10475,66,13.6,60,0.15,693.5999999999999,1,1,1505.1799999999998
10475/76,10475,76,14.4,42,0.15,514.08,1,1,1505.1799999999998
10476/55,10476,55,19.2,2,0.05,36.48,1,1,180.48
10476/70,10476,70,12.0,12,0.0,144.0,0,1,180.48
10477/1,10477,1,14.4,15,0.0,216.0,0,1,558.0
10477/21,10477,21,8.0,21,0.25,126.0,1,1,558.0
10477/39,10477,39,14.4,20,0.25,216.0,1,1,558.0
10478/10,10478,10,24.8,20,0.05,471.2,1,1,471.2
10479/38,10479,38,210.8,30,0.0,6324.0,0,0,10495.6
10479/53,10479,53,26.2,28,0.0,733.6,0,0,10495.6
10479/59,10479,59,44.0,60,0.0,2640.0,0,0,10495.6
10479/64,10479,64,26.6,30,0.0,798.0,0,0,10495.6
10480/47,10480,47,7.6,30,0.0,228.0,0,0,756.0
10480/59,10480,59,44.0,12,0.0,528.0,0,0,756.0
10481/49,10481,49,16.0,24,0.0,384.0,0,0,1472.0
10481/60,10481,60,27.2,40,0.0,1088.0,0,0,1472.0
10482/40,10482,40,14.7,10,0.0,147.0,0,0,147.0
10483/34,10483,34,11.2,35,0.05,372.4,1,1,668.8
10483/77,10483,77,10.4,30,0.05,296.4,1,1,668.8
10484/21,10484,21,8.0,14,0.0,112.0,0,0,386.2
10484/40,10484,40,14.7,10,0.0,147.0,0,0,386.2
10484/51,10484,51,42.4,3,0.0,127.19999999999999,0,0,386.2
10485/2,10485,2,15.2,20,0.1,273.6,1,1,1584.0
10485/3,10485,3,8.0,20,0.1,144.0,1,1,1584.0
10485/55,10485,55,19.2,30,0.1,518.4000000000001,1,1,1584.0
10485/70,10485,70,12.0,60,0.1,648.0,1,1,1584.0
10486/11,10486,11,16.8,5,0.0,84.0,0,0,1272.0
10486/51,10486,51,42.4,25,0.0,1060.0,0,0,1272.0
10486/74,10486,74,8.0,16,0.0,128.0,0,0,1272.0
10487/19,10487,19,7.3,5,0.0,36.5,0,1,889.7
10487/26,10487,26,24.9,30,0.0,747.0,0,1,889.7
10487/54,10487,54,5.9,24,0.25,106.20000000000002,1,1,889.7
10488/59,10488,59,44.0,30,0.0,1320.0,0,1,1512.0
10488/73,10488,73,12.0,20,0.2,192.00000000000003,1,1,1512.0
10489/11,10489,11,16.8,15,0.25,189.00000000000003,1,1,439.20000000000005
10489/16,10489,16,13.9,18,0.0,250.20000000000002,0,1,439.20000000000005
10490/59,10490,59,44.0,60,0.0,2640.0,0,0,3163.2
10490/68,10490,68,10.0,30,0.0,300.0,0,0,3163.2
10490/75,10490,75,6.2,36,0.0,223.20000000000002,0,0,3163.2
10491/44,10491,44,15.5,15,0.15,197.62499999999997,1,1,259.505
10491/77,10491,77,10.4,7,0.15,61.879999999999995,1,1,259.505
10492/25,10492,25,11.2,60,0.05,638.4,1,1,851.1999999999999
10492/42,10492,42,11.2,20,0.05,212.79999999999998,1,1,851.1999999999999
10493/65,10493,65,16.8,15,0.1,226.8,1,1,608.4000000000001
10493/66,10493,66,13.6,10,0.1,122.4,1,1,608.4000000000001
10493/69,10493,69,28.8,10,0.1,259.20000000000005,1,1,608.4000000000001
10494/56,10494,56,30.4,30,0.0,912.0,0,0,912.0
10495/23,10495,23,7.2,10,0.0,72.0,0,0,278.0
10495/41,10495,41,7.7,20,0.0,154.0,0,0,278.0
10495/77,10495,77,10.4,5,0.0,52.0,0,0,278.0
10496/31,10496,31,10.0,20,0.05,190.0,1,1,190.0
10497/56,10497,56,30.4,14,0.0,425.59999999999997,0,0,1380.6
10497/72,10497,72,27.8,25,0.0,695.0,0,0,1380.6
10497/77,10497,77,10.4,25,0.0,260.0,0,0,1380.6
10498/24,10498,24,4.5,14,0.0,63.0,0,0,575.0
10498/40,10498,40,18.4,5,0.0,92.0,0,0,575.0
10498/42,10498,42,14.0,30,0.0,420.0,0,0,575.0
10499/28,10499,28,45.6,20,0.0,912.0,0,0,1412.0
10499/49,10499,49,20.0,25,0.0,500.0,0,0,1412.0
10500/15,10500,15,15.5,12,0.05,176.7,1,1,523.26
10500/28,10500,28,45.6,8,0.05,346.56,1,1,523.26
10501/54,10501,54,7.45,20,0.0,149.0,0,0,149.0
10502/45,10502,45,9.5,21,0.0,199.5,0,0,816.3
10502/53,10502,53,32.8,6,0.0,196.79999999999998,0,0,816.3
10502/67,10502,67,14.0,30,0.0,420.0,0,0,816.3
10503/14,10503,14,23.25,70,0.0,1627.5,0,0,2048.5
10503/65,10503,65,21.05,20,0.0,421.0,0,0,2048.5
10504/2,10504,2,19.0,12,0.0,228.0,0,0,1388.5
10504/21,10504,21,10.0,12,0.0,120.0,0,0,1388.5
10504/53,10504,53,32.8,10,0.0,328.0,0,0,1388.5
10504/61,10504,61,28.5,25,0.0,712.5,0,0,1388.5
10505/62,10505,62,49.3,3,0.0,147.89999999999998,0,0,147.89999999999998
10506/25,10506,25,14.0,18,0.1,226.79999999999998,1,1,415.79999999999995
10506/70,10506,70,15.0,14,0.1,189.0,1,1,415.79999999999995
10507/43,10507,43,46.0,15,0.15,586.5,1,1,749.0625
10507/48,10507,48,12.75,15,0.15,162.5625,1,1,749.0625
10508/13,10508,13,6.0,10,0.0,60.0,0,0,240.0
10508/39,10508,39,18.0,10,0.0,180.0,0,0,240.0
10509/28,10509,28,45.6,3,0.0,136.8,0,0,136.8
10510/29,10510,29,123.79,36,0.0,4456.4400000000005,0,1,4707.540000000001
10510/75,10510,75,7.75,36,0.1,251.10000000000002,1,1,4707.540000000001
10511/4,10511,4,22.0,50,0.15,935.0,1,1,2550.0
10511/7,10511,7,30.0,50,0.15,1275.0,1,1,2550.0
10511/8,10511,8,40.0,10,0.15,340.0,1,1,2550.0
10512/24,10512,24,4.5,10,0.15,38.25,1,1,525.3
10512/46,10512,46,12.0,9,0.15,91.8,1,1,525.3
10512/47,10512,47,9.5,6,0.15,48.449999999999996,1,1,525.3
10512/60,10512,60,34.0,12,0.15,346.79999999999995,1,1,525.3
10513/21,10513,21,10.0,40,0.2,320.0,1,1,1942.0
10513/32,10513,32,32.0,50,0.2,1280.0,1,1,1942.0
10513/61,10513,61,28.5,15,0.2,342.0,1,1,1942.0
10514/20,10514,20,81.0,39,0.0,3159.0,0,0,8623.45
10514/28,10514,28,45.6,35,0.0,1596.0,0,0,8623.45
10514/56,10514,56,38.0,70,0.0,2660.0,0,0,8623.45
10514/65,10514,65,21.05,39,0.0,820.95,0,0,8623.45
10514/75,10514,75,7.75,50,0.0,387.5,0,0,8623.45
10515/9,10515,9,97.0,16,0.15,1319.2,1,1,9921.3
10515/16,10515,16,17.45,50,0.0,872.5,0,1,9921.3
10515/27,10515,27,43.9,120,0.0,5268.0,0,1,9921.3
10515/33,10515,33,2.5,16,0.15,34.0,1,1,9921.3
10515/60,10515,60,34.0,84,0.15,2427.6,1,1,9921.3
10516/18,10516,18,62.5,25,0.1,1406.25,1,1,2381.05
10516/41,10516,41,9.65,80,0.1,694.8000000000001,1,1,2381.05
10516/42,10516,42,14.0,20,0.0,280.0,0,1,2381.05
10517/52,10517,52,7.0,6,0.0,42.0,0,0,352.0
10517/59,10517,59,55.0,4,0.0,220.0,0,0,352.0
10517/70,10517,70,15.0,6,0.0,90.0,0,0,352.0
10518/24,10518,24,4.5,5,0.0,22.5,0,0,4150.05
10518/38,10518,38,263.5,15,0.0,3952.5,0,0,4150.05
10518/44,10518,44,19.45,9,0.0,175.04999999999998,0,0,4150.05
10519/10,10519,10,31.0,16,0.05,471.2,1,1,2314.2
10519/56,10519,56,38.0,40,0.0,1520.0,0,1,2314.2
10519/60,10519,60,34.0,10,0.05,323.0,1,1,2314.2
10520/24,10520,24,4.5,8,0.0,36.0,0,0,200.0
10520/53,10520,53,32.8,5,0.0,164.0,0,0,200.0
10521/35,10521,35,18.0,3,0.0,54.0,0,0,225.5
10521/41,10521,41,9.65,10,0.0,96.5,0,0,225.5
10521/68,10521,68,12.5,6,0.0,75.0,0,0,225.5
10522/1,10522,1,18.0,40,0.2,576.0,1,1,2318.24
10522/8,10522,8,40.0,24,0.0,960.0,0,1,2318.24
10522/30,10522,30,25.89,20,0.2,414.24000000000007,1,1,2318.24
10522/40,10522,40,18.4,25,0.2,368.0,1,1,2318.24
10523/17,10523,17,39.0,25,0.1,877.5,1,1,2444.31
10523/20,10523,20,81.0,15,0.1,1093.5,1,1,2444.31
10523/37,10523,37,26.0,18,0.1,421.20000000000005,1,1,2444.31
10523/41,10523,41,9.65,6,0.1,52.11,1,1,2444.31
10524/10,10524,10,31.0,2,0.0,62.0,0,0,3192.65
10524/30,10524,30,25.89,10,0.0,258.9,0,0,3192.65
10524/43,10524,43,46.0,60,0.0,2760.0,0,0,3192.65
10524/54,10524,54,7.45,15,0.0,111.75,0,0,3192.65
10525/36,10525,36,19.0,30,0.0,570.0,0,1,818.4
10525/40,10525,40,18.4,15,0.1,248.39999999999998,1,1,818.4
10526/1,10526,1,18.0,8,0.15,122.39999999999999,1,1,1151.3999999999999
10526/13,10526,13,6.0,10,0.0,60.0,0,1,1151.3999999999999
10526/56,10526,56,38.0,30,0.15,968.9999999999999,1,1,1151.3999999999999
10527/4,10527,4,22.0,50,0.1,990.0,1,1,1503.0
10527/36,10527,36,19.0,30,0.1,513.0,1,1,1503.0
10528/11,10528,11,21.0,3,0.0,63.0,0,1,392.2
10528/33,10528,33,2.5,8,0.2,16.0,1,1,392.2
10528/72,10528,72,34.8,9,0.0,313.2,0,1,392.2
10529/55,10529,55,24.0,14,0.0,336.0,0,0,946.0
10529/68,10529,68,12.5,20,0.0,250.0,0,0,946.0
10529/69,10529,69,36.0,10,0.0,360.0,0,0,946.0
10530/17,10530,17,39.0,40,0.0,1560.0,0,0,4180.0
10530/43,10530,43,46.0,25,0.0,1150.0,0,0,4180.0
10530/61,10530,61,28.5,20,0.0,570.0,0,0,4180.0
10530/76,10530,76,18.0,50,0.0,900.0,0,0,4180.0
10531/59,10531,59,55.0,2,0.0,110.0,0,0,110.0
10532/30,10532,30,25.89,15,0.0,388.35,0,0,796.35
10532/66,10532,66,17.0,24,0.0,408.0,0,0,796.35
10533/4,10533,4,22.0,50,0.05,1045.0,1,1,2222.2
10533/72,10533,72,34.8,24,0.0,835.1999999999999,0,1,2222.2
10533/73,10533,73,15.0,24,0.05,342.0,1,1,2222.2
10534/30,10534,30,25.89,10,0.0,258.9,0,1,465.7
10534/40,10534,40,18.4,10,0.2,147.2,1,1,465.7
10534/54,10534,54,7.45,10,0.2,59.60000000000001,1,1,465.7
10535/11,10535,11,21.0,50,0.1,945.0000000000001,1,1,1940.8500000000001
10535/40,10535,40,18.4,10,0.1,165.6,1,1,1940.8500000000001
10535/57,10535,57,19.5,5,0.1,87.75,1,1,1940.8500000000001
10535/59,10535,59,55.0,15,0.1,742.5,1,1,1940.8500000000001
10536/12,10536,12,38.0,15,0.25,427.5,1,1,1645.0
10536/31,10536,31,12.5,20,0.0,250.0,0,1,1645.0
10536/33,10536,33,2.5,30,0.0,75.0,0,1,1645.0
10536/60,10536,60,34.0,35,0.25,892.5,1,1,1645.0
10537/31,10537,31,12.5,30,0.0,375.0,0,0,1823.8
10537/51,10537,51,53.0,6,0.0,318.0,0,0,1823.8
10537/58,10537,58,13.25,20,0.0,265.0,0,0,1823.8
10537/72,10537,72,34.8,21,0.0,730.8,0,0,1823.8
10537/73,10537,73,15.0,9,0.0,135.0,0,0,1823.8
10538/70,10538,70,15.0,7,0.0,105.0,0,0,139.8
10538/72,10538,72,34.8,1,0.0,34.8,0,0,139.8
10539/13,10539,13,6.0,8,0.0,48.0,0,0,355.5
10539/21,10539,21,10.0,15,0.0,150.0,0,0,355.5
10539/33,10539,33,2.5,15,0.0,37.5,0,0,355.5
10539/49,10539,49,20.0,6,0.0,120.0,0,0,355.5
10540/3,10540,3,10.0,60,0.0,600.0,0,0,10191.7
10540/26,10540,26,31.23,40,0.0,1249.2,0,0,10191.7
10540/38,10540,38,263.5,30,0.0,7905.0,0,0,10191.7
10540/68,10540,68,12.5,35,0.0,437.5,0,0,10191.7
10541/24,10541,24,4.5,35,0.1,141.75,1,1,1946.52
10541/38,10541,38,263.5,4,0.1,948.6,1,1,1946.52
10541/65,10541,65,21.05,36,0.1,682.02,1,1,1946.52
10541/71,10541,71,21.5,9,0.1,174.15,1,1,1946.52
10542/11,10542,11,21.0,15,0.05,299.25,1,1,469.11
10542/54,10542,54,7.45,24,0.05,169.85999999999999,1,1,469.11
10543/12,10543,12,38.0,30,0.15,968.9999999999999,1,1,1504.5
10543/23,10543,23,9.0,70,0.15,535.5,1,1,1504.5
10544/28,10544,28,45.6,7,0.0,319.2,0,0,417.2
10544/67,10544,67,14.0,7,0.0,98.0,0,0,417.2
10545/11,10545,11,21.0,10,0.0,210.0,0,0,210.0
10546/7,10546,7,30.0,10,0.0,300.0,0,0,2812.0
10546/35,10546,35,18.0,30,0.0,540.0,0,0,2812.0
10546/62,10546,62,49.3,40,0.0,1972.0,0,0,2812.0
10547/32,10547,32,32.0,24,0.15,652.8,1,1,1792.8
10547/36,10547,36,19.0,60,0.0,1140.0,0,1,1792.8
10548/34,10548,34,14.0,10,0.25,105.0,1,1,240.1
10548/41,10548,41,9.65,14,0.0,135.1,0,1,240.1
10549/31,10549,31,12.5,55,0.15,584.375,1,1,3554.2749999999996
10549/45,10549,45,9.5,100,0.15,807.4999999999999,1,1,3554.2749999999996
10549/51,10549,51,53.0,48,0.15,2162.3999999999996,1,1,3554.2749999999996
10550/17,10550,17,39.0,8,0.1,280.8,1,1,683.3
10550/19,10550,19,9.2,10,0.0,92.0,0,1,683.3
10550/21,10550,21,10.0,6,0.1,54.0,1,1,683.3
10550/61,10550,61,28.5,10,0.1,256.5,1,1,683.3
